,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,969.6,548.26,370.15,453.5,334.97,320.5,373.84,332.74,9.29,17.31,Upgrade
1,Short-Term Investments,3.02,2.55,7.63,15.3,3.41,7.08,3.51,6.07,3.5,3.75,Upgrade
2,Trading Asset Securities,800.3,799.09,-,-,811.39,-,80.34,80.3,-,-,Upgrade
3,Cash & Short-Term Investments,1773,1350,377.77,468.8,1150,327.58,457.69,419.1,12.8,21.06,Upgrade
4,Cash Growth,369.31%,187.95%,-67.14%,43.11%,151.21%,-21.84%,3477.08%,1890.23%,-98.97%,-97.80%,Upgrade
5,Accounts Receivable,1080,1074,1100,857.67,933.69,625.22,597.78,471.2,1.43,152.33,Upgrade
6,Other Receivables,24.89,11.45,119.32,44.49,19.61,201.74,134.26,374.86,1.6,4.51,Upgrade
7,Receivables,1105,1085,1220,902.16,953.3,826.96,732.04,846.06,3.03,156.84,Upgrade
8,Inventory,302.42,291.2,309.52,346,258.57,281.6,192.38,180.2,261.84,280.18,Upgrade
9,Prepaid Expenses,0.53,2.3,11.39,4.11,4.25,1.89,0.82,1.69,6.26,4.42,Upgrade
10,Restricted Cash,191.65,149.24,273.08,247.47,241.11,172.88,169.04,194.44,-,242.63,Upgrade
11,Other Current Assets,58.8,349.22,166.43,82.11,58.33,296,282.4,155.24,5302,5214,Upgrade
12,Total Current Assets,3431,3227,2358,2051,2665,1907,1834,1797,5586,5919,Upgrade
13,"Property, Plant & Equipment",329.53,815.29,916.29,997,1023,2279,2406,2511,1570,1628,Upgrade
14,Long-Term Investments,-,-,796.9,803.77,-,808.42,809.27,802.31,-,-,Upgrade
15,Goodwill,-,-,-,-,-,-,-,-,231.31,396.46,Upgrade
16,Long-Term Deferred Tax Assets,46.89,24.02,17.1,19.35,16.79,16.22,15.37,15.28,3.02,3.05,Upgrade
17,Other Long-Term Assets,250.04,-,-,-,-,-,-,-,-,-,Upgrade
18,Total Assets,4058,4066,4088,3871,3706,5011,5065,5126,7391,7947,Upgrade
19,Accounts Payable,608.93,596.02,479.79,506.66,512.02,474.06,316.17,391.34,277.39,793.73,Upgrade
20,Accrued Expenses,100.67,98.69,100.27,99.98,161.18,511.01,326.3,276.58,86.62,25.22,Upgrade
21,Short-Term Debt,36.69,36.03,35.63,33.45,26.31,191.14,189.94,192.53,16.05,7.77,Upgrade
22,Current Portion of Long-Term Debt,589.44,539,679.6,724.6,726.6,2550,1883,2288,1334,1053,Upgrade
23,Current Portion of Leases,8.84,11.7,12.65,16.54,13.58,15.55,15.37,13.18,-,-,Upgrade
24,Current Income Taxes Payable,78.89,59.01,85.76,20.29,47.15,41.82,63.76,72.8,22.13,27.18,Upgrade
25,Current Unearned Revenue,64.6,71.83,33.79,88.79,27.44,46.69,47.97,52.17,130.56,292.66,Upgrade
26,Other Current Liabilities,13.61,14.34,23.93,16.9,13.44,890.77,750.91,773.32,2431,2462,Upgrade
27,Total Current Liabilities,1502,1427,1451,1507,1528,4721,3593,4060,4298,4662,Upgrade
28,Long-Term Debt,89.97,89.98,89.99,90,-,64.6,767.58,410.52,327.82,323.39,Upgrade
29,Long-Term Leases,8.2,14.27,18.94,22.59,29.66,33.95,34.27,29.15,-,-,Upgrade
30,Long-Term Deferred Tax Liabilities,90.25,141.18,166.6,175.97,180.69,446.08,457.98,506.76,301.9,315.25,Upgrade
31,Total Liabilities,1690,1672,1727,1796,1738,5265,4853,5006,4928,5300,Upgrade
32,Common Stock,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.89,Upgrade
33,Additional Paid-In Capital,2893,-,2893,-,2893,2893,2893,2893,2893,2893,Upgrade
34,Retained Earnings,-618.76,-,-624.39,-,-1019,-3255,-2782,-2870,-527.92,-318.87,Upgrade
35,Comprehensive Income & Other,23.03,2324,22.32,2005,22.78,36.93,30.84,25.81,27.52,2.72,Upgrade
36,Total Common Equity,2368,2394,2361,2075,1968,-254.8,212.44,119.27,2463,2647,Upgrade
37,Shareholders' Equity,2368,2394,2361,2075,1968,-254.8,212.44,119.27,2463,2647,Upgrade
38,Total Liabilities & Equity,4058,4066,4088,3871,3706,5011,5065,5126,7391,7947,Upgrade
39,Total Debt,733.13,690.98,836.8,887.19,796.14,2855,2890,2933,1678,1384,Upgrade
40,Net Cash (Debt),1040,658.93,-459.03,-418.39,353.63,-2527,-2432,-2514,-1665,-1363,Upgrade
41,Net Cash Per Share,0.13,0.08,-0.06,-,0.04,-,-0.30,-0.31,-0.21,-0.17,Upgrade
42,Filing Date Shares Outstanding,8044,8044,8044,8044,8044,8044,8044,8044,8044,8044,Upgrade
43,Total Common Shares Outstanding,8044,8044,8044,8044,8044,8044,8044,8044,8044,8044,Upgrade
44,Working Capital,1930,1800,906.51,543.42,1138,-2814,-1759,-2263,1288,1258,Upgrade
45,Book Value Per Share,0.29,0.30,0.29,0.26,0.24,-0.03,0.03,0.01,0.31,0.33,Upgrade
46,Tangible Book Value,2368,2394,2361,2075,1968,-254.8,212.44,119.27,2232,2251,Upgrade
