,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,781,545,888,1764,2664,3647,5695,7116,6571,-,-
1,Market Cap Growth,-69.13%,-69.13%,-66.67%,-51.62%,-53.22%,-48.75%,-13.33%,-,-,-,-
2,Enterprise Value,76,-144,249,1275,-189,586,2853,4561,8404,-,-
3,Last Close Price,0.66,0.45,0.70,1.40,1.93,2.47,3.73,4.66,4.25,-,-
4,PE Ratio,-,-18.62,-,-26.01,-,7.00,10.57,16.07,21.48,-,-
5,Forward PE,6.83,3.56,3.56,3.56,3.97,4.72,8.63,12.61,-,-,-
6,PS Ratio,0.24,0.17,0.26,0.50,0.71,0.97,1.56,2.36,2.73,-,-
7,PB Ratio,0.34,0.23,0.38,0.73,1.02,1.19,1.91,2.63,2.70,-,-
8,P/TBV Ratio,0.35,0.35,0.58,1.11,1.54,1.31,2.07,2.79,2.88,-,-
9,P/FCF Ratio,6.76,4.71,-7.04,-,-,11.03,9.26,10.28,15.58,-,-
10,P/OCF Ratio,4.68,4.68,-7.25,-,-,10.45,9.10,10.15,15.31,-,-
11,PEG Ratio,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,-,-,-
12,EV/Sales Ratio,0.02,-,0.07,0.36,-,0.16,0.78,1.51,3.50,-,-
13,EV/EBITDA Ratio,0.70,-,-,4.23,-,0.94,4.35,8.27,22.07,-,-
14,EV/EBIT Ratio,5.48,-,-,5.80,-,0.97,4.49,8.56,23.25,-,-
15,EV/FCF Ratio,0.66,-,-1.97,-,-,1.77,4.64,6.59,19.93,-,-
16,Debt / Equity Ratio,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,6.31,5.79
17,Debt / FCF Ratio,0.10,0.10,-0.07,-,-,0.07,0.04,0.04,0.04,8.85,13.05
18,Return on Capital Employed (ROCE),1.15%,1.15%,-,8.79%,15.65%,19.29%,20.81%,19.39%,14.65%,65.16%,8.99%
19,Earnings Yield,-3.74%,-5.37%,5.23%,-3.85%,3.21%,14.29%,9.46%,6.22%,4.66%,-,-
20,FCF Yield,14.79%,21.23%,-14.20%,-20.41%,-3.59%,9.07%,10.80%,9.73%,6.42%,-,-
21,Dividend Yield,4.07%,3.01%,-,-,15.19%,6.44%,-,-,-,-,-
22,Buyback Yield / Dilution,-,-,-,-,-,-29.79%,-33.33%,6.53%,-11.00%,-,
23,Total Shareholder Return,4.07%,3.01%,-,-,15.19%,6.44%,-29.79%,-33.33%,6.53%,-11.00%,-
