,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,26185,25190,21148,18449,17237,20680,18931,20244,21153,19596,23296,14222,13645,17508,15773,11955,7501,9808,7865,6225,Upgrade
1,Short-Term Investments,-,1107,-,1138,-,1460,-,1457,-,1241,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,7368,5876,5452,5307,5482,5927,6162,5094,4376,4841,3413,2935,2955,2436,2527,1930,1376,1491,1828,687.95,Upgrade
3,Cash & Short-Term Investments,33552,32173,26600,24894,22719,28067,25092,26794,25530,25678,26709,17157,16600,19944,18299,13885,8877,11299,9694,6913,Upgrade
4,Cash Growth,47.68%,14.63%,6.01%,-7.09%,-11.01%,9.31%,-6.05%,56.17%,53.79%,28.75%,45.96%,23.56%,87.00%,76.50%,88.78%,100.86%,20.78%,10.92%,2.86%,-38.04%,Upgrade
5,Accounts Receivable,9660,9833,11400,12274,12153,12180,11943,12865,12104,13020,4940,4403,3909,3316,3452,2726,3103,2813,1851,2263,Upgrade
6,Other Receivables,4178,8123,3531,5826,2502,4091,3551,5322,4956,5340,1362,3055,1545,2546,1352,2327,808.17,2499,1709,2674,Upgrade
7,Receivables,13838,17956,14931,18099,14655,16271,15494,18188,17060,18360,6302,7459,5454,5862,4804,5052,3912,5312,3560,4937,Upgrade
8,Inventory,32833,33697,30565,29290,32425,31188,30599,28104,30709,30673,22668,19309,19387,16579,17036,18064,18738,16684,15826,14887,Upgrade
9,Prepaid Expenses,-,-,-,-,-,576.13,-,-,-,329.25,-,-,-,168.66,-,-,-,20.09,-,19.31,Upgrade
10,Other Current Assets,11980,5960,10505,5346,9276,4695,9326,6559,9467,5026,6127,3140,6662,3094,4199,2260,2909,2034,3213,1839,Upgrade
11,Total Current Assets,92203,89786,82602,77629,79075,80797,80511,79644,82766,80065,61807,47064,48103,45647,44338,39262,34435,35349,32293,28594,Upgrade
12,"Property, Plant & Equipment",126292,125773,120381,120268,109079,109365,100110,97565,87926,85916,76010,77027,70849,71303,65859,67068,61664,53810,51149,47662,Upgrade
13,Long-Term Investments,55052,52126,50232,45631,42598,40850,38693,35834,24184,21218,22652,19425,16675,16587,13806,13625,12790,11841,10133,12287,Upgrade
14,Goodwill,692.16,692.16,692.16,692.16,749.89,749.89,717.72,717.72,807.86,812.39,314.15,314.15,314.15,314.15,314.15,314.15,1032,314.15,314.15,314.15,Upgrade
15,Other Intangible Assets,66776,69147,67735,69833,69060,68901,67782,70342,67994,63830,52171,47531,48166,49538,46677,46760,43478,34317,32027,26037,Upgrade
16,Long-Term Accounts Receivable,-,492.58,-,328.14,-,494.23,-,283.16,-,262.58,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Long-Term Deferred Tax Assets,2202,2396,2225,2079,1755,1819,1706,1647,1556,1627,1432,1326,1211,1219,1377,1183,945.88,920.5,892.44,836.67,Upgrade
18,Long-Term Deferred Charges,2621,2604,2545,2534,2460,2158,2180,2060,1977,1862,2104,1725,1647,1396,1425,1302,989.53,1347,852.56,1206,Upgrade
19,Other Long-Term Assets,32218,25860,29495,24012,26028,21417,23665,17949,19559,15975,17086,14183,17011,12658,16582,12799,15580,11906,12016,6895,Upgrade
20,Total Assets,378056,368876,355907,343006,330805,326550,315364,306044,286770,271567,233575,208595,203977,198662,190377,182313,170914,149805,139678,123831,Upgrade
21,Accounts Payable,16772,16314,15801,16284,16122,13915,13165,13493,13280,14757,9474,7837,5727,5067,7122,6456,6034,5550,4800,4678,Upgrade
22,Accrued Expenses,2439,5121,1841,5532,2012,3340,1497,4532,1371,3182,914.73,3416,1093,2141,836.53,2170,753.03,1431,661.98,1467,Upgrade
23,Short-Term Debt,23933,18837,24163,20989,26115,20580,27141,25666,25077,22859,23648,18734,20738,21536,21344,20719,23628,21322,17870,14941,Upgrade
24,Current Portion of Long-Term Debt,12506,14198,19336,17208,14028,10499,8994,6846,3533,7182,8467,9004,9824,8768,7776,7779,6544,9572,9274,5591,Upgrade
25,Current Portion of Leases,-,4415,-,174.19,-,6236,-,88.98,-,83.8,-,54.54,-,85.56,-,81.01,-,79.72,-,91.82,Upgrade
26,Current Income Taxes Payable,4180,2190,3837,1631,2998,1721,3407,1902,3584,2438,4224,2914,3263,1928,2814,1167,1600,797.63,1179,499.28,Upgrade
27,Current Unearned Revenue,7617,5927,6608,6182,7787,7638,7615,7421,9002,8770,1086,679.53,990.35,845.31,695.55,458.35,1033,555.96,780.83,359.45,Upgrade
28,Other Current Liabilities,17548,17404,15822,16182,12279,10601,11925,11221,8640,8768,8264,7664,8242,11570,9621,8206,8431,10763,6501,5734,Upgrade
29,Total Current Liabilities,84995,84405,87407,84182,81341,74530,73744,71170,64486,68039,56078,50302,49877,51941,50209,47036,48023,50073,41066,33363,Upgrade
30,Long-Term Debt,107382,103724,102777,103388,95786,99241,92497,93067,85641,75633,60999,50837,47102,43757,45291,45647,39854,29603,28879,25815,Upgrade
31,Long-Term Leases,261.84,4778,76.65,81.01,168.46,190.73,210.65,222.59,233.33,462.62,192.09,184.2,159.32,164.05,180.78,172.7,234.1,254.63,261.7,282.35,Upgrade
32,Long-Term Unearned Revenue,586.85,1427,616.43,1467,675.11,1555,692.67,1569,718.6,1524,404.02,1163,414.13,1186,446.43,1225,472.2,476.08,490.48,496.72,Upgrade
33,Long-Term Deferred Tax Liabilities,7872,7296,7335,7471,7438,7761,7455,7482,6906,6825,6200,6342,6444,6460,6506,6544,6466,5089,5013,2688,Upgrade
34,Other Long-Term Liabilities,8222,7291,9205,7991,9777,9117,9852,8006,9111,7950,8147,6790,7745,6684,8330,7034,6708,4778,5387,4040,Upgrade
35,Total Liabilities,209379,208984,207476,204643,195257,192469,184523,181589,167169,160510,132099,115698,111742,110243,110963,107717,101758,90339,81097,66751,Upgrade
36,Common Stock,2658,2658,2632,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,2633,2547,2538,2538,2538,2538,2538,Upgrade
37,Additional Paid-In Capital,-,29112,-,25866,-,25566,-,25552,-,25303,-,25206,-,25098,-,18610,18607,18607,-,18690,Upgrade
38,Retained Earnings,86867,80414,76898,70637,67020,61157,61567,56125,52750,48713,47473,41349,37211,32558,31579,29068,27364,25209,26365,25325,Upgrade
39,Treasury Stock,-473.26,-480.75,-643.21,-778.09,-321.22,-321.22,-483.26,-488.54,-452.31,-452.31,-471.85,-475.71,-463.59,-463.59,-,-,-,-,-,-,Upgrade
40,Comprehensive Income & Other,45112,14739,37790,9148,33925,9909,32076,5122,29403,1272,28894,2323,31016,7062,24937,6323,3916,3956,20736,4633,Upgrade
41,Total Common Equity,134163,126442,116677,107506,103256,98943,95793,88943,84334,77468,78527,71034,70396,66887,59063,56539,52426,50310,49639,51186,Upgrade
42,Minority Interest,34514,33451,31754,30857,32292,35138,35048,35513,35268,33589,22949,21863,21839,21533,20351,18058,16730,9156,8942,5894,Upgrade
43,Shareholders' Equity,168677,159893,148431,138363,135548,134081,130841,124455,119601,111057,101476,92897,92235,88419,79414,74596,69156,59465,58580,57080,Upgrade
44,Total Liabilities & Equity,378056,368876,355907,343006,330805,326550,315364,306044,286770,271567,233575,208595,203977,198662,190377,182313,170914,149805,139678,123831,Upgrade
