,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,36146,18403,32210,30542,38497,51352,55832,60141,77890,39893,63156,Upgrade
1,Market Cap Growth,-19.89%,-39.74%,-16.33%,-40.52%,-31.05%,-14.61%,-28.32%,50.76%,23.33%,-27.66%,3.24%,Upgrade
2,Enterprise Value,-41601,-28213,-861,-3241,9801,17791,50479,50048,81967,41040,82125,Upgrade
3,Last Close Price,4.38,2.17,3.78,3.48,3.98,5.30,5.42,5.48,7.10,3.56,5.33,Upgrade
4,PE Ratio,-,-3.74,-,4.65,3.32,5.29,3.99,3.18,6.10,4.54,4.39,Upgrade
5,Forward PE,-,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,Upgrade
6,PS Ratio,0.31,0.16,0.29,0.30,0.37,0.50,0.40,0.39,0.60,0.35,0.56,Upgrade
7,PB Ratio,0.21,0.11,0.18,0.17,0.21,0.29,0.30,0.32,0.46,0.27,0.42,Upgrade
8,P/TBV Ratio,0.14,0.12,0.20,0.20,0.23,0.31,0.32,0.35,0.50,0.30,0.46,Upgrade
9,P/FCF Ratio,-,-,-11.67,-,14.22,-,10.63,-,-22.49,-,-,Upgrade
10,P/OCF Ratio,2.17,-,3.21,-,5.19,-,5.11,-,59.03,-,-4.89,Upgrade
11,PEG Ratio,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,Upgrade
12,EV/Sales Ratio,-,-,-,-,0.09,0.17,0.36,0.33,0.64,0.36,0.73,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,21.64,-,-59.47,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-30.69,-,-10.65,-,Upgrade
15,EV/FCF Ratio,134.81,-,-,-,3.62,-,9.61,-,-23.67,-,-,Upgrade
16,Debt / Equity Ratio,0.12,0.41,0.38,0.32,0.33,0.36,0.31,0.35,0.45,0.45,0.34,Upgrade
17,Debt / FCF Ratio,-,-,-24.49,-,22.83,-,11.07,-,-21.63,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-0.74%,-,-2.00%,-,Upgrade
19,Earnings Yield,-14.95%,-26.75%,-13.52%,21.51%,30.14%,18.89%,25.05%,31.45%,16.40%,22.01%,22.77%,Upgrade
20,FCF Yield,-0.85%,41.53%,-8.57%,-16.26%,7.03%,26.95%,9.41%,-27.54%,-4.45%,-20.12%,-28.08%,Upgrade
21,Dividend Yield,2.45%,2.48%,-,-,-,-,6.79%,-,-,10.79%,7.35%,Upgrade
22,Buyback Yield / Dilution,3.70%,2.04%,0.35%,-,-,-,-,-,-,-,Upgrade,
23,Total Shareholder Return,2.45%,6.18%,2.04%,0.35%,-,-,6.79%,-,-,10.79%,7.35%,Upgrade
