,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,4.08,4.44,3.09,3.45,8.25,8.08,18.24,38.16,48.54,56.6
1,Short-Term Investments,-,-,-,-,0.01,-,-,-,-,-
2,Cash & Short-Term Investments,4.08,4.44,3.09,3.45,8.25,8.08,18.24,38.16,48.54,56.6
3,Cash Growth,32.16%,28.60%,-62.62%,-57.27%,-54.76%,-78.84%,-62.43%,-32.57%,4.70%,1078.23%
4,Accounts Receivable,4.02,5.58,9.65,9.28,10.8,12.95,11.79,15.25,12.64,3.55
5,Other Receivables,3.43,2.67,2.98,2.58,2.57,2.56,2.61,2.62,2.51,2.54
6,Receivables,7.46,8.25,12.63,11.85,13.37,15.51,14.4,17.87,15.16,6.09
7,Inventory,3.76,3.13,1.54,1.44,1.44,2.56,3.87,4.66,8.53,8.29
8,Prepaid Expenses,2.63,3.35,1.99,1.72,1.53,0.96,1.05,1.06,2.21,2.64
9,Total Current Assets,17.93,19.17,19.24,18.46,24.59,27.11,37.56,61.74,74.44,73.62
10,"Property, Plant & Equipment",125.85,130.04,132.79,130.16,117,102.3,73.63,54.72,54.02,51.48
11,Long-Term Investments,-,-,-,-,-,-,0.34,0.51,0.5,0.51
12,Other Intangible Assets,0.04,0.05,0.05,0.06,0.07,0.11,0.17,0.23,0.3,0.36
13,Long-Term Deferred Tax Assets,6.58,6.58,6.49,6.49,4.8,4.34,3.68,3.29,2,2.04
14,Other Long-Term Assets,1.33,1.48,1.65,3.34,2.92,2.97,3.1,3.16,4.45,3.19
15,Total Assets,151.72,157.32,160.22,158.51,149.38,136.83,118.47,123.65,135.7,131.19
16,Accounts Payable,4.35,3.38,2.14,1.16,1.21,1.16,0.58,1.12,1.19,3.24
17,Accrued Expenses,8.95,9.06,7.78,7.4,7.63,7.53,5.89,6.57,10.66,5.63
18,Short-Term Debt,46.51,47.63,48,48,34,17,-,-,-,-
19,Current Portion of Long-Term Debt,14.38,5.94,0.14,5.02,-,-,-,-,-,-
20,Current Portion of Leases,0.87,0.92,1.2,1.27,1.53,1.54,1.87,2,2.14,2.48
21,Current Income Taxes Payable,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.08
22,Current Unearned Revenue,-,-,-,-,-,2.26,4.48,4.53,0.07,0.41
23,Other Current Liabilities,2.13,2.13,2.13,2.13,1.77,2.88,-,-,-,0.28
24,Total Current Liabilities,77.23,69.1,61.42,65.01,46.18,32.4,12.86,14.25,14.08,12.13
25,Long-Term Debt,17,20.5,21,1.8,-,-,-,-,-,-
26,Long-Term Leases,16.04,16.52,16.84,17.52,18.07,18.76,16.56,17.59,18.32,14.71
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,0.64,0.76
28,Total Liabilities,110.26,106.12,99.26,84.33,64.26,51.16,29.42,31.84,33.04,27.6
29,Common Stock,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
30,Additional Paid-In Capital,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12,38.12
31,Retained Earnings,-28.53,-18.87,-9.02,4.09,15.03,15.52,18.86,21.47,31.33,31.8
32,Comprehensive Income & Other,31.84,31.84,31.84,31.84,31.84,31.84,31.68,31.85,31.84,31.85
33,Total Common Equity,41.89,51.56,61.41,74.52,85.45,85.94,89.12,91.9,101.75,102.23
34,Minority Interest,-0.43,-0.35,-0.45,-0.34,-0.33,-0.27,-0.07,-0.09,0.9,1.36
35,Shareholders' Equity,41.46,51.21,60.96,74.18,85.13,85.67,89.05,91.82,102.66,103.59
36,Total Liabilities & Equity,151.72,157.32,160.22,158.51,149.38,136.83,118.47,123.65,135.7,131.19
37,Total Debt,94.79,91.51,87.17,73.61,53.61,37.3,18.43,19.59,20.45,17.2
38,Net Cash (Debt),-90.71,-87.07,-84.08,-70.16,-45.36,-29.22,-0.19,18.58,28.09,39.41
39,Net Cash Growth,-,-,-,-,-,-,-,-52.86%,-1.54%,720.30%
40,Net Cash Per Share,-0.25,-0.24,-0.23,-0.19,-0.13,-0.08,-0.00,0.05,0.08,0.11
41,Filing Date Shares Outstanding,360,360,360,360,360,360,360,360,360,360
42,Total Common Shares Outstanding,360,360,360,360,360,360,360,360,360,360
43,Working Capital,-59.3,-49.93,-42.18,-46.55,-21.59,-5.29,24.7,47.49,60.36,61.5
44,Book Value Per Share,0.12,0.14,0.17,0.21,0.24,0.24,0.25,0.26,0.28,0.28
45,Tangible Book Value,41.85,51.51,61.36,74.46,85.38,85.84,88.96,91.67,101.46,101.87
46,Tangible Book Value Per Share,0.12,0.14,0.17,0.21,0.24,0.24,0.25,0.25,0.28,0.28
47,Buildings,48.68,48.68,48.68,45.55,45.55,45.53,45.58,45.58,48.61,48.59
48,Machinery,44.41,43.77,42.83,42.65,12.4,12.24,16.03,15.99,21.34,20.87
49,Construction In Progress,2.87,3.06,7.5,3.09,77.57,61.37,33.58,12.39,2.48,0.12
