,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,187,234,216,288,306,295,317,342,292,335,720
1,Market Cap Growth,-18.75%,-18.75%,-29.41%,-2.44%,-3.41%,-13.68%,8.64%,2.15%,-59.50%,-71.99%,-
2,Enterprise Value,892,911,871,832,659,521,318,197,81,38,510
3,Last Close Price,0.52,0.65,0.60,0.80,0.85,0.82,0.88,0.95,0.81,0.93,1.95
4,PE Ratio,-,-,-,-,-,-,-,-,-,8.46,9.15
5,PS Ratio,0.55,0.69,0.75,1.78,2.49,1.80,2.05,2.18,0.92,0.55,0.94
6,PB Ratio,0.57,0.72,0.54,0.60,0.53,0.44,0.47,0.49,0.41,0.42,0.89
7,P/TBV Ratio,0.72,0.72,0.54,0.60,0.53,0.44,0.47,0.50,0.41,0.43,0.91
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,5.56
9,P/OCF Ratio,10.96,10.96,-9.02,-,-,19.85,17.60,26.87,-,-,4.90
10,EV/Sales Ratio,2.62,2.68,3.03,5.14,5.37,3.18,2.06,1.26,0.26,0.06,0.66
11,EV/EBITDA Ratio,-,-,-,-,-,-105.37,-,-,-,0.43,3.85
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,0.95,6.03
13,EV/FCF Ratio,-73.81,-,-,-,-,-,-,-,-,-,3.93
14,Debt / Equity Ratio,2.29,2.29,1.79,1.43,0.99,0.63,0.44,0.21,0.21,0.20,0.17
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,1.03
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,4.29%,9.11%
17,Earnings Yield,-81.40%,-64.78%,-82.66%,-65.28%,-29.11%,-10.33%,-14.65%,-28.31%,-24.78%,11.82%,10.93%
18,FCF Yield,-6.46%,-5.17%,-44.04%,-95.57%,-100.17%,-113.43%,-112.89%,-65.98%,-42.07%,15.49%,18.00%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,3.25%,-27.96%,-37.81%,
20,Total Shareholder Return,-,-,-,-,-,-,-,3.25%,-27.96%,-37.81%,
