,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,24.95,32.51,40.61,35.07,28.22,32.08,23.74,29.31,25.97,12.61,Upgrade
1,Short-Term Investments,13.14,13.35,12.37,13.14,7.65,12.85,44.84,-,64.58,13.19,Upgrade
2,Cash & Short-Term Investments,38.09,45.85,52.98,48.21,35.86,44.93,68.58,29.31,90.55,25.8,Upgrade
3,Cash Growth,-28.10%,-4.89%,47.74%,7.31%,-47.71%,53.29%,-24.26%,13.61%,-7.25%,-58.14%,Upgrade
4,Accounts Receivable,264.95,259.29,348.72,358.89,506.58,507.19,499.25,582.74,704.54,785.03,Upgrade
5,Other Receivables,20.81,18.67,24.63,24.98,47.96,38.77,10.59,-,12.78,14.64,Upgrade
6,Receivables,302.67,294.56,395.02,405.17,554.54,545.95,509.84,582.74,717.32,799.67,Upgrade
7,Other Current Assets,39.43,36.37,35.6,36.53,24.28,36.78,-,-,-,50.81,Upgrade
8,Total Current Assets,380.2,376.78,483.6,489.91,614.69,627.66,578.42,612.05,807.87,876.27,Upgrade
9,"Property, Plant & Equipment",922.47,966.85,1050,1097,1141,1192,1093,1125,1426,1480,Upgrade
10,Long-Term Investments,9.82,9.84,4.93,4.75,4.91,5.02,3.02,0.15,-,-,Upgrade
11,Goodwill,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Upgrade
12,Other Intangible Assets,-,-,-,-,-,-,3.25,3.42,3.58,3.75,Upgrade
13,Long-Term Accounts Receivable,1.95,1.94,0.04,0.04,1.33,5.37,27.21,164.54,12.62,11.61,Upgrade
14,Other Long-Term Assets,278.43,278.43,296.67,296.67,439.27,439.27,746.9,502.65,495.22,475.26,Upgrade
15,Total Assets,1593,1634,1835,1889,2202,2270,2452,2408,2745,2847,Upgrade
16,Accounts Payable,161.48,28.32,9.33,14.35,7.47,1.89,24.96,18.92,17.02,7.93,Upgrade
17,Accrued Expenses,103.3,235.55,201.91,244.62,213.23,234.66,185.77,206.61,203.48,245.35,Upgrade
18,Short-Term Debt,84.72,87.94,141.82,88.61,138.07,81.78,137.75,411.28,389.54,352.23,Upgrade
19,Current Portion of Long-Term Debt,247.84,250.34,202.75,259.5,217.95,276.3,291.8,293.4,295,297,Upgrade
20,Current Portion of Leases,0.77,0.85,1.28,1.11,0.92,1.32,0.65,0.61,1.3,1.26,Upgrade
21,Current Income Taxes Payable,54.68,65.05,74.74,64.35,69.29,64.38,62.47,60.22,101.75,105.95,Upgrade
22,Current Unearned Revenue,11.74,6.62,8.54,10.85,10.49,34.97,64.04,42.36,37.03,22.01,Upgrade
23,Other Current Liabilities,167.52,155.07,132.51,131.86,126.96,126.74,128.75,136.09,114.75,127.71,Upgrade
24,Total Current Liabilities,832.04,829.73,772.88,815.24,784.38,822.04,896.18,1169,1160,1159,Upgrade
25,Long-Term Debt,103.43,132.38,136.19,179.41,187.6,210.76,174.21,110.51,84.56,37.92,Upgrade
26,Long-Term Leases,-,0.35,0.56,0.57,0.16,0.52,1.57,1.86,0.22,0.87,Upgrade
27,Long-Term Deferred Tax Liabilities,11.12,11.62,12.91,13.64,14.99,15.75,26.49,27.26,16.46,17.26,Upgrade
28,Other Long-Term Liabilities,55.95,42.03,57.94,42.03,59.89,59.89,60.29,61.39,-,68.5,Upgrade
29,Total Liabilities,1003,1016,980.47,1051,1047,1109,1159,1371,1261,1284,Upgrade
30,Common Stock,255.25,255.25,255.25,255.25,255.25,255.25,255.25,167.91,150.37,150.37,Upgrade
31,Additional Paid-In Capital,929.01,929.01,929.01,929.01,929.01,929.01,929.01,928.72,928.72,928.72,Upgrade
32,Retained Earnings,-973.36,-941.84,-716.13,-711.17,-388.39,-370.76,-225.28,-393.35,59.15,133.23,Upgrade
33,Comprehensive Income & Other,206.59,206.59,206.59,206.59,206.59,206.59,204.55,204.85,204.85,204.55,Upgrade
34,Total Common Equity,417.49,449.01,674.72,679.68,1002,1020,1164,908.13,1343,1417,Upgrade
35,Minority Interest,173.04,168.92,180.25,158.09,152.34,140.6,130.21,129.73,140.92,146.31,Upgrade
36,Shareholders' Equity,590.53,617.93,854.96,837.76,1155,1161,1294,1038,1484,1563,Upgrade
37,Total Liabilities & Equity,1593,1634,1835,1889,2202,2270,2452,2408,2745,2847,Upgrade
38,Total Debt,436.75,471.86,482.6,529.2,544.7,570.69,605.98,817.65,770.61,689.28,Upgrade
39,Net Cash (Debt),-398.66,-426.01,-429.62,-480.99,-508.84,-525.76,-537.4,-788.34,-680.07,-663.48,Upgrade
40,Net Cash Per Share,-0.27,-0.28,-0.29,-0.32,-0.34,-0.35,-0.43,-0.80,-0.73,-0.75,Upgrade
41,Filing Date Shares Outstanding,1504,1504,1504,1504,1504,1504,1504,995.64,891.18,891.18,Upgrade
42,Total Common Shares Outstanding,1504,1504,1504,1504,1504,1504,1504,987.14,891.18,891.18,Upgrade
43,Working Capital,-451.84,-452.95,-289.28,-325.34,-169.69,-194.38,-317.76,-557.45,-351.99,-283.18,Upgrade
44,Book Value Per Share,0.28,0.30,0.45,0.45,0.67,0.68,0.77,0.92,1.51,1.59,Upgrade
45,Tangible Book Value,417.29,448.81,674.51,679.47,1002,1020,1160,904.51,1339,1413,Upgrade
46,Tangible Book Value Per Share,0.28,0.30,0.45,0.45,0.67,0.68,0.77,0.92,1.50,1.59,Upgrade
47,Buildings,-,75.85,-,75.85,-,24.75,-,46.13,-,54.4,Upgrade
48,Machinery,-,2170,-,2170,-,2140,-,1932,-,1931,Upgrade
49,Construction In Progress,-,150.52,-,150.41,-,225.97,-,183.97,-,179.76,Upgrade
50,Leasehold Improvements,-,0.24,-,0.24,-,0.24,-,0.24,-,0.24,Upgrade
