,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,492,936,1233,1139,2575,2638,2950,2809,2013,2170,2497,Upgrade
1,Market Cap Growth,-17.81%,-17.81%,-52.12%,-56.80%,-12.70%,-6.11%,46.51%,29.50%,-19.38%,-20.11%,1.27%,Upgrade
2,Enterprise Value,1001,1053,1228,1329,2555,2403,2721,2265,1450,1687,1970,Upgrade
3,Last Close Price,0.32,0.60,0.76,0.71,1.51,1.55,1.68,1.60,1.10,1.13,1.30,Upgrade
4,PE Ratio,11.38,21.67,29.15,28.95,53.50,37.71,29.31,23.70,15.91,15.54,16.76,Upgrade
5,PS Ratio,1.25,2.37,3.20,3.01,6.57,6.33,6.51,6.48,4.66,5.01,5.83,Upgrade
6,PB Ratio,0.23,0.37,0.48,0.44,0.97,0.98,1.01,0.99,0.70,0.83,0.93,Upgrade
7,P/TBV Ratio,0.44,0.44,0.56,0.52,1.11,1.10,1.15,1.14,0.81,0.97,1.07,Upgrade
8,P/FCF Ratio,-,-,-,7.02,-49.57,-,-14.94,-,-,6.15,16.99,Upgrade
9,P/OCF Ratio,-,-,-,6.59,-60.64,-,-15.39,-,-,6.06,16.38,Upgrade
10,EV/Sales Ratio,2.54,2.67,3.19,3.51,6.52,5.77,6.01,5.23,3.35,3.89,4.60,Upgrade
11,EV/EBITDA Ratio,6.97,7.65,8.26,9.06,18.61,16.16,12.58,10.19,6.44,7.16,8.32,Upgrade
12,EV/EBIT Ratio,7.60,8.00,8.71,9.62,19.52,17.05,12.97,10.24,6.52,7.28,8.47,Upgrade
13,EV/FCF Ratio,-2.23,-,-,8.18,-49.18,-,-13.78,-,-,4.78,13.40,Upgrade
14,Debt / Equity Ratio,0.38,0.38,0.38,0.26,0.34,0.22,0.20,0.17,0.09,0.10,0.10,Upgrade
15,Debt / FCF Ratio,-,-,-,4.11,-17.54,-,-2.89,-,-,0.76,1.88,Upgrade
16,Return on Capital Employed (ROCE),3.62%,3.62%,3.76%,3.68%,3.41%,3.77%,5.18%,5.62%,6.36%,7.12%,7.04%,Upgrade
17,Earnings Yield,8.79%,4.61%,3.43%,3.45%,1.87%,2.65%,3.41%,4.22%,6.29%,6.44%,5.96%,Upgrade
18,FCF Yield,-91.37%,-47.97%,-3.70%,14.25%,-2.02%,-4.04%,-6.69%,-17.04%,-1.48%,16.26%,5.89%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.09%,Upgrade,
20,Total Shareholder Return,6.97%,-,-,-,-,-,-,-,-,-,0.09%,Upgrade
