,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,78,84,63,38,48,68,63,64,59,69,70,63,65,66,87,83,66,44,51,55,82,Upgrade
1,Market Cap Growth,23.53%,23.53%,-0.22%,-40.52%,-18.14%,-1.42%,-10.34%,1.64%,-9.01%,4.26%,-18.84%,-24.60%,-2.53%,49.45%,71.00%,50.10%,-19.47%,-49.26%,-60.85%,-70.63%,-55.17%,Upgrade
2,Enterprise Value,91,91,70,45,55,70,65,67,62,64,65,54,56,53,73,77,60,46,53,60,87,Upgrade
3,Last Close Price,0.11,0.12,0.09,0.06,0.07,0.10,0.09,0.09,0.09,0.10,0.10,0.09,0.09,0.10,0.13,0.12,0.10,0.07,0.08,0.09,0.14,Upgrade
4,PE Ratio,-,-,-,67.51,-335.93,-,-18.00,-,-,-,-27.93,-,36.75,68.99,-,23.44,51.51,44.76,66.93,-,-15.77,Upgrade
5,PS Ratio,1.64,1.77,1.23,0.73,0.94,1.38,1.36,1.36,1.35,1.54,1.58,1.45,1.42,1.55,2.07,2.06,1.71,1.09,1.23,1.30,2.18,Upgrade
6,PB Ratio,1.21,1.30,0.98,0.54,0.68,0.97,0.91,0.91,0.81,0.95,0.95,0.85,-,0.85,1.11,1.06,-,0.62,0.79,0.86,-,Upgrade
7,P/TBV Ratio,1.31,1.31,0.98,0.54,0.69,0.97,0.91,0.92,0.82,0.96,0.96,0.85,-,0.86,1.11,1.07,-,0.62,0.79,0.87,-,Upgrade
8,P/FCF Ratio,-,-,-,25.87,65.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
