,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,608,786,938,515,967,572,2815,2702,2296,752,680
1,Market Cap Growth,52.56%,52.56%,-2.94%,-9.95%,-65.65%,-78.82%,22.59%,259.37%,237.69%,-,-
2,Enterprise Value,747,892,1039,699,1246,734,2993,2777,2277,633,748
3,Last Close Price,0.92,1.19,1.42,0.78,2.07,1.40,7.00,6.72,5.71,1.88,1.70
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,147.40
5,PS Ratio,1.32,1.71,2.32,1.46,2.27,1.15,5.77,6.51,5.85,2.28,2.36
6,PB Ratio,9.18,9.09,7.26,2.91,8.26,3.71,14.88,12.26,8.97,3.33,2.90
7,P/TBV Ratio,-,-,56.76,7.29,-,27.02,45.28,19.05,12.93,3.66,3.20
8,P/FCF Ratio,-,-,-21.26,-,-35.89,-,-86.32,-,-,-,115.04
9,P/OCF Ratio,-,-,-22.20,-,-40.14,-,-190.49,-,-,-,22.15
10,EV/Sales Ratio,1.63,1.94,2.56,1.98,2.92,1.48,6.14,6.69,5.80,1.92,2.59
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,44.82,32.08
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,35.23
13,EV/FCF Ratio,-33.40,-,-23.52,-,-46.24,-,-91.79,-,-,-,126.49
14,Debt / Equity Ratio,2.25,2.25,1.60,0.87,1.51,1.92,0.89,0.88,0.61,0.39,0.34
15,Debt / FCF Ratio,-,-,-4.68,-,-6.56,-,-5.17,-,-,-,13.67
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,8.64%
17,Earnings Yield,-14.69%,-11.36%,-12.82%,-32.19%,-14.99%,-14.60%,-3.32%,-2.21%,-0.68%,-0.75%,0.68%
18,FCF Yield,-3.68%,-2.84%,-4.70%,1.16%,-2.79%,-7.27%,-1.16%,-5.13%,-6.52%,-6.69%,0.87%
19,Buyback Yield / Dilution,-41.98%,-31.27%,-54.56%,-24.28%,-6.02%,-0.29%,-0.50%,-0.54%,-29.14%,-33.33%,-3.29%
20,Total Shareholder Return,-41.98%,-31.27%,-54.56%,-24.28%,-6.02%,-0.29%,-0.50%,-0.54%,-29.14%,-33.33%,-3.29%
