,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,251,260,181,161,150,160,195,160,140,129,187
1,Market Cap Growth,61.65%,61.65%,20.67%,0.63%,-23.08%,0%,39.29%,24.03%,-25.13%,-48.40%,-33.21%
2,Enterprise Value,-60,-0,-1,-47,-20,72,39,-1,8,-11,59
3,Last Close Price,0.25,0.20,0.13,0.10,0.09,0.09,0.11,0.08,0.07,0.06,0.08
4,PE Ratio,3.91,4.07,3.18,3.47,3.46,4.26,5.30,6.00,6.01,5.31,7.09
5,PS Ratio,0.56,0.58,0.36,0.36,0.39,0.38,0.48,0.60,0.58,0.42,0.62
6,PB Ratio,0.77,0.80,0.58,0.55,0.52,0.60,0.76,0.65,0.59,0.56,0.82
7,P/TBV Ratio,0.80,0.80,0.58,0.55,0.52,0.60,0.76,0.65,0.59,0.56,0.82
8,P/FCF Ratio,1.11,1.15,1.38,-,1.25,4.70,-,-,3.74,-,3.15
9,P/OCF Ratio,1.14,1.14,1.36,-,1.24,4.09,-,-,3.46,-,3.10
10,EV/Sales Ratio,-,-,-,-,-,0.17,0.10,-,0.03,-,0.20
11,EV/EBITDA Ratio,-,-,-,-,-,1.49,0.81,-,0.33,-,1.82
12,EV/EBIT Ratio,-,-,-,-,-,1.61,0.86,-,0.35,-,1.90
13,EV/FCF Ratio,-0.26,-,-,-,-,2.12,-,-,0.22,-,1.00
14,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.03,0.04,0.10,0.06,0.06,0.05,0.02
15,Debt / FCF Ratio,0.02,0.02,0.04,-,0.07,0.30,-,-,0.40,-,0.08
16,Return on Capital Employed (ROCE),20.41%,20.41%,19.89%,17.17%,16.37%,16.39%,16.85%,11.75%,9.63%,11.39%,13.57%
17,Earnings Yield,25.53%,24.59%,31.49%,28.80%,28.94%,23.48%,18.87%,16.66%,16.64%,18.82%,14.10%
18,FCF Yield,89.97%,86.68%,72.67%,0.49%,80.32%,21.26%,-28.43%,27.58%,26.76%,8.00%,31.71%
19,Dividend Yield,16.00%,20.24%,27.72%,14.48%,-,-,15.53%,6.51%,-,-,-
20,Buyback Yield / Dilution,-0.02%,-0.02%,-0.02%,-,0.04%,-0.02%,-0.04%,-,-,-,0.00%
21,Total Shareholder Return,15.98%,20.23%,27.70%,14.48%,0.04%,-0.02%,15.49%,6.51%,-,-,0.00%
