,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,66.92,55.94,53.44,38.83,153.86,88.32,137.35,149.16,120.79,128.47
1,Short-Term Investments,247.47,209.51,135.01,176.2,25.37,25.11,33.73,27.35,21.93,15.59
2,Trading Asset Securities,0.75,0.8,0.89,1.01,1.16,1.37,-,-,-,-
3,Cash & Short-Term Investments,315.13,266.25,189.33,216.04,180.39,114.8,171.08,176.5,142.72,144.06
4,Cash Growth,66.44%,23.24%,4.96%,88.20%,5.44%,-34.96%,19.87%,22.52%,5.36%,36.59%
5,Accounts Receivable,134.3,178.76,251.58,170.01,202.87,268.7,146.48,146.72,140.54,136.38
6,Receivables,134.3,178.76,251.58,170.01,202.87,268.7,146.48,146.72,140.54,136.38
7,Inventory,0.51,0.99,1.04,0.89,0.85,2.22,1.05,1.33,0.44,0.81
8,Restricted Cash,-,-,-,-,-,-,-,-,-,5
9,Other Current Assets,-,-,5,5,5,5,5,5,5,-
10,Total Current Assets,449.95,446,446.95,391.94,389.11,390.72,323.62,329.55,288.69,286.25
11,"Property, Plant & Equipment",7.03,8.21,8.47,10.39,13.39,16.43,18.78,16.28,5.03,5.7
12,Long-Term Investments,-,-,-,-,-,-,1.39,-,-,-
13,Other Long-Term Assets,30.63,30.63,1.35,1.35,1.35,1.35,1.35,3.11,-,-
14,Total Assets,487.61,484.84,456.77,403.68,403.85,408.49,345.13,348.94,293.72,291.95
15,Accounts Payable,41.67,22.99,28.78,25.2,19.12,40.72,19.23,26.98,20.7,37.59
16,Accrued Expenses,13.48,18.86,12.86,17.84,12.48,14.17,11.52,11.08,6.29,10.18
17,Short-Term Debt,-,-,-,-,0.51,15.85,2.59,1.13,7.79,1
18,Current Portion of Leases,3.3,3.11,2.86,2.76,2.34,2.81,2.66,2.89,2.17,2.38
19,Current Income Taxes Payable,8.59,11.4,6.5,2.81,6.71,3.26,2.25,0.06,0.91,0.88
20,Current Unearned Revenue,60.57,98.54,76.87,50.75,68.76,56.83,32.65,50.57,2.62,3.36
21,Other Current Liabilities,34.15,13.71,29.53,9.14,19.72,9.22,19.06,8.24,22.06,7.81
22,Total Current Liabilities,161.75,168.6,157.39,108.5,129.62,142.85,89.95,100.94,62.54,63.19
23,Long-Term Leases,1.57,2.67,4.13,5.57,7.26,8.32,9.42,11.13,1.12,1.18
24,Total Liabilities,163.32,171.27,161.52,114.07,136.88,151.18,99.38,112.07,63.65,64.37
25,Common Stock,10.01,10,10,10,10,10,10,10,10,10
26,Additional Paid-In Capital,83,82.85,82.85,82.85,82.85,82.85,82.85,82.85,82.85,82.85
27,Retained Earnings,235.94,225.37,206.96,201.37,178.59,168.96,157.52,148.66,141.63,139.13
28,Comprehensive Income & Other,-4.66,-4.65,-4.57,-4.61,-4.47,-4.5,-4.62,-4.64,-4.4,-4.4
29,Total Common Equity,324.29,313.57,295.24,289.61,266.97,257.31,245.75,236.87,230.07,227.58
30,Minority Interest,-,-,0.01,-,-,-,-,-,-,-
31,Shareholders' Equity,324.29,313.57,295.24,289.61,266.97,257.31,245.75,236.87,230.07,227.58
32,Total Liabilities & Equity,487.61,484.84,456.77,403.68,403.85,408.49,345.13,348.94,293.72,291.95
33,Total Debt,4.87,5.78,6.99,8.32,10.11,26.98,14.67,15.14,11.08,4.56
34,Net Cash (Debt),310.26,260.47,182.34,207.72,170.29,87.82,156.41,161.36,131.65,139.5
35,Net Cash Growth,70.16%,25.40%,7.08%,136.54%,8.87%,-45.58%,18.81%,15.67%,2.93%,43.47%
36,Net Cash Per Share,0.31,0.26,0.18,0.21,0.17,0.09,0.16,0.16,0.13,0.14
37,Filing Date Shares Outstanding,1001,1000,1000,1000,1000,1000,1000,1000,1000,1000
38,Total Common Shares Outstanding,1001,1000,1000,1000,1000,1000,1000,1000,1000,1000
39,Working Capital,288.2,277.41,289.56,283.44,259.49,247.87,233.66,228.62,226.16,223.06
40,Book Value Per Share,0.32,0.31,0.30,0.29,0.27,0.26,0.25,0.24,0.23,0.23
41,Tangible Book Value,324.29,313.57,295.24,289.61,266.97,257.31,245.75,236.87,230.07,227.58
42,Tangible Book Value Per Share,0.32,0.31,0.30,0.29,0.27,0.26,0.25,0.24,0.23,0.23
43,Machinery,-,12.74,-,11,-,10.81,-,8.26,-,6.96
44,Leasehold Improvements,-,7.76,-,7.76,-,7.76,-,3.39,-,3.39
45,Order Backlog,-,-,-,-,-,-,-,-,497,-
