,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,327.17,318.14,429.17,513.52,288.26,344.42,385.23,586.33,456.4,394.61,332.63,626.96,368.42,345.36,582,2468,4522,4128,2560,4211,Upgrade
1,Other Revenue,-5.48,5.48,-,10.51,-8.91,8.91,-,16.46,-3.94,3.94,-,7.86,-1.3,1.3,-,23.67,-7.74,7.74,-,10.04,Upgrade
2,Revenue,321.69,323.63,429.17,524.03,279.35,353.33,385.23,602.79,452.46,398.54,332.63,634.82,367.12,346.66,582,2492,4515,4135,2560,4222,Upgrade
3,Revenue Growth (YoY),15.16%,-8.41%,11.41%,-13.07%,-38.26%,-11.34%,15.81%,-5.04%,23.25%,14.97%,-42.85%,-74.52%,-91.87%,-91.62%,-77.27%,-40.98%,6.16%,-13.93%,-24.98%,-,Upgrade
4,Cost of Revenue,166.22,198.35,273.93,347.21,124.34,228.29,218.34,300.81,142.59,242.03,167.15,339.7,150.44,114.85,394.28,2076,4153,3805,2330,3669,Upgrade
5,Gross Profit,155.47,125.28,155.24,176.81,155.01,125.04,166.89,301.99,309.87,156.52,165.48,295.11,216.68,231.81,187.72,415.44,361.69,330.25,230.12,553.01,Upgrade
6,"Selling, General & Admin",145.21,107.23,108.9,64.94,163,115.09,115.1,165.1,202.26,94.12,118.23,177.31,108.96,155.46,130.05,164.19,200.53,185.33,122.4,242.49,Upgrade
7,Research & Development,14.82,14.38,13.06,15.08,11.13,13.5,14.27,14.73,15.73,14.6,14.05,25.73,17.21,11.58,21.68,57.6,57.74,45.4,24.16,42.61,Upgrade
8,Other Operating Expenses,3.77,3.77,2.86,7.46,1.31,-8.25,2.41,53.44,-39.09,5.6,2.35,19.33,1.52,1.16,-1.58,21.27,4.28,-3.39,0.53,26.21,Upgrade
