,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3677,4849,5188,6113,3947,5165,3449,2565,1078,1142,1574,Upgrade
1,Market Cap Growth,-20.66%,-20.66%,31.43%,18.34%,14.45%,101.36%,220.00%,124.53%,-31.51%,-42.39%,28.07%,Upgrade
2,Enterprise Value,4245,4991,5603,6234,4334,5425,3780,2760,1358,967,1695,Upgrade
3,Last Close Price,1.63,2.07,2.18,2.52,1.61,2.06,1.43,1.05,0.43,0.45,0.63,Upgrade
4,PE Ratio,5.30,6.99,8.94,11.39,9.36,13.31,11.81,9.67,5.55,6.45,8.96,Upgrade
5,Forward PE,4.72,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,Upgrade
6,PS Ratio,0.42,0.56,0.60,0.71,0.51,0.70,0.55,0.49,0.24,0.27,0.34,Upgrade
7,PB Ratio,1.31,1.80,2.26,2.58,1.98,2.50,2.18,1.65,0.81,0.98,1.49,Upgrade
8,P/TBV Ratio,1.72,1.72,2.16,2.56,1.97,2.53,2.21,1.70,0.85,1.04,1.59,Upgrade
9,P/FCF Ratio,21.17,-,30.05,-,25.43,-,-79.61,-,197.03,-,-21.32,Upgrade
10,P/OCF Ratio,19.39,-,20.71,-,16.07,-,18.64,-,3.35,-,7.54,Upgrade
11,EV/Sales Ratio,0.49,0.58,0.65,0.73,0.57,0.73,0.60,0.52,0.30,0.23,0.37,Upgrade
12,EV/EBITDA Ratio,3.93,4.78,6.22,8.80,7.53,10.50,8.81,7.20,4.84,3.72,5.66,Upgrade
13,EV/EBIT Ratio,4.78,5.63,7.25,8.90,7.75,10.75,9.00,7.26,4.95,3.50,5.73,Upgrade
14,EV/FCF Ratio,24.44,-,32.45,-,27.92,-,-87.25,-,248.22,-,-22.97,Upgrade
15,Debt / Equity Ratio,0.57,0.57,0.54,0.59,0.69,0.73,0.98,0.78,1.00,0.85,0.86,Upgrade
16,Debt / FCF Ratio,8.83,-,7.22,-,8.84,-,-35.84,-,241.59,-,-12.26,Upgrade
17,Return on Capital Employed (ROCE),21.51%,21.51%,23.26%,19.51%,15.58%,15.29%,14.54%,12.92%,10.01%,10.83%,12.84%,Upgrade
18,Earnings Yield,18.88%,14.32%,11.19%,8.78%,10.69%,7.51%,8.47%,10.34%,18.03%,15.50%,11.16%,Upgrade
19,FCF Yield,4.72%,3.58%,3.33%,3.27%,3.93%,2.01%,-1.26%,-0.72%,0.51%,-29.61%,-4.69%,Upgrade
20,Dividend Yield,5.34%,4.92%,3.98%,3.14%,4.04%,2.81%,3.28%,2.87%,-,-,-,Upgrade
21,Buyback Yield / Dilution,0.02%,-,0.04%,-4.45%,-4.68%,-0.18%,-,-,-,-,-,Upgrade
22,Total Shareholder Return,5.35%,4.92%,4.02%,-1.31%,-0.64%,2.63%,3.28%,2.87%,-,-,-,Upgrade
