,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,685.09,712.95,645.03,974.84,810.62,928.1,577.27,858.15,436.81,826.58,Upgrade
1,Short-Term Investments,168.7,286.5,244.16,177.54,215.13,278.75,224.87,188.6,204.62,187.44,Upgrade
2,Cash & Short-Term Investments,853.78,999.45,889.19,1152,1026,1207,802.14,1047,641.43,1014,Upgrade
3,Cash Growth,-3.98%,-13.27%,-13.31%,-4.51%,27.88%,15.29%,25.05%,3.23%,13.58%,32.17%,Upgrade
4,Accounts Receivable,7341,6604,6905,5731,5018,3863,3221,2737,2871,2583,Upgrade
5,Other Receivables,873.79,807.96,971.68,957.59,1004,964.81,1031,922.66,922.68,897.41,Upgrade
6,Receivables,8215,7412,7876,6688,6022,4828,4253,3660,3794,3480,Upgrade
7,Inventory,202.57,152.46,203.98,173.26,183,154.15,103.94,137.19,114.08,98.52,Upgrade
8,Total Current Assets,9271,8564,8970,8014,7231,6189,5159,4843,4549,4593,Upgrade
9,"Property, Plant & Equipment",1839,1921,1909,2020,2139,2269,2200,2108,1923,1957,Upgrade
10,Long-Term Investments,15.55,22.75,34.56,48.98,57.76,69.91,104.13,132.89,156.2,193.89,Upgrade
11,Goodwill,-,-,87.65,87.65,112.65,112.65,129.65,129.65,138.15,138.15,Upgrade
12,Long-Term Deferred Tax Assets,108.9,115.17,102.24,110.5,139.67,169.3,149.66,175.12,180.82,171.97,Upgrade
13,Other Long-Term Assets,18.94,18.94,18.86,18.86,18.95,-,-,-,-,-,Upgrade
14,Total Assets,11253,10642,11122,10300,9699,8810,7742,7389,6947,7054,Upgrade
15,Accounts Payable,5259,4815,5313,4690,3790,3160,2729,2544,2841,2756,Upgrade
16,Short-Term Debt,-,-,-,-,-,170,-,1.55,-,-,Upgrade
17,Current Portion of Long-Term Debt,620.48,789.51,767.41,419.79,950.11,824.56,566.55,650.71,348.48,655.78,Upgrade
18,Current Portion of Leases,31.88,21.63,18.33,23.36,22.53,24.79,15.77,12.09,12.85,7.64,Upgrade
19,Current Income Taxes Payable,187.36,130.96,156.79,135.57,165.54,178.78,142.72,148.73,167.44,175.61,Upgrade
20,Current Unearned Revenue,376.16,921.08,636.98,839.82,873.15,911.44,539.32,778.04,398.21,685.7,Upgrade
21,Other Current Liabilities,657.04,639.51,639.53,603.56,597.24,651.3,805.19,511.69,631.33,468.13,Upgrade
22,Total Current Liabilities,7132,7318,7532,6712,6398,5921,4798,4647,4399,4749,Upgrade
23,Long-Term Debt,797.43,398.47,607.33,906.01,508.71,508.59,611.53,641.46,610.93,211.76,Upgrade
24,Long-Term Leases,83.77,37.43,14.9,23.77,20.31,24.56,20.76,15.71,18.4,29.99,Upgrade
