,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1443,671,1544,1443,1443,1626,2906,1524,2235,2073,3495,Upgrade
1,Market Cap Growth,-45.00%,-53.52%,7.04%,-11.25%,-50.35%,6.67%,30.00%,-26.47%,-36.05%,-38.18%,22.86%,Upgrade
2,Enterprise Value,1733,973,2075,2118,2072,2083,3282,1845,2385,2154,3726,Upgrade
3,Last Close Price,0.07,0.03,0.08,0.07,0.07,0.08,0.14,0.07,0.11,0.10,0.17,Upgrade
4,PS Ratio,8.00,6.27,-,14.40,-,12.27,9.54,4.49,26.14,388.04,-,Upgrade
5,PB Ratio,3.00,1.38,2.68,2.59,2.32,2.33,4.04,1.81,2.66,2.20,3.57,Upgrade
6,P/TBV Ratio,1.40,1.40,2.91,2.76,2.45,2.52,4.32,1.97,2.89,2.40,3.90,Upgrade
7,P/FCF Ratio,-,79.29,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,79.29,-,43.04,-,-,-,17.75,119.37,-,-,Upgrade
9,EV/Sales Ratio,9.61,9.11,-,21.14,-,15.73,10.78,5.44,27.89,403.32,-,Upgrade
10,EV/EBITDA Ratio,13.88,17.46,-,41.79,-,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,107.38,387.88,-,195.87,-,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-24.12,115.08,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,1.25,1.25,1.03,1.50,1.46,1.25,1.30,1.06,1.05,0.78,0.72,Upgrade
14,Debt / FCF Ratio,-,72.14,-,-,-,-,-,-,-,-,-,Upgrade
15,Return on Capital Employed (ROCE),1.78%,0.49%,-,1.59%,-,-,-,-,-,-,-,Upgrade
16,Earnings Yield,-2.95%,-7.12%,-,-4.50%,-,-7.61%,-4.10%,-5.77%,-5.92%,-2.43%,-,Upgrade
17,FCF Yield,-4.98%,1.26%,-,-1.54%,-,-18.21%,-3.48%,-5.85%,-4.58%,-3.65%,-,Upgrade
