,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,124,177,119,239,296,429,468,506,558,343,530,Upgrade
1,Market Cap Growth,-26.00%,-26.00%,-59.68%,-44.44%,-36.73%,-15.09%,-16.24%,47.22%,5.41%,-31.43%,-10.04%,Upgrade
2,Enterprise Value,8044,8139,8032,8266,8512,8816,8825,8159,7928,7765,7960,Upgrade
3,Last Close Price,0.03,0.04,0.03,0.05,0.06,0.09,0.10,0.11,0.12,0.07,0.11,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,0.60,0.67,-,Upgrade
5,PS Ratio,1.55,2.21,1.31,2.19,2.54,1.58,1.20,2.70,13.51,21.96,-,Upgrade
6,PB Ratio,-0.02,-0.02,-0.01,-0.02,-0.03,-0.04,-0.05,-0.05,-0.06,-0.04,-0.06,Upgrade
7,P/FCF Ratio,73.38,-,-105.10,-,-,8.15,21.72,-,-,-,-,Upgrade
8,P/OCF Ratio,17.04,-,15.38,-,11.94,6.57,13.43,-,-52.13,-,-,Upgrade
9,EV/Sales Ratio,100.70,101.89,88.24,75.76,73.21,32.39,22.70,43.52,191.83,496.42,-,Upgrade
10,EV/EBITDA Ratio,1433.50,881.07,443.35,306.66,227.44,148.91,173.97,-1010.87,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-3978.13,-,282.54,329.16,-226.71,-,-,-,Upgrade
12,EV/FCF Ratio,4759.27,-,-7078.57,-,-,167.36,409.98,-,-,-,-,Upgrade
13,Debt / Equity Ratio,-0.44,-0.44,-0.44,-0.45,-0.45,-0.45,-0.45,-0.47,-0.43,-0.45,-0.42,Upgrade
14,Debt / FCF Ratio,2585.30,-,-3820.11,-,-,83.38,204.16,-,-,-,-,Upgrade
15,Earnings Yield,-369.77%,-259.84%,-486.28%,-338.22%,-260.96%,-131.85%,-48.59%,55.86%,166.52%,148.52%,-,Upgrade
16,FCF Yield,1.36%,0.96%,-0.95%,-6.27%,3.09%,12.27%,4.60%,-5.31%,-4.84%,-3.08%,-,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,-,59.49%,-,-167.08%,-,Upgrade,
18,Total Shareholder Return,-,-,-,-,-,-,59.49%,-,-167.08%,-,Upgrade,
