,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,40.78,33.57,49.06,51.93,50.92,181.42,135.35,20.54,14.26,-,Upgrade
1,Revenue Growth (YoY),-16.87%,-35.36%,-3.66%,-71.38%,-62.38%,783.19%,849.29%,-,-48.77%,-,Upgrade
2,Cost of Revenue,24.44,22.4,28.73,31.37,25.7,151.24,112.45,30.79,10.44,-,Upgrade
3,Gross Profit,16.34,11.17,20.33,20.56,25.22,30.18,22.9,-10.25,3.82,-,Upgrade
4,"Selling, General & Admin",17.84,25.09,18.33,27.26,14.55,12.48,19.03,25.51,22.98,-,Upgrade
5,Other Operating Expenses,0.76,-0.03,-0.03,-2.74,-0.06,1.8,-2.07,0.11,-0.11,-,Upgrade
6,Operating Expenses,18.59,25.06,18.29,24.51,14.48,14.28,16.95,25.62,22.87,-,Upgrade
7,Operating Income,-2.25,-13.9,2.03,-3.96,10.74,15.9,5.94,-35.87,-19.05,-,Upgrade
8,Interest Expense,-143.6,-81.2,-138.2,-92.05,-112.8,-108.07,-92.6,-96.97,-110.33,-,Upgrade
9,Interest & Investment Income,-,-,-,27,-,9.09,64.88,36.64,-,-,Upgrade
10,Currency Exchange Gain (Loss),-117.21,97.42,-222.91,-142.56,-189.82,73.85,27.17,223.65,-72.3,-,Upgrade
11,Other Non Operating Income (Expenses),-81.73,-82.63,-81.29,-82.63,-81.29,-82.49,-81.43,2000,-,-,Upgrade
12,EBT Excluding Unusual Items,-344.8,-80.31,-440.37,-294.2,-373.17,-91.73,-76.04,2127,-201.68,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-2.84,-,0.04,-,-3.38,-,0.11,-,-,Upgrade
14,Asset Writedown,-,-,-,-,-,-,-,-477.15,-683.78,-,Upgrade
15,Pretax Income,-344.8,-83.15,-440.37,-294.16,-373.17,-95.11,-76.04,1650,-885.46,-,Upgrade
16,Income Tax Expense,0.32,0.4,1.21,2.58,0.98,1.79,4.21,-4.64,4.65,-,Upgrade
17,Earnings From Continuing Operations,-345.12,-83.54,-441.58,-296.74,-374.15,-96.9,-80.26,1655,-890.11,-,Upgrade
18,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-1345,1345,-,Upgrade
19,Net Income to Company,-345.12,-83.54,-441.58,-296.74,-374.15,-96.9,-80.26,310.42,454.54,-,Upgrade
20,Minority Interest in Earnings,-0.12,1.95,-3.26,-5.03,-6.82,-5.39,-2.53,7.22,10.42,-,Upgrade
21,Net Income,-345.24,-81.59,-444.84,-301.77,-380.97,-102.29,-82.78,317.64,464.96,-,Upgrade
22,Net Income to Common,-345.24,-81.59,-444.84,-301.77,-380.97,-102.29,-82.78,317.64,464.96,-,Upgrade
23,Net Income Growth,-,-,-,-,-,-,-,-,425.62%,-,Upgrade
24,Shares Outstanding (Basic),4770,4770,4770,4770,4770,4770,4770,4770,4770,-,Upgrade
25,Shares Outstanding (Diluted),4770,4770,4770,4770,4770,4770,4770,4770,11776,-,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-59.49%,-,167.08%,-,Upgrade
27,EPS (Basic),-0.07,-0.02,-0.09,-0.06,-0.08,-0.02,-0.02,0.07,0.10,-,Upgrade
28,EPS (Diluted),-0.07,-0.02,-0.09,-0.06,-0.08,-0.03,-0.02,0.07,0.10,-,Upgrade
29,EPS Growth,-,-,-,-,-,-,-,-,385.84%,-,Upgrade
30,Free Cash Flow,-1.13,2.71,-3.74,-10.12,18.19,26.78,-9.24,-13.1,-9.66,-,Upgrade
31,Free Cash Flow Per Share,-0.00,0.00,-0.00,-0.00,0.00,0.01,-0.00,-0.00,-0.00,-,Upgrade
32,Operating Margin,-5.52%,-41.40%,4.14%,-7.62%,21.09%,8.76%,4.39%,-174.59%,-133.60%,-,Upgrade
33,Profit Margin,-846.66%,-243.07%,-906.81%,-581.15%,-748.20%,-56.38%,-61.16%,1546.30%,3261.03%,-,Upgrade
34,Free Cash Flow Margin,-2.78%,8.06%,-7.61%,-19.48%,35.72%,14.76%,-6.83%,-63.78%,-67.74%,-,Upgrade
35,EBITDA,8.44,0.16,16.29,8.66,24.45,26.09,15.23,-21.94,-12.84,-,Upgrade
36,D&A For EBITDA,10.69,14.05,14.26,12.61,13.71,10.19,9.29,13.92,6.21,12.09,Upgrade
37,EBIT,-2.25,-13.9,2.03,-3.96,10.74,15.9,5.94,-35.87,-19.05,-,Upgrade
