,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,288.63,307.08,313.17,300.27,266.32,405.82,300.35,302.94,332.36,129.49
1,Short-Term Investments,-,-,-,-,-,2.85,-,2.55,-,3.12
2,Trading Asset Securities,-,-,-,-,-,-,-,-,0.47,1.59
3,Cash & Short-Term Investments,288.63,307.08,313.17,300.27,266.32,408.67,300.35,305.48,332.83,134.21
4,Cash Growth,-7.84%,2.27%,17.59%,-26.52%,-11.33%,33.78%,-9.76%,127.62%,199.58%,37.78%
5,Accounts Receivable,204.72,397.64,225.64,308.86,186.92,231.69,260.87,222.7,78.12,170.32
6,Other Receivables,-,-,-,-,-,1.11,-,0.36,-,0.08
7,Receivables,204.72,397.64,225.64,308.86,186.92,232.8,260.87,223.06,78.12,170.4
8,Other Current Assets,26.87,17.94,35.02,16.24,38.47,29.22,50.51,28.84,30.07,20.07
9,Total Current Assets,520.21,722.65,573.83,625.37,491.71,670.69,611.74,557.38,441.01,324.67
10,"Property, Plant & Equipment",12.77,10.42,12.66,14.67,16.87,13.82,12.29,14.83,16.43,18.44
11,Long-Term Investments,51.16,49.98,59.24,59.61,39.91,20,21.23,5.29,5.49,5.51
12,Goodwill,10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23
13,Other Intangible Assets,0.83,0.86,0.86,0.31,0.3,0.43,0.4,0.35,0.21,0.27
14,Long-Term Deferred Tax Assets,0.55,0.55,0.36,0.36,1.09,1.09,0.87,0.52,0.55,0.55
15,Other Long-Term Assets,0.7,0.7,0.7,0.7,16.2,-,-,-,-,-
16,Total Assets,596.45,795.4,657.88,711.25,576.3,716.24,656.76,588.6,473.93,359.68
17,Accounts Payable,200.8,339.41,246.73,289.6,121.45,221.76,180.61,143.46,57.72,149.67
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,74.81
19,Current Portion of Leases,2.23,3.29,3.18,3.12,2.77,1.47,3.03,4.5,3.75,4.18
20,Current Income Taxes Payable,7.01,23.86,9.92,13.38,4.14,21.76,13.49,13.05,2.4,11.98
21,Current Unearned Revenue,-,8.41,-,2.81,-,2.03,-,11.76,-,0.98
22,Other Current Liabilities,54.8,53.81,65.52,38.83,30.09,32.35,38.05,33.56,43.32,32.57
23,Total Current Liabilities,264.84,428.77,325.35,347.73,158.45,279.35,235.17,206.32,107.19,274.18
24,Long-Term Leases,6.6,3.29,4.85,6.48,8.29,7.27,8.24,9.25,11.6,13.26
25,Long-Term Deferred Tax Liabilities,2.72,3.37,3.41,3.45,0.21,0.2,0.19,0.2,0.22,0.21
26,Total Liabilities,274.15,435.43,333.61,357.66,166.95,286.83,243.6,215.77,119.01,287.65
27,Common Stock,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.67,0.68,0.09
28,Additional Paid-In Capital,111.97,111.97,111.97,182.54,238.5,252.35,254.15,266.83,284.26,-
29,Retained Earnings,251.23,288.3,229.56,191.48,177.48,185.05,128.21,92.61,49.42,68.69
30,Treasury Stock,-,-,-,-,-0.15,-,-0.72,-0.64,-4.94,-
31,Comprehensive Income & Other,-59.25,-61.16,-38.15,-38.37,-30.23,-31.76,14.96,0.45,14.05,-8.88
32,Total Common Equity,304.6,339.77,304.04,336.31,386.26,406.32,397.27,359.93,343.47,59.89
33,Minority Interest,17.69,20.21,20.23,17.28,23.09,23.1,15.88,12.91,11.45,12.14
34,Shareholders' Equity,322.3,359.98,324.27,353.59,409.35,429.41,413.15,372.84,354.92,72.03
35,Total Liabilities & Equity,596.45,795.4,657.88,711.25,576.3,716.24,656.76,588.6,473.93,359.68
36,Total Debt,8.83,6.58,8.04,9.6,11.06,8.74,11.27,13.74,15.35,92.25
37,Net Cash (Debt),279.8,300.5,305.14,290.67,255.26,399.93,289.08,291.74,317.48,41.96
38,Net Cash Growth,-8.30%,3.38%,19.54%,-27.32%,-11.70%,37.08%,-8.95%,595.25%,265.58%,-37.71%
39,Net Cash Per Share,0.38,0.41,0.41,0.40,0.35,0.54,0.39,0.38,0.41,0.07
40,Filing Date Shares Outstanding,744.74,744.74,744.74,744.74,745.81,753.72,753.72,760.84,766.5,800
41,Total Common Shares Outstanding,744.74,744.74,744.74,744.74,745.81,753.72,753.72,760.84,766.5,600
42,Working Capital,255.37,293.88,248.49,277.64,333.26,391.33,376.57,351.06,333.83,50.49
43,Book Value Per Share,0.41,0.46,0.41,0.45,0.52,0.54,0.53,0.47,0.45,0.10
44,Tangible Book Value,293.54,328.68,292.95,325.77,375.73,395.66,386.64,349.35,333.02,49.39
45,Tangible Book Value Per Share,0.39,0.44,0.39,0.44,0.50,0.52,0.51,0.46,0.43,0.08
46,Machinery,-,8.54,-,8.14,-,7.07,-,6.87,-,6.76
47,Leasehold Improvements,-,7.11,-,6.89,-,4.75,-,1.17,-,1.02
