,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+11 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+11 Quarters
0,Other Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-0,-,Upgrade
1,Revenue,11447648,10375679,9239510,9041655,8690015,8235952,7170330,7753353,8457820,7709148,6213196,7785636,8477421,4993259,4359296,4664986,3932067,3432171,3204212,4092967,Upgrade
2,Revenue Growth (YoY),31.73%,25.98%,28.86%,16.62%,2.75%,6.83%,15.40%,-0.41%,-0.23%,54.39%,42.53%,66.90%,115.60%,45.48%,36.05%,13.98%,-8.89%,-20.47%,-19.92%,2.29%,Upgrade
3,Cost of Revenue,9373187,8485409,7428520,7234315,7167392,6864645,6086672,6569296,7127211,6512534,5270000,6552879,7210975,4298601,3754373,4079498,3393831,2955945,2741203,3529436,Upgrade
4,Gross Profit,2074461,1890270,1810990,1807340,1522623,1371307,1083658,1184056,1330609,1196614,943197,1232757,1266446,694657,604923,585488,538236,476226,463009,563532,Upgrade
5,"Selling, General & Admin",1870538,1657630,1681996,1682881,1584998,1325859,1219098,1116193,1174117,1075427,871079,1026014,869251,650184,584416,552802,530404,480880,459604,492733,Upgrade
6,Operating Expenses,1870538,1657630,1681996,1682881,1584998,1325859,1219098,1116193,1174117,1075427,871079,1026014,869251,650184,584416,552802,530404,480880,459604,492733,Upgrade
7,Operating Income,203924,232640,128994,124459,-62375,45448,-135440,67863,156493,121187,72117,206744,397195,44473,20506,32686,7832,-4654,3405,70799,Upgrade
8,Interest Expense,-78888,-59533,-,-60443,-63900,-65329,-,-158169,-75703,-60489,-48999,-46337,-39968,-36834,-34997,-20430,-16751,-20978,-34022,-41931,Upgrade
