,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+11 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+11 Quarters
0,Market Capitalization,24523630,25286587,24251145,24114903,21253813,14577936,12125573,9754955,7226825,8174605,8684037,10804695,11855167,7913976,3755584,2140407,2404996,2527417,1895563,1737599,880647,Upgrade
1,Market Cap Growth,73.46%,73.46%,100.00%,147.21%,194.10%,78.33%,39.63%,-9.72%,-39.04%,3.29%,131.23%,404.80%,392.94%,213.13%,98.13%,23.18%,173.09%,52.02%,-47.02%,-60.47%,-73.94%,Upgrade
2,Enterprise Value,30448196,29992490,28623433,29029910,27307676,18738510,15640246,13779716,10712434,11087656,11597088,14302698,14993929,10997806,6328727,4267988,4007812,4865747,4233893,4075929,2900384,Upgrade
3,Last Close Price,180000.00,185600.00,178000.00,177000.00,156000.00,107000.00,89000.00,71600.00,52639.18,59542.68,63253.31,78699.89,86032.16,57431.20,27254.03,15532.79,17452.89,18341.30,13755.98,12092.86,6128.88,Upgrade
4,PE Ratio,78.50,79.64,229.78,-427.14,-70.42,-,-,-,-,20.94,13.76,18.19,20.53,17.84,33.97,34.05,153.77,120.25,-,-,5.38,Upgrade
5,Forward PE,37.57,43.98,74.59,92.64,51.94,52.92,128.76,47.73,21.93,15.62,13.83,16.64,18.67,21.63,32.88,20.63,24.30,31.11,31.37,6.53,2.88,Upgrade
6,PS Ratio,0.61,0.63,0.65,0.68,0.64,0.46,0.38,0.31,0.24,0.27,0.29,0.39,0.46,0.35,0.21,0.13,0.16,0.17,0.13,0.11,0.05,Upgrade
7,PB Ratio,12.83,11.93,12.18,13.19,11.94,8.48,6.75,5.49,3.52,3.99,-,5.82,6.41,4.71,2.79,1.66,1.91,2.06,-,1.34,0.69,Upgrade
8,P/TBV Ratio,15.58,15.58,15.83,17.12,15.22,10.63,8.01,6.31,3.94,4.45,-,6.43,7.09,5.25,3.20,1.74,2.00,2.16,-,1.39,0.71,Upgrade
9,P/FCF Ratio,178.57,-,-,-28.66,-27.96,-,-,-6.28,-,-,-,-,-,-,-34.62,-,-,1.67,2.89,-6.60,-2.12,Upgrade
10,P/OCF Ratio,40.32,-,-,-91.52,-235.75,-,-,-11.19,-,-,-,-,-,-,-35.52,-,-,1.66,2.88,-6.68,-2.14,Upgrade
11,PEG Ratio,0.86,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,Upgrade
12,EV/Sales Ratio,0.76,0.75,0.77,0.82,0.82,0.59,0.49,0.44,0.36,0.37,0.38,0.52,0.59,0.49,0.35,0.26,0.26,0.33,0.28,0.26,0.17,Upgrade
13,EV/EBITDA Ratio,31.07,30.61,40.83,57.86,144.74,130.71,46.05,-,18.17,16.50,12.33,17.02,19.66,19.41,58.98,73.47,98.13,61.78,-,21.79,9.70,Upgrade
14,EV/EBIT Ratio,44.13,43.47,67.55,122.73,-978.46,-,116.40,-,25.65,19.92,14.55,19.85,22.42,22.22,59.99,75.71,102.06,62.88,-,21.93,9.73,Upgrade
15,EV/FCF Ratio,221.71,-,-,-34.51,-35.93,-,-,-8.87,-,-,-,-,-,-,-58.34,-,-,3.21,6.47,-15.49,-6.98,Upgrade
16,Debt / Equity Ratio,4.15,4.15,3.67,3.36,4.05,4.72,3.14,2.37,2.39,2.62,-,2.85,3.25,3.60,3.84,3.92,3.80,2.03,-,2.00,2.89,Upgrade
17,Debt / EBITDA Ratio,8.98,7.81,5.96,7.72,9.38,715.78,13.16,-,8.33,6.74,-,13.39,6.55,3.23,28.67,60.05,35.92,75.93,-,172.81,13.00,Upgrade
18,Debt / FCF Ratio,64.08,-,-,-7.31,-9.49,-,-,-2.71,-,-,-,-,-,-,-47.50,-,-,1.64,-,-9.86,-8.91,Upgrade
19,Asset Turnover,3.02,3.10,2.96,2.81,2.80,3.15,3.08,3.11,-,-,2.39,2.88,3.51,2.46,2.28,2.88,-,-,-,-,Upgrade,
20,Inventory Turnover,3.49,3.87,4.02,3.88,3.63,3.65,4.11,3.94,4.11,-,-,4.12,5.22,7.43,6.49,6.07,7.57,-,-,-,-,Upgrade
21,Quick Ratio,0.25,0.25,0.26,0.24,0.27,0.24,0.24,0.17,0.18,0.29,-,0.35,0.32,0.37,0.34,0.44,0.49,0.48,-,0.48,-,Upgrade
22,Current Ratio,1.02,1.02,1.02,1.01,1.01,1.00,1.01,1.04,1.10,1.10,-,1.14,1.14,1.11,1.11,1.13,1.13,1.19,-,1.26,-,Upgrade
23,Return on Equity (ROE),26.05%,34.65%,10.74%,13.88%,-23.56%,-2.92%,-44.87%,0.40%,-,-,10.10%,38.40%,88.78%,14.37%,9.51%,9.97%,-,-,-6.14%,11.14%,Upgrade,
24,Return on Assets (ROA),3.36%,4.34%,2.58%,2.42%,-1.26%,1.09%,-3.64%,1.70%,-,-,1.73%,4.78%,10.28%,1.37%,0.67%,1.26%,-,-,-,-,Upgrade,
25,Return on Capital (ROIC),5.04%,6.73%,3.80%,3.31%,-1.81%,1.69%,-5.23%,2.36%,-,-,2.40%,6.63%,13.96%,1.73%,0.83%,1.68%,-,-,0.19%,3.56%,Upgrade,
26,Return on Capital Employed (ROCE),32.54%,32.54%,21.28%,12.86%,-1.57%,-,7.48%,-,20.36%,27.16%,-,38.82%,36.18%,29.47%,7.85%,4.38%,3.13%,6.32%,-,14.24%,-,Upgrade
27,Earnings Yield,1.27%,1.26%,0.44%,-0.23%,-1.42%,-2.37%,-1.24%,-0.46%,3.05%,4.78%,7.27%,5.50%,4.87%,5.61%,3.04%,3.11%,0.78%,0.98%,2.45%,4.27%,19.40%,Upgrade
28,FCF Yield,0.56%,0.54%,-2.73%,-3.49%,-3.58%,-17.58%,-12.77%,-15.93%,-32.71%,-24.78%,-22.13%,-10.72%,-10.02%,-18.66%,-2.89%,8.36%,40.24%,59.94%,34.54%,-15.14%,-47.15%,Upgrade
29,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,0.73%,-,-,-,0.50%,-,-,-,-,-,-,-,Upgrade
30,Payout Ratio,17.10%,-,38.52%,-,-,-,-,-,-,-,-,84.59%,-,-,-,-,-,-,-,-,-,Upgrade
31,Buyback Yield / Dilution,0.00%,-0.18%,-0.18%,0.03%,-0.06%,0.08%,0.03%,-0.03%,-0.01%,0.04%,0.00%,0.00%,0.01%,-0.46%,0.51%,-0.01%,0.00%,0.50%,-1.18%,-0.66%,Upgrade,
