,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,86,93,145,120,164,195,144,174,194,229,159,Upgrade
1,Market Cap Growth,-22.86%,-22.86%,-11.19%,-38.24%,13.49%,11.84%,-25.44%,-24.00%,21.58%,21.21%,-28.35%,Upgrade
2,Enterprise Value,51,54,108,82,122,145,92,120,146,176,106,Upgrade
3,Last Close Price,0.07,0.08,0.13,0.10,0.14,0.17,0.13,0.15,0.17,0.20,0.14,Upgrade
4,PE Ratio,-,-,-,-11.18,-,-,39.65,25.99,95.49,-,16.83,Upgrade
5,PS Ratio,2.74,2.96,4.13,4.30,8.67,11.02,6.11,5.49,7.49,7.52,3.78,Upgrade
6,PB Ratio,0.24,0.26,0.38,0.30,0.41,0.46,0.34,0.41,0.46,0.56,0.39,Upgrade
7,P/TBV Ratio,0.26,0.26,0.38,0.30,0.41,0.46,0.34,0.41,0.46,0.56,0.39,Upgrade
8,P/FCF Ratio,-,-,90.43,-,-,-,-,-,-158.32,-,19.28,Upgrade
9,P/OCF Ratio,-,-,89.02,-,-,-,-,-,-327.79,-,18.79,Upgrade
10,EV/Sales Ratio,1.62,1.71,3.07,2.93,6.46,8.23,3.91,3.79,5.65,5.78,2.52,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-32.99,-,20.45,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,108.83,Upgrade
13,EV/FCF Ratio,-132.27,-,67.23,-,-,-,-,-,-119.34,-,12.88,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,Upgrade
15,Debt / FCF Ratio,-,-,0.15,-,-,-,-,-,-1.35,-,0.37,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,0.23%,Upgrade
17,Earnings Yield,-51.90%,-48.05%,-15.69%,-8.94%,-8.73%,-1.15%,2.52%,3.85%,1.05%,2.52%,5.94%,Upgrade
18,FCF Yield,-0.45%,-0.41%,1.11%,-1.37%,-3.16%,-3.28%,-4.05%,0.51%,-0.63%,-0.36%,5.19%,Upgrade
