,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Interest Income on Loans,28158,29756,30561,31490,30112,30930,31588,30651,29256,27078,Upgrade
1,Interest Paid on Deposits,20078,21438,21234,20173,18761,19295,18044,16207,15224,14432,Upgrade
2,Net Interest Income,8080,8318,9328,11317,11351,11635,13544,14445,14032,12646,Upgrade
3,Net Interest Income Growth (YoY),-13.37%,-26.50%,-17.83%,-2.74%,-16.19%,-19.45%,-3.48%,14.22%,35.25%,69.69%,Upgrade
4,Income From Trading Activities,388.43,0.76,501.27,96.17,-320.72,386.4,-106.23,54.26,-9.66,113.59,Upgrade
5,Gain (Loss) on Sale of Assets,-,-,-,-,-,0.18,0.21,0.09,0.12,0.16,Upgrade
6,Gain (Loss) on Sale of Investments,2964,1310,1453,393.54,993.05,212.89,1186,418.83,578.42,500.93,Upgrade
7,Other Non-Interest Income,1712,2286,1800,1168,1467,1157,1179,1529,1444,1663,Upgrade
8,Total Non-Interest Income,5065,3597,3755,1657,2139,1756,2259,2002,2013,2277,Upgrade
9,Non-Interest Income Growth (YoY),34.89%,116.99%,75.52%,-5.62%,-5.30%,-12.29%,12.22%,-12.09%,-34.64%,-33.69%,Upgrade
10,Revenues Before Loan Losses,13145,11915,13083,12975,13491,13391,15803,16447,16045,14924,Upgrade
11,Provision for Loan Losses,4012,6057,3064,5401,3652,4307,4371,7882,5343,6455,Upgrade
12,Revenue,9133,5857,10019,7574,9839,9084,11432,8565,10703,8469,Upgrade
13,Revenue Growth (YoY),-8.85%,-22.66%,1.83%,-16.63%,-13.94%,6.05%,6.82%,1.14%,3.48%,41.34%,Upgrade
14,Salaries and Employee Benefits,2900,2757,3203,3393,2850,3215,2828,2654,2793,2675,Upgrade
15,Occupancy Expenses,880.85,882.72,858.18,835.16,793.34,687.22,711.27,713.61,714.52,714.06,Upgrade
16,"Selling, General & Administrative",943.79,1434,992.44,1546,877.7,1330,873.14,1088,616.63,948.23,Upgrade
17,Other Non-Interest Expense,293.26,279.65,306.71,315.3,290.61,268.29,299.48,310.07,292.65,277.96,Upgrade
18,Total Non-Interest Expense,5018,5353,5360,6089,4812,5501,4712,4766,4417,4647,Upgrade
19,EBT Excluding Unusual Items,4114,504.5,4659,1485,5027,3583,6721,3800,6285,3822,Upgrade
20,Pretax Income,4114,504.5,4659,1485,5027,3583,6721,3800,6285,3822,Upgrade
21,Income Tax Expense,417.25,-477.58,559.75,-219.95,623.92,297.86,1376,401.89,1239,552.02,Upgrade
22,Net Income,3697,982.08,4099,1705,4403,3285,5345,3398,5047,3270,Upgrade
23,Preferred Dividends & Other Adjustments,-,950,-,950,-,950,-,950,-,-,Upgrade
24,Net Income to Common,3697,32.08,4099,754.56,4403,2335,5345,2448,5047,3270,Upgrade
25,Net Income Growth,-9.80%,-42.39%,-6.91%,-48.11%,-17.62%,-3.32%,5.90%,3.91%,2.52%,122.31%,Upgrade
26,Basic Shares Outstanding,17762,17762,17762,17762,17762,17762,17762,17445,14450,14450,Upgrade
27,Diluted Shares Outstanding,17762,17762,17762,17762,17762,17762,17762,17445,14450,14450,Upgrade
28,Shares Change (YoY),-,-,-,-,-,1.82%,22.92%,20.73%,-,-,Upgrade
29,EPS (Basic),0.21,0.00,0.23,0.04,0.25,0.13,0.30,0.14,0.35,0.23,Upgrade
30,EPS (Diluted),0.21,-,0.23,0.04,0.25,0.13,0.30,0.14,0.35,0.23,Upgrade
31,EPS Growth,-9.50%,-,-7.21%,-69.23%,-17.37%,-6.97%,-14.10%,-38.25%,2.72%,-,Upgrade
