,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,14565,16874,20071,21492,32860,23446,53286,47780,90053,-,-,Upgrade
1,Market Cap Growth,-21.49%,-21.49%,-38.92%,-8.33%,-38.33%,-50.93%,-40.83%,-,-,-,-,Upgrade
2,Last Close Price,0.82,0.95,1.13,1.21,1.85,1.32,2.77,2.48,4.55,-,-,Upgrade
3,PE Ratio,3.63,4.21,4.41,4.10,5.64,2.97,5.65,5.10,10.12,-,-,Upgrade
4,PS Ratio,0.90,1.05,1.15,1.13,1.67,1.06,2.12,1.99,3.94,-,-,Upgrade
5,PB Ratio,0.11,0.13,0.16,0.17,0.26,0.18,0.41,0.37,0.73,-,-,Upgrade
6,P/FCF Ratio,1.84,-,0.58,-,-4.19,-,-1.36,-,-,-,-,Upgrade
7,P/OCF Ratio,1.97,-,0.57,-,-4.79,-,-1.38,-,-,-,-,Upgrade
8,Debt / Equity Ratio,4.17,4.17,4.44,4.21,4.45,4.33,4.27,4.00,3.74,3.57,3.54,Upgrade
9,Debt / FCF Ratio,67.29,-,16.09,-,-70.47,-,-14.25,-,-,-,-,Upgrade
10,Earnings Yield,27.51%,29.80%,27.89%,29.18%,21.01%,38.41%,19.88%,22.01%,11.14%,-,-,Upgrade
11,FCF Yield,54.27%,46.85%,173.41%,127.16%,-23.87%,164.94%,-73.52%,-296.85%,-143.51%,-,-,Upgrade
12,Buyback Yield / Dilution,-,-,-,-,-,-1.82%,-22.92%,-20.73%,-,-,Upgrade,
13,Total Shareholder Return,-,-,-,-,-,-1.82%,-22.92%,-20.73%,-,-,Upgrade,
