,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Operating Revenue,141.03,140.39,97.36,270.51,150.91,145.26,117.07,223.56,250.57,102.62,97.58,123.91,156.35,146.24,133.47,193.54,185.28,217.71,168.29,235.24,Upgrade
1,Other Revenue,-2.38,2.38,-,4.48,-1.72,1.72,-,2.94,-0.99,0.99,-,0.95,-0.33,0.33,-,1.32,-,-,-,-,Upgrade
2,Revenue,138.65,142.78,97.36,274.99,149.19,146.97,117.07,226.5,249.58,103.61,97.58,124.86,156.02,146.56,133.47,194.86,185.28,217.71,168.29,235.24,Upgrade
3,Revenue Growth (YoY),-7.07%,-2.85%,-16.83%,21.41%,-40.22%,41.85%,19.97%,81.41%,59.96%,-29.31%,-26.89%,-35.92%,-15.79%,-32.68%,-20.69%,-17.17%,-12.87%,16.86%,3.82%,8.75%,Upgrade
4,Cost of Revenue,106.24,111.33,70.76,195.99,114.34,108.43,89.55,163.71,178.84,89.87,82.18,103.95,119.38,104.44,91.09,138.22,129.59,143,110.38,163.85,Upgrade
5,Gross Profit,32.41,31.45,26.6,79,34.85,38.54,27.52,62.8,70.73,13.74,15.4,20.91,36.64,42.12,42.38,56.64,55.7,74.71,57.91,71.39,Upgrade
6,"Selling, General & Admin",12.54,11.24,11.01,13,10.3,11.68,11.75,13.64,13.55,14.15,10.66,12.82,11.66,11.72,12.05,13.76,12,12.86,10.87,16.31,Upgrade
7,Research & Development,9.84,9.38,9,14.05,8.59,9.65,7.92,13.49,15.21,7.25,9.13,19.14,11.7,11.59,10.74,10.94,11.77,11.08,10.4,19.81,Upgrade
8,Other Operating Expenses,-0.49,1.1,-0.04,-1.52,1.33,0.96,1.27,-1.25,0.29,0.23,0.77,-3.19,0.62,0.99,-0.89,-0.57,0.53,-0.02,-0.11,5.41,Upgrade
9,Operating Expenses,22.85,21.7,14.01,30.86,21.61,22.44,15.93,26.02,33.68,24.12,17.75,27.71,25.42,26.63,21.25,22.93,25.79,24.11,19.33,41.13,Upgrade
