,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,54364,57041,54156,82709,62435,77524,61374,-,54001,65929,74610,64052,51698,52972,61430,59772,26853,24566,62214,10619,Upgrade
1,Short-Term Investments,95801,185072,169247,168341,119910,88792,49642,-,12471,731.63,200,531.63,200,275,200,481.55,200,33872,22321,5620,Upgrade
2,Cash & Short-Term Investments,150165,242113,223403,251050,182344,166316,111016,66472,66472,66660,74810,64584,51898,53247,61630,60253,27053,58437,84534,16239,Upgrade
3,Cash Growth,-17.65%,45.57%,101.23%,277.68%,174.32%,149.50%,48.40%,2.92%,28.08%,25.19%,21.39%,7.19%,91.84%,-8.88%,-27.09%,271.05%,43.15%,-51.50%,312.39%,-28.01%,Upgrade
4,Accounts Receivable,336464,321504,355352,366371,251026,337509,348427,-,369245,466474,476623,498836,471424,489788,508726,450145,503979,460298,454085,443514,Upgrade
5,Other Receivables,-28358,-36272,25574,26864,29182,116870,378885,-,20832,42569,26406,46311,33535,40822,16853,45238,19344,56921,19363,16589,Upgrade
6,Receivables,381209,338114,435542,446169,322872,505216,773364,-,429587,556095,559689,597885,557698,584812,584781,580775,608715,574310,522193,484140,Upgrade
7,Inventory,209087,268102,322849,298329,267247,194282,189823,-,157789,165113,134468,160838,132924,148963,118582,163800,175660,181582,202018,178904,Upgrade
8,Prepaid Expenses,10854,5530,3253,9837,12970,11099,16181,-,6906,7526,7421,7715,8132,2137,1780,2001,1787,923.78,499.61,1020,Upgrade
