,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1123530,1106844,1165245,953133,834307,778687,809025,705369,513226,480359,616882,576431,1162974,1228707,1484115,1393736,946599,1098816,989410,1074695,999897,Upgrade
1,Market Cap Growth,42.14%,42.14%,44.03%,35.13%,62.56%,62.11%,31.15%,22.37%,-55.87%,-60.91%,-58.43%,-58.64%,22.86%,11.82%,50.00%,29.69%,-5.33%,-4.16%,0.74%,29.17%,78.87%,Upgrade
2,Enterprise Value,1820551,1808534,1846079,1596740,1464803,1403159,1457710,1292979,1069226,998252,1135905,1104463,1676175,1741889,1987538,1875420,1394408,1613727,1474257,1523781,1440078,Upgrade
3,Last Close Price,20200.00,19900.00,20950.00,17136.36,15000.00,14000.00,14545.45,12681.82,9227.27,8636.36,11090.91,10363.64,20909.09,22090.91,28363.64,26636.36,18090.91,21000.00,18909.09,21545.45,20454.55,Upgrade
4,PE Ratio,8.93,9.39,10.97,8.49,7.57,7.10,10.20,8.74,8.28,-,13.07,17.90,37.38,-,20.92,21.78,16.67,17.96,14.96,15.23,17.07,Upgrade
5,PS Ratio,0.73,0.77,0.78,0.58,0.51,0.45,0.46,0.39,0.28,0.27,0.35,0.36,0.72,0.76,0.99,1.02,0.78,0.91,0.85,0.94,0.89,Upgrade
6,PB Ratio,1.14,1.12,1.21,0.94,0.83,0.79,0.83,0.76,0.58,0.54,0.69,0.68,1.38,1.47,1.88,1.81,1.24,1.46,1.34,1.48,1.43,Upgrade
7,P/TBV Ratio,1.57,1.57,1.68,1.29,1.16,1.12,1.25,0.82,0.63,0.59,0.76,0.73,1.50,1.60,2.05,1.98,1.36,1.61,1.47,1.63,1.59,Upgrade
8,P/FCF Ratio,78.97,77.80,-3.93,-,-,-,4.07,-,-,-,-,41.30,-,-,113.22,-,18.18,-,-,-6.31,-,Upgrade
9,P/OCF Ratio,9.55,9.55,-7.19,6.47,5.43,-,2.56,-40.73,-,-,20.80,17.28,-,-,13.06,18.21,12.49,-,-,-7.25,-,Upgrade
10,EV/Sales Ratio,1.27,1.26,1.24,0.98,0.89,0.81,0.82,0.71,0.57,0.57,0.65,0.68,1.04,1.08,1.33,1.38,1.14,1.34,1.27,1.33,1.28,Upgrade
