,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,11532,8699,6919,8373,9025,8775,10479,9226,8098,7972,9903,8574,7772,7947,8248,9201,8599,9627,3153,3606,4355,Upgrade
1,Market Cap Growth,-0.86%,-0.86%,-33.97%,-9.24%,11.46%,10.06%,5.82%,7.60%,4.19%,0.32%,20.06%,-6.81%,-9.62%,-17.45%,161.62%,155.16%,97.47%,129.92%,-13.84%,-27.36%,36.33%,Upgrade
2,Enterprise Value,11388,8581,6891,8281,9003,8704,10369,9034,7941,7881,11118,10550,9748,10155,10475,10968,10816,13101,9378,9748,10496,Upgrade
3,Last Close Price,4.60,3.47,2.76,3.34,3.60,3.50,4.18,3.68,3.23,3.18,3.95,3.42,3.10,3.17,3.29,3.67,3.43,3.84,3.20,3.66,4.42,Upgrade
4,PE Ratio,246.65,178.75,153.19,129.61,238.44,738.91,579.01,-,-,419.96,-135.48,-,-,-,-,-,-,-,7.04,-,-,Upgrade
5,Forward PE,-,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,32.41,Upgrade
6,PS Ratio,6.07,4.40,3.49,4.20,4.57,4.43,5.03,3.55,2.43,2.02,2.22,2.48,2.25,2.26,-,2.03,1.94,3.03,0.93,0.81,-,Upgrade
7,PB Ratio,4.72,3.46,2.77,3.34,3.62,3.52,4.22,3.75,3.27,-,3.98,3.75,3.37,3.30,3.25,3.59,3.02,3.15,-4.42,-2.20,2.73,Upgrade
8,P/TBV Ratio,3.93,3.93,3.14,3.81,4.13,4.06,4.87,4.34,3.78,-,4.66,5.40,4.88,4.89,4.73,5.21,4.24,4.44,-,-,10.36,Upgrade
9,P/FCF Ratio,126.36,95.32,181.94,-,-106.38,-,-,-,-45.89,-53.73,-38.50,-,-70.28,-,-,-,-24.03,-,-,-,-,Upgrade
10,P/OCF Ratio,58.22,58.22,70.43,-,-2327.59,-,-,-,-198.84,-618.57,-83.22,-,-302.82,-,-,-,370.64,-,-16.73,-,-,Upgrade
11,EV/Sales Ratio,5.75,4.34,3.48,4.15,4.56,4.39,4.98,3.47,2.38,2.00,2.49,3.05,2.82,2.89,-,2.42,2.44,4.12,2.77,2.20,-,Upgrade
12,EV/EBITDA Ratio,-,1237.88,460.57,205.33,-,378.06,207.93,280.72,-,3422.41,1392.48,-101771.61,-,97.23,-,130.89,-,-1465.30,-24.78,-,-,Upgrade
13,EV/EBIT Ratio,-,-125.38,-,-,-,-129.86,-211.02,-,-,-63.66,-,-107.42,-,-2499.97,-,-126.14,-,-,-,-,-,Upgrade
