,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,20.94,39.9,70.6,24.2,38.81,58.9,145.64,96.39,1683,96.25,Upgrade
1,Revenue,20.94,39.9,70.6,24.2,38.81,58.9,145.64,96.39,1683,96.25,Upgrade
2,Revenue Growth (YoY),-70.34%,64.85%,81.92%,-58.91%,-73.35%,-38.90%,-91.35%,0.14%,1971.22%,31.94%,Upgrade
3,Cost of Revenue,10.03,89.7,117.86,93.09,11.02,17.42,52.9,25.41,1027,26.08,Upgrade
4,Gross Profit,10.92,-49.81,-47.25,-68.89,27.79,41.48,92.74,70.98,655.97,70.17,Upgrade
5,"Selling, General & Admin",77.67,58.38,49.65,46.83,48.75,88.94,73.7,80.81,166.62,80.32,Upgrade
6,Other Operating Expenses,-1.5,-0.94,-0.34,-0.33,-0.43,-1.19,-0.53,-0.9,-10.04,-2.99,Upgrade
7,Operating Expenses,76.17,57.44,49.3,46.51,48.32,87.75,73.16,79.91,156.58,77.33,Upgrade
8,Operating Income,-65.25,-107.24,-96.56,-115.4,-20.53,-46.27,19.58,-8.93,499.39,-7.15,Upgrade
9,Interest Expense,-5.81,-2.16,-4.01,-2.95,-20.46,-13.07,-19.15,-23.08,-25.13,-35.5,Upgrade
10,Interest & Investment Income,11.82,18.57,27.34,23.42,15.08,1.86,9.01,1.07,10.49,6.09,Upgrade
11,Earnings From Equity Investments,7.62,4.27,7.34,6.63,-6.59,-25.17,5.78,-3.95,6.12,2.66,Upgrade
12,Currency Exchange Gain (Loss),2.31,3.15,-16.6,8.59,-19.15,1.07,-3.91,-0.74,-0.63,-0.19,Upgrade
13,EBT Excluding Unusual Items,-49.32,-83.41,-82.49,-79.71,-51.64,-81.58,11.32,-35.63,490.24,-34.1,Upgrade
14,Gain (Loss) on Sale of Investments,-0.78,-24.73,-66.43,-7.04,-87.67,-424.53,-260.79,34.64,58.61,-47.97,Upgrade
15,Gain (Loss) on Sale of Assets,-0.44,-0.01,0.1,0.01,-45.55,-,1181,-0.28,-10.62,-3.44,Upgrade
16,Asset Writedown,-154.19,-2.03,-74.06,-79.26,0.39,-48.96,-14.95,1.93,-137.89,-122.07,Upgrade
17,Pretax Income,-204.72,-110.17,-222.88,-166.01,-184.48,-555.07,916.79,0.66,400.34,-207.58,Upgrade
18,Income Tax Expense,-27.39,3.4,-13.41,-22.46,4.64,-10.68,149.22,7.92,-22.32,3.97,Upgrade
19,Earnings From Continuing Operations,-177.33,-113.57,-209.47,-143.55,-189.12,-544.38,767.57,-7.26,422.66,-211.55,Upgrade
20,Minority Interest in Earnings,1.15,1.84,0.46,2.14,1.84,4.22,0.35,2.88,0.76,-2.13,Upgrade
21,Net Income,-176.18,-111.73,-209.01,-141.4,-187.28,-540.16,767.92,-4.38,423.42,-213.68,Upgrade
22,Net Income to Common,-176.18,-111.73,-209.01,-141.4,-187.28,-540.16,767.92,-4.38,423.42,-213.68,Upgrade
23,Net Income Growth,-,-,-,-,-,-,81.36%,-,1886.01%,-,Upgrade
24,Shares Outstanding (Basic),2347,2347,2347,2347,2347,2348,2349,2349,2349,2349,Upgrade
25,Shares Outstanding (Diluted),2347,2347,2347,2347,2347,2348,2349,2349,2349,2349,Upgrade
26,Shares Change (YoY),-,-,-,-0.04%,-0.08%,-0.04%,-,-,-,-,Upgrade
27,EPS (Basic),-0.08,-0.05,-0.09,-0.06,-0.08,-0.23,0.33,-0.00,0.18,-0.09,Upgrade
28,EPS (Diluted),-0.08,-0.05,-0.09,-0.06,-0.08,-0.23,0.33,-0.00,0.18,-0.09,Upgrade
29,EPS Growth,-,-,-,-,-,-,81.36%,-,1886.18%,-,Upgrade
30,Free Cash Flow,-45.7,-80.17,-117.56,-80.68,272.24,-2.51,-48.26,-305.99,-426.45,-114.64,Upgrade
31,Free Cash Flow Per Share,-0.02,-0.03,-0.05,-0.03,0.12,-0.00,-0.02,-0.13,-0.18,-0.05,Upgrade
32,Dividend Per Share,-,-,-,-,-,0.020,0.020,0.015,0.015,-,Upgrade
33,Dividend Growth,-,-,-,-,-,33.33%,33.33%,-,-,-,Upgrade
34,Operating Margin,-311.62%,-268.79%,-136.76%,-476.82%,-52.89%,-78.56%,13.45%,-9.27%,29.67%,-7.43%,Upgrade
35,Profit Margin,-841.38%,-280.03%,-296.04%,-584.26%,-482.59%,-917.12%,527.27%,-4.54%,25.15%,-221.99%,Upgrade
36,Free Cash Flow Margin,-218.22%,-200.93%,-166.51%,-333.34%,701.49%,-4.26%,-33.14%,-317.44%,-25.33%,-119.10%,Upgrade
37,EBITDA,-62,-103.91,-93.19,-111.95,-17.1,-42.75,26.47,-1.36,507.41,4.94,Upgrade
38,D&A For EBITDA,3.26,3.33,3.37,3.45,3.43,3.52,6.89,7.57,8.02,12.1,Upgrade
39,EBIT,-65.25,-107.24,-96.56,-115.4,-20.53,-46.27,19.58,-8.93,499.39,-7.15,Upgrade
