,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,21225,22160,22823,19570,17514,20063,18693,20419,20693,21817,20940,21214,18117,17569,16993,20831,20228,21406,20584,18747,24969,Upgrade
1,Market Cap Growth,10.45%,10.45%,22.10%,-4.16%,-15.36%,-8.04%,-10.73%,-3.75%,14.22%,24.18%,23.23%,1.84%,-10.43%,-17.93%,-17.44%,11.11%,-18.99%,5.68%,-2.72%,1.91%,82.95%,Upgrade
2,Last Close Price,7.04,7.35,7.57,6.31,5.64,6.47,6.02,6.35,6.43,6.78,6.51,6.41,5.47,5.31,5.13,6.12,5.94,6.29,5.90,5.37,7.16,Upgrade
3,PE Ratio,6.98,5.93,6.40,5.69,5.34,6.30,6.24,7.09,7.54,8.37,8.77,9.17,8.28,8.49,8.77,11.40,11.22,11.83,11.45,10.14,13.99,Upgrade
4,PS Ratio,2.56,2.67,2.84,2.46,2.26,2.60,2.51,2.86,3.04,3.23,3.27,3.44,3.06,3.07,3.16,4.03,3.97,4.27,4.12,3.79,5.22,Upgrade
5,PB Ratio,0.77,0.75,0.80,0.69,0.65,0.76,0.74,0.82,0.86,0.92,0.95,0.96,0.86,0.86,0.86,1.05,1.06,1.15,1.13,1.00,1.39,Upgrade
6,P/FCF Ratio,0.86,-,-,1.00,1.10,1.26,-,1.19,1.64,-,-,-9.86,-8.68,-,-,1.46,5.52,-,3.26,-,2.31,Upgrade
7,P/OCF Ratio,0.89,-,-,0.97,1.07,1.22,-,1.16,1.57,-,-,-12.91,-10.74,-,-,1.43,4.91,-,3.09,-,2.26,Upgrade
8,Debt / Equity Ratio,1.18,1.18,1.39,1.15,1.57,1.70,1.50,1.56,1.61,1.71,1.60,1.57,1.53,1.61,1.24,1.20,1.30,1.26,1.27,1.37,1.43,Upgrade
9,Debt / FCF Ratio,1.42,-,-,1.65,2.69,2.79,-,2.28,3.08,-,-,-16.05,-15.53,-,-,1.67,6.81,-,3.66,-,2.36,Upgrade
10,Return on Equity (ROE),18.33%,12.05%,14.84%,11.88%,17.66%,11.49%,13.97%,11.57%,16.26%,10.77%,13.19%,10.54%,13.87%,10.32%,12.07%,9.11%,12.19%,8.45%,12.17%,9.89%,Upgrade,
11,Return on Assets (ROA),1.46%,0.93%,1.17%,0.96%,1.41%,0.91%,1.13%,0.97%,1.33%,0.87%,1.10%,0.90%,1.18%,0.88%,1.07%,0.83%,1.11%,0.79%,1.17%,0.95%,Upgrade,
12,Earnings Yield,17.62%,16.87%,15.62%,17.57%,18.74%,15.86%,16.02%,14.10%,13.26%,11.95%,11.40%,10.90%,12.08%,11.78%,11.40%,8.78%,8.92%,8.45%,8.73%,9.86%,7.15%,Upgrade
13,FCF Yield,116.07%,111.18%,138.48%,100.08%,90.53%,79.44%,40.47%,83.68%,60.80%,35.56%,4.23%,-10.14%,-11.52%,-13.78%,13.10%,68.32%,18.11%,10.64%,30.69%,17.42%,43.33%,Upgrade
14,Dividend Yield,3.26%,-,-,-,4.03%,-,-,-,3.53%,-,-,-,3.32%,-,-,-,3.06%,-,-,-,2.54%,Upgrade
15,Payout Ratio,13.04%,-,89.98%,-,-,10.05%,117.82%,11.30%,13.48%,7.60%,123.94%,14.87%,23.87%,15.18%,132.92%,11.02%,36.65%,103.58%,34.77%,8.54%,12.09%,Upgrade
16,Buyback Yield / Dilution,-3.67%,0.18%,1.06%,-2.71%,-9.88%,-8.80%,-35.34%,-20.60%,-24.28%,-5.62%,-1.92%,1.84%,-1.42%,1.43%,4.12%,-4.30%,5.26%,-0.24%,2.06%,-2.03%,8.03%,Upgrade
17,Total Shareholder Return,-0.41%,0.18%,1.06%,-2.71%,-5.85%,-8.80%,-35.34%,-20.60%,-20.75%,-5.62%,-1.92%,1.84%,1.90%,1.43%,4.12%,-4.30%,8.32%,-0.24%,2.06%,-2.03%,10.57%,Upgrade
