,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,137192,576890,151249,117896,131712,566754,146575,129651,161720,587596,151809,94406,103276,81158,116732,97993,401209,231575,109153,142923,Upgrade
1,Revenue Growth (YoY),4.16%,1.79%,3.19%,-9.07%,-18.56%,-3.55%,-3.45%,37.33%,56.59%,624.01%,30.05%,-3.66%,-74.26%,-64.95%,6.94%,-31.44%,107.92%,-60.09%,-48.22%,-25.71%,Upgrade
2,Cost of Revenue,94619,232498,98225,87888,94525,236954,97706,92591,108291,235458,101404,79300,182175,56564,84452,81529,217921,111068,76517,106216,Upgrade
3,Gross Profit,42573,344392,53025,30008,37187,329800,48869,37060,53429,352138,50405,15106,-78899,24594,32280,16465,183288,120507,32636,36706,Upgrade
4,"Selling, General & Admin",68633,145050,53368,45001,68359,154538,46198,50351,65432,179493,47599,48473,339267,47964,46761,45824,103289,72236,23718,75109,Upgrade
5,Operating Expenses,68633,145050,53368,45001,68359,154538,46198,50351,65432,179493,47599,48473,339267,47964,46761,45824,103289,72236,23718,75109,Upgrade
6,Operating Income,-26061,199342,-343.11,-14993,-31173,175262,2671,-13292,-12004,172645,2806,-33367,-418166,-23369,-14481,-29359,79999,48272,8918,-38402,Upgrade
7,Interest Expense,-27878,-36842,-26506,-26544,-7090,-5023,-4550,-4219,-3836,-3658,-3539,-3497,-3347,-3476,-3233,-3462,-3682,-3743,-,-21616,Upgrade
8,Interest & Investment Income,5758,6149,6199,6616,5532,5370,8925,9558,6126,4816,651.36,4682,22331,1392,6760,2165,9125,4984,9157,2504,Upgrade
9,Earnings From Equity Investments,2254,-259.34,-1995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Currency Exchange Gain (Loss),-,-,86.96,16.32,106.92,-,25.46,-24.69,69,-,-4.78,0.14,-238.28,-,-216.04,194.81,-234.25,-,73.42,121.39,Upgrade
11,Other Non Operating Income (Expenses),94048,55124,-2726,-2949,-17125,-3291,-2519,-4492,-9017,-3435,-9439,2629,20472,-2666,-586.91,-3449,47326,-54134,-25.49,-5187,Upgrade
12,EBT Excluding Unusual Items,48122,223514,-25285,-37854,-49749,172319,4552,-12470,-18662,170369,-9526,-29554,-378947,-28120,-11758,-33909,132534,-4622,18123,-62581,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,5.31,-,1805,-,23659,-,11185,-,5140,-,-9630,-,-134.1,-,198900,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,12.91,-,1223,-,62.81,-,-1272,-,-,-,-1185,-,-1218,-,-261355,-,6345,255407,Upgrade
15,Other Unusual Items,-,-,-425.65,-,-,-,-,-,-474.93,-,-,-,1284,-,-,-,-,-,-,-,Upgrade
16,Pretax Income,48122,223514,-25692,-37854,-46721,172319,28274,-12470,-9224,170369,-4385,-29554,-388478,-28120,-13110,-33909,70080,-4622,24467,192826,Upgrade
17,Income Tax Expense,7522,17775,4795,1763,-3258,40980,-18584,2653,2261,43850,5419,3339,1943,-,1978,-,19238,11533,4447,-23731,Upgrade
18,Earnings From Continuing Operations,40600,205738,-30487,-39616,-43463,131339,46859,-15123,-11485,126520,-9805,-32893,-390421,-28120,-15089,-33909,50842,-16155,20021,216557,Upgrade
19,Minority Interest in Earnings,21957,-64940,23346,20138,6569,1046,341.65,2537,4770,8179,4525,4856,10334,5021,4960,5359,3191,3209,17928,2790,Upgrade
20,Net Income,62557,140798,-7142,-19478,-36894,132385,47200,-12587,-6715,134698,-5279,-28037,-380087,-23099,-10128,-28551,54033,-12946,37948,219347,Upgrade
21,Preferred Dividends & Other Adjustments,-,-,-,-,7842,-,-,-,-560.55,-,560.55,-,-,-,-,-,1786,-,-,-,Upgrade
22,Net Income to Common,62557,140798,-7142,-19478,-44736,132385,47200,-12587,-6154,134698,-5840,-28037,-380087,-23099,-10128,-28551,52247,-12946,37948,219347,Upgrade
23,Net Income Growth,-,6.36%,-,-,-,-1.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Shares Outstanding (Basic),200,200,200,200,200,200,200,200,200,200,200,200,200,201,200,200,200,200,200,200,Upgrade
25,Shares Outstanding (Diluted),200,200,200,200,200,200,200,200,200,200,200,200,200,201,200,200,200,200,200,200,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,-,-0.11%,-0.43%,-,-,0.11%,0.43%,-,-,-,-,-,-,Upgrade
27,EPS (Basic),312.79,703.99,-35.71,-97.39,-223.68,661.93,236.00,-62.93,-30.77,673.49,-29.20,-140.19,-1898.37,-115.00,-50.64,-142.75,261.23,-64.73,189.74,1096.73,Upgrade
28,EPS (Diluted),312.79,703.99,-35.71,-97.39,-223.99,661.93,236.00,-62.93,-31.11,673.49,-29.20,-140.19,-1898.37,-115.00,-50.64,-142.75,261.23,-64.73,189.74,1096.73,Upgrade
29,EPS Growth,-,6.36%,-,-,-,-1.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Free Cash Flow,-63162,223273,-28415,-78135,164495,106018,-7390,-140137,222474,-51161,56524,113857,-1936,10634,-141892,3247,-108399,170751,-104404,17320,Upgrade
31,Free Cash Flow Per Share,-315.81,1116.36,-142.08,-390.67,822.47,530.09,-36.95,-700.68,1112.37,-255.80,282.62,569.28,-9.67,52.94,-709.46,16.23,-542.00,853.75,-522.02,86.60,Upgrade
