,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,169749,252262,100218,114915,168491,675671,471240,480128,705397,280309,205851,111469,145248,147975,124513,243245,276200,308123,177048,150005,Upgrade
1,Short-Term Investments,26035,27985,23185,14633,44333,25333,119333,109331,7631,218631,315115,384530,246530,217065,233087,210363,212416,219235,212235,303858,Upgrade
2,Trading Asset Securities,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,1309,56342,47725,47725,47373,47317,1317,240.17,240.17,Upgrade
3,Cash & Short-Term Investments,195784,280247,123403,129548,212824,701004,590573,589460,713028,498941,520966,497308,448120,412765,405325,500981,535932,528674,389523,454103,Upgrade
4,Cash Growth,-8.01%,-60.02%,-79.10%,-78.02%,-70.15%,40.50%,13.36%,18.53%,59.12%,20.88%,28.53%,-0.73%,-16.38%,-21.92%,4.06%,10.32%,34.11%,4.62%,1.98%,30.14%,Upgrade
5,Accounts Receivable,21892,189346,7738,15276,8161,126767,6430,34958,29193,78613,18011,280322,28385,64226,30115,45985,33725,174140,45651,41327,Upgrade
6,Other Receivables,39017,8341,52676,146836,43154,248168,18443,90771,1527,216296,28772,9338,95396,117173,194131,98865,170482,98559,152323,122115,Upgrade
7,Receivables,71308,197688,62914,170611,53815,382435,26373,133129,30720,302309,46783,289661,131891,385727,421174,349177,401134,477026,402301,367769,Upgrade
8,Inventory,229002,226363,235104,225261,225992,152587,156665,150954,153425,149440,173482,270163,166088,266310,253008,251012,248722,333686,259493,260391,Upgrade
9,Prepaid Expenses,4033,3446,4583,4344,3215,3368,2512,3734,3973,3753,5027,2972,3019,2752,1758,2556,2415,6155,5640,7021,Upgrade
10,Other Current Assets,128267,5250,80232,-45456,56017,226309,363904,225763,206254,285361,255083,9570,251225,389939,362166,435156,413711,396839,384713,334405,Upgrade
11,Total Current Assets,628394,712994,506236,484308,551863,1465703,1140028,1103040,1107400,1239804,1001341,1069674,1000343,1457493,1443430,1538882,1601914,1742381,1441671,1423689,Upgrade
12,"Property, Plant & Equipment",609127,612230,619857,624954,633785,706916,710476,852564,859101,862437,871221,874395,883370,818969,854619,860748,870101,879054,890091,894579,Upgrade
13,Long-Term Investments,2085000,2083645,2093977,2095970,2095967,8936,9186,9167,9162,9157,9158,18377,9407,19293,19293,19293,19427,31064,80029,80105,Upgrade
14,Goodwill,32134,33367,34601,37209,39816,44393,49347,54467,61563,68677,75762,82847,89932,97017,104102,61841,68116,74507,80842,76207,Upgrade
15,Other Intangible Assets,55663,56293,56804,57437,58080,57839,58331,58920,59509,60097,59468,59996,60529,60906,61440,61717,62230,62744,62147,62606,Upgrade
16,Long-Term Deferred Tax Assets,266.73,307.32,349.39,391.46,407.55,310.14,340.27,183,183,90.64,93.39,61.23,61.23,64.42,206.79,64.42,250.07,73.42,73.42,73.42,Upgrade
17,Other Long-Term Assets,412861,701441,703644,707694,721457,301272,303706,164260,166857,150107,137086,137210,138355,180316,184058,124432,86476,181039,117358,126427,Upgrade
18,Total Assets,3853673,4232505,4047696,4040191,4133604,2618598,2304642,2277329,2298502,2425097,2188856,2277288,2216725,2634058,2667149,2666977,2708515,2970862,2672212,2663686,Upgrade
19,Accounts Payable,25675,253193,18653,17038,19980,84149,19073,27728,30959,77999,37464,23276,26691,31604,25157,26166,29338,44184,25578,47349,Upgrade
20,Accrued Expenses,242040,267522,240075,223637,227388,324948,250856,253159,240860,379342,354052,353443,224391,388851,248317,388382,232227,408559,363794,355203,Upgrade
21,Short-Term Debt,25297,29447,56250,24287,-,6342,8237,-,-,-,4401,6636,20000,-,-,-,-,-,-,-,Upgrade
22,Current Portion of Long-Term Debt,130000,110000,128900,123900,140288,18900,19800,18900,18900,11170,11170,2070,2070,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,26351,24039,6306,3075,38225,46495,7771,3895,15939,50525,6782,1368,3926,3214,3214,1354,6983,17238,6397,2156,Upgrade
24,Current Unearned Revenue,6404,5519,6176,4287,4855,4870,6474,9583,11658,11537,11175,9722,10559,8761,9477,10205,9676,249235,10233,11619,Upgrade
25,Other Current Liabilities,135117,259755,135178,139006,143268,265525,261847,260886,266096,137427,136540,127886,258629,134184,285577,126381,286468,144339,132680,132382,Upgrade
26,Total Current Liabilities,590884,949475,591537,535230,574005,751228,574057,574151,584412,668001,561585,524401,546266,566613,571742,552488,564692,863554,538683,548709,Upgrade
27,Long-Term Debt,1270000,1330000,1502331,1517331,1532331,132331,131431,132331,132331,142131,142131,151231,151231,153302,153302,153302,153302,153302,153302,160031,Upgrade
28,Long-Term Deferred Tax Liabilities,39506,39680,39680,39764,39851,40214,40111,63214,63214,63190,63214,63190,63190,63190,63190,63190,63190,63190,63190,63145,Upgrade
29,Other Long-Term Liabilities,39299,39966,212621,213077,213011,194536,190093,184807,180596,193476,189954,184881,181908,186462,186020,182776,178872,185393,191126,191757,Upgrade
30,Total Liabilities,1939689,2359121,2346169,2305402,2359198,1118309,935692,954503,960553,1066798,956884,923704,942595,969567,974253,951755,960056,1265439,946300,963642,Upgrade
31,Common Stock,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,Upgrade
32,Retained Earnings,-471485,-534043,-640520,-631974,-612496,-571970,-689659,-734725,-722138,-708288,-842918,-725986,-810116,-429747,-407308,-389724,-361686,-402775,-385427,-414161,Upgrade
33,Comprehensive Income & Other,11313,11313,11314,11313,11313,11313,11313,11313,11313,11313,11313,11313,11313,11313,11313,11313,11313,6330,6330,6330,Upgrade
34,Total Common Equity,1539828,1477270,1370794,1379338,1398817,1439342,1321654,1276588,1289174,1303025,1168395,1285326,1201197,1581566,1604005,1621589,1649627,1603555,1620903,1592169,Upgrade
35,Minority Interest,374157,396114,330733,355451,375589,60946,47295,46238,48775,55275,63577,68258,72933,82926,88891,93633,98833,101868,105009,107875,Upgrade
36,Shareholders' Equity,1913984,1873384,1701527,1734789,1774405,1500288,1368949,1322826,1337949,1358300,1231972,1353585,1274130,1664491,1692896,1715222,1748459,1705423,1725912,1700044,Upgrade
37,Total Liabilities & Equity,3853673,4232505,4047696,4040191,4133604,2618598,2304642,2277329,2298502,2425097,2188856,2277288,2216725,2634058,2667149,2666977,2708515,2970862,2672212,2663686,Upgrade
38,Total Debt,1425297,1469447,1687481,1665518,1672619,157573,159468,151231,151231,153302,157703,159938,173302,153302,153302,153302,153302,153302,153302,160031,Upgrade
39,Net Cash (Debt),-1229513,-1189200,-1564078,-1535970,-1459795,543431,431105,438229,561797,345639,363263,337370,274818,259464,252023,347679,382631,375373,236222,294072,Upgrade
40,Net Cash Growth,-,-,-,-,-,57.23%,18.68%,29.90%,104.42%,33.21%,44.14%,-2.97%,-28.18%,-30.88%,6.69%,18.23%,-,-,-,-,Upgrade
41,Net Cash Per Share,-6147.56,-5946.00,-7820.39,-7679.85,-7298.98,2717.16,2155.53,2191.14,2808.99,1728.19,1816.32,1686.85,1372.60,1291.78,1260.12,1738.40,1913.15,1876.86,1181.11,1470.36,Upgrade
42,Filing Date Shares Outstanding,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,Upgrade
43,Total Common Shares Outstanding,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,Upgrade
44,Working Capital,37510,-236481,-85302,-50922,-22142,714475,565970,528889,522988,571803,439756,545273,454076,890879,871688,986394,1037222,878827,902988,874981,Upgrade
45,Book Value Per Share,7699.14,7386.35,6853.97,6896.69,6994.08,7196.71,6608.27,6382.94,6445.87,6515.12,5841.97,6426.63,6005.98,7907.83,8020.03,8107.95,8248.13,8017.77,8104.52,7960.85,Upgrade
