,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1460000,1100000,1120000,1280000,1340000,1380000,1480000,1680000,1520000,1600000,1500000,1600000,3060000,2220000,1640000,1700000,1620000,1860000,1600000,1860000,1300000,Upgrade
1,Market Cap Growth,-20.29%,-20.29%,-24.32%,-23.81%,-11.84%,-13.75%,-1.33%,5.00%,-50.33%,-27.93%,-8.54%,-5.88%,88.89%,19.35%,2.50%,-8.60%,24.62%,22.37%,5.26%,20.78%,4.84%,Upgrade
2,Enterprise Value,3063669,2685314,3014811,3171420,2719065,897515,1096190,1288010,1006978,1309636,1200314,1330888,2870567,2043462,1476868,1445954,1338256,1586495,1468787,1673803,1576393,Upgrade
3,Last Close Price,7300.00,5500.00,5600.00,6400.00,6700.00,6900.00,7400.00,8400.00,7600.00,8000.00,7500.00,8000.00,15300.00,11100.00,8200.00,8500.00,8100.00,9300.00,8000.00,9300.00,6500.00,Upgrade
4,PE Ratio,8.26,6.22,16.13,-,-,-,9.20,10.30,-,-,-5.37,-,-,-,-,-,-,6.27,-,5.33,4.82,Upgrade
5,PS Ratio,1.49,1.12,1.15,1.32,1.39,1.42,1.47,1.64,1.47,1.61,1.60,3.72,7.74,5.56,2.35,2.01,1.93,2.10,2.36,1.81,1.15,Upgrade
6,PB Ratio,0.95,0.57,0.60,0.75,0.77,0.78,0.99,1.23,1.15,1.20,1.10,1.30,2.26,1.74,0.99,1.00,0.94,1.06,0.94,1.08,0.76,Upgrade
7,P/TBV Ratio,0.76,0.76,0.81,1.00,1.04,1.06,1.11,1.38,1.31,1.37,1.28,1.55,2.68,2.11,1.15,1.18,1.08,1.22,1.09,1.26,0.89,Upgrade
8,P/FCF Ratio,27.26,-,3.98,-,-,11.22,8.18,-,-,4.68,-,8.93,-158.24,-,-6.94,-,-41.75,-,-300.81,-,19.52,Upgrade
9,P/OCF Ratio,17.27,-,3.81,-,-,9.78,7.38,-,-,4.45,-,8.36,-287.55,-18.36,-11.01,-,33.02,-,154.75,-,14.98,Upgrade
10,EV/Sales Ratio,3.12,2.73,3.08,3.28,2.82,0.92,1.09,1.26,0.98,1.32,1.28,3.09,7.26,5.12,2.12,1.71,1.59,1.79,2.17,1.63,1.40,Upgrade
11,EV/EBITDA Ratio,14.95,-,14.80,17.34,-,-,4.94,5.80,4.47,6.40,-6.25,-3.49,-,-,23.06,-,-,9.22,13.60,7.57,-,Upgrade
12,EV/EBIT Ratio,19.40,-,19.73,-,-,-,7.18,8.59,-,-,-4.35,-2.82,-,-,-,-,-,16.06,62.34,13.49,-,Upgrade
13,EV/FCF Ratio,57.20,-,10.72,-,-,7.30,6.06,-,-,3.83,-,7.43,-148.44,-,-6.25,-,-34.49,-,-276.14,-,23.67,Upgrade
14,Debt / Equity Ratio,0.74,0.74,0.78,0.99,0.96,0.94,0.11,0.12,0.11,0.11,0.11,0.13,0.12,0.14,0.09,0.09,0.09,0.09,0.09,0.09,0.09,Upgrade
15,Debt / EBITDA Ratio,6.96,-,1.75,34.49,-,-,0.21,2.19,8.79,3.96,0.20,1.85,-,-,55.03,-,-,0.43,0.53,2.72,-,Upgrade
16,Debt / FCF Ratio,26.61,-,5.23,-,-,13.60,0.87,-,-,0.44,-,0.88,-8.27,-,-0.65,-,-3.95,-,-28.82,-,2.40,Upgrade
17,Asset Turnover,0.14,0.56,0.15,0.12,0.16,0.92,0.26,0.23,0.27,1.02,0.27,0.17,0.17,0.12,0.18,0.15,0.57,0.33,0.16,0.20,Upgrade,
18,Inventory Turnover,2.26,1.66,4.03,1.71,1.56,2.00,6.13,2.54,2.43,2.86,5.83,1.83,1.45,3.37,0.87,1.34,1.31,2.99,1.50,1.18,1.63,Upgrade
19,Quick Ratio,0.43,0.43,0.50,0.31,0.54,0.46,1.43,1.07,1.25,1.27,1.19,1.01,1.50,1.05,1.05,1.10,1.17,1.31,0.93,1.09,1.13,Upgrade
20,Current Ratio,1.06,1.06,0.75,0.86,0.90,0.96,1.95,1.99,1.92,1.89,1.86,1.78,2.04,1.83,2.57,2.52,2.79,2.84,2.02,2.68,2.59,Upgrade
21,Return on Equity (ROE),8.58%,46.04%,-7.10%,-9.03%,-10.62%,36.62%,13.93%,-4.55%,-3.41%,39.08%,-3.03%,-10.01%,-106.29%,-6.70%,-3.54%,-7.83%,11.78%,-3.77%,4.67%,59.71%,Upgrade,
22,Return on Assets (ROA),-1.61%,12.04%,-0.02%,-0.92%,-2.31%,17.80%,0.29%,-1.45%,-1.27%,18.71%,0.31%,-3.71%,-43.10%,-2.20%,-1.36%,-2.73%,7.04%,4.28%,0.84%,-3.32%,Upgrade,
23,Return on Capital (ROIC),-1.95%,14.81%,-0.03%,-1.09%,-3.05%,27.50%,0.44%,-2.24%,-2.00%,29.75%,0.48%,-5.63%,-64.03%,-3.19%,-1.95%,-3.89%,10.64%,6.46%,1.19%,-5.10%,Upgrade,
24,Return on Capital Employed (ROCE),4.84%,-,4.66%,-,-,-,8.17%,8.67%,-,-,-15.71%,-29.01%,-,-,-,-,-,4.61%,1.12%,5.81%,-,Upgrade
25,Earnings Yield,12.11%,16.07%,6.90%,5.38%,9.20%,9.43%,10.83%,9.68%,7.24%,5.92%,-18.58%,-27.28%,-14.42%,-19.90%,-0.47%,0.14%,3.12%,16.04%,15.12%,18.78%,20.74%,Upgrade
26,FCF Yield,3.67%,4.87%,25.11%,12.81%,13.81%,8.91%,12.23%,1.42%,5.77%,21.36%,7.82%,11.19%,-0.63%,-5.85%,-14.42%,-4.49%,-2.40%,-1.33%,-0.33%,-0.13%,5.12%,Upgrade
27,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,0.11%,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.11%,0.43%,-,-,-0.11%,-0.43%,-,-,-,-,-,-,Upgrade,
29,Total Shareholder Return,-,-,-,-,-,-,-,-,0.11%,0.43%,-,-,-0.11%,-0.43%,-,-,-,-,-,-,Upgrade,
