,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,3753,4069,4078,2878,2302,3024,5301,6900,1431,1453,1489,Upgrade
1,Market Cap Growth,41.37%,41.37%,77.17%,-4.83%,-56.59%,-56.17%,270.54%,374.74%,-3.93%,15.67%,14.13%,Upgrade
2,Enterprise Value,3895,4195,4344,3205,2646,3199,5506,7187,2000,2022,2120,Upgrade
3,Last Close Price,3.99,4.21,4.13,2.85,2.23,2.88,4.97,6.36,1.30,1.32,1.32,Upgrade
4,PE Ratio,9.31,9.97,10.09,8.67,10.44,13.71,14.69,14.16,13.28,-,9.22,Upgrade
5,Forward PE,8.31,3.40,3.40,3.40,3.40,6.55,9.61,8.46,8.75,8.70,8.70,Upgrade
6,PS Ratio,1.16,1.24,1.29,0.96,0.81,1.04,1.79,2.49,0.65,0.69,0.62,Upgrade
7,PB Ratio,1.40,1.50,1.54,1.16,0.99,1.31,2.25,2.88,0.63,0.79,0.74,Upgrade
8,P/TBV Ratio,3.00,3.00,3.24,2.60,2.40,3.29,5.84,7.69,1.99,3.65,3.59,Upgrade
9,P/FCF Ratio,10.10,10.95,9.80,10.49,31.57,-,13.82,14.44,4.37,6.32,7.32,Upgrade
10,P/OCF Ratio,7.11,7.11,7.08,6.92,8.91,9.02,10.10,12.11,3.58,4.69,4.35,Upgrade
11,PEG Ratio,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,Upgrade
12,EV/Sales Ratio,1.19,1.28,1.37,1.07,0.93,1.10,1.86,2.59,0.91,0.96,0.88,Upgrade
13,EV/EBITDA Ratio,5.67,6.63,6.95,5.84,6.61,7.52,9.42,11.55,5.83,8.80,6.33,Upgrade
14,EV/EBIT Ratio,7.07,7.61,8.07,7.07,8.66,9.62,11.16,13.47,7.80,14.42,8.73,Upgrade
15,EV/FCF Ratio,10.48,11.29,10.44,11.68,36.29,-,14.35,15.04,6.10,8.79,10.42,Upgrade
16,Debt / Equity Ratio,0.32,0.32,0.32,0.33,0.34,0.32,0.35,0.37,0.45,0.54,0.49,Upgrade
17,Debt / FCF Ratio,2.31,2.31,2.05,2.96,10.81,-,2.17,1.86,3.13,4.33,4.92,Upgrade
18,Return on Capital Employed (ROCE),16.00%,16.00%,15.84%,14.37%,10.16%,13.01%,16.50%,17.54%,8.36%,5.27%,8.42%,Upgrade
19,Earnings Yield,10.88%,10.03%,9.91%,11.53%,9.58%,7.30%,6.81%,7.06%,7.53%,-4.50%,10.85%,Upgrade
20,FCF Yield,9.90%,9.13%,10.20%,9.54%,3.17%,4.57%,7.24%,6.93%,22.91%,15.83%,13.67%,Upgrade
21,Dividend Yield,4.51%,4.03%,3.63%,3.65%,3.63%,2.81%,2.40%,1.18%,-,-,4.01%,Upgrade
22,Buyback Yield / Dilution,0.38%,0.14%,0.61%,0.24%,0.08%,0.16%,0.52%,0.46%,1.40%,2.32%,1.98%,Upgrade
23,Total Shareholder Return,4.89%,4.18%,4.25%,3.89%,3.72%,2.98%,2.91%,1.64%,1.40%,2.32%,5.99%,Upgrade
