,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1404,1316,1373,1444,1362,1398,1348,1400,565.86,666.12
1,Short-Term Investments,89.83,136.28,76.78,49.73,34.79,32.46,64.74,32.65,72.66,21.02
2,Cash & Short-Term Investments,1494,1452,1450,1494,1396,1430,1413,1432,638.52,687.15
3,Cash Growth,3.04%,-2.76%,3.80%,4.45%,-1.18%,-0.15%,121.31%,108.42%,-,-
4,Accounts Receivable,354.37,276.76,306.08,247.42,291.93,210.38,254.74,149.77,160.11,116.03
5,Other Receivables,7.03,-,-,-,-,-,8.94,-,7.72,11.2
6,Receivables,361.4,276.76,306.08,247.42,291.93,212.85,263.68,149.77,167.83,127.23
7,Restricted Cash,-,-,-,-,-,-,-,33.99,-,30.72
8,Other Current Assets,112.9,114.84,116.38,89.67,105.33,109.67,96.14,32.98,74.07,27.99
9,Total Current Assets,1968,1844,1872,1831,1794,1753,1773,1649,880.42,873.09
10,"Property, Plant & Equipment",80.24,73.33,80.28,98.37,86.38,88.64,65.2,68.22,66.96,68.28
11,Long-Term Investments,12.6,18.76,17.8,18.23,15.27,15.27,12.55,11.99,19.23,22.48
12,Goodwill,81.27,81.27,0.33,0.33,0.33,0.33,0.33,0.33,-,-
13,Other Intangible Assets,18.34,18.62,7.08,7.97,7.71,8.52,5.55,5.61,2.14,1.42
14,Long-Term Accounts Receivable,15.39,18.8,18.37,21.08,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,32.45,21.17,21.18,16.78,13.54,3.17,10.29,5.56,14.59,12.29
16,Other Long-Term Assets,11.6,26.88,1.14,0.63,0.64,4.35,-,1.1,1.51,2.65
17,Total Assets,2220,2103,2025,2001,1924,1880,1867,1748,984.85,980.21
18,Accounts Payable,209.86,166.31,159.02,178.25,141.61,120.96,136.81,85.6,129.65,80.82
19,Accrued Expenses,102.98,95.16,78.52,79.75,46.56,84.46,54.48,77.34,50.05,60.1
20,Current Portion of Leases,20.57,18.4,25.55,28.48,22.64,21.77,14.36,13.07,13.96,11.95
21,Current Income Taxes Payable,14.67,16.82,18.07,36.02,35.73,11.44,13.6,5.17,18.53,23.59
22,Current Unearned Revenue,124.09,116.99,124.98,111.72,113.36,131.94,121.66,117.57,67.31,66.89
23,Other Current Liabilities,377.09,319.42,349.45,293.38,379.52,303.33,400.33,328.29,285.58,293.57
24,Total Current Liabilities,849.25,733.1,755.59,727.59,739.43,673.89,741.24,627.02,565.08,536.91
25,Long-Term Leases,38.42,34.51,39.27,51.33,28.75,35.76,24.28,28.9,33.84,36.21
26,Long-Term Deferred Tax Liabilities,1.02,1.19,0.32,0.36,0.41,0.45,0.49,0.54,-,-
27,Other Long-Term Liabilities,26.74,26,-,-,-,-,-,-,-,-
28,Total Liabilities,920.58,799.94,800.2,784.28,773.67,715.37,771.34,661.75,606.7,580.33
29,Common Stock,373.5,373.5,373.5,373.5,373.5,373.5,373.5,373.5,270,270
30,Retained Earnings,320.56,321.71,265.01,254.49,195.68,216.64,150.8,136.45,86.39,111.18
31,Comprehensive Income & Other,550.74,550.62,551.53,551.64,551.59,551.59,555.93,556.34,11.12,11.46
32,Total Common Equity,1245,1246,1190,1180,1121,1142,1080,1066,367.52,392.64
33,Minority Interest,54.48,57.14,34.97,37.12,29.98,22.47,15.29,20.27,10.64,7.24
34,Shareholders' Equity,1299,1303,1225,1217,1151,1164,1096,1087,378.16,399.89
35,Total Liabilities & Equity,2220,2103,2025,2001,1924,1880,1867,1748,984.85,980.21
36,Total Debt,58.99,52.91,64.82,79.81,51.39,57.53,38.64,41.97,47.81,48.15
37,Net Cash (Debt),1435,1400,1385,1414,1345,1373,1374,1390,590.72,638.99
38,Net Cash Growth,3.61%,-1.01%,2.95%,3.01%,-2.14%,-1.27%,132.68%,117.56%,-,-
39,Net Cash Per Share,3.84,3.75,3.71,3.79,3.60,3.67,3.68,3.76,2.19,2.37
40,Filing Date Shares Outstanding,373.5,373.5,373.5,373.5,373.5,373.5,373.5,373.5,373.5,270
41,Total Common Shares Outstanding,373.5,373.5,373.5,373.5,373.5,373.5,373.5,373.5,270,270
42,Working Capital,1119,1111,1116,1103,1054,1079,1032,1022,315.35,336.17
43,Book Value Per Share,3.33,3.34,3.19,3.16,3.00,3.06,2.89,2.85,1.36,1.45
44,Tangible Book Value,1145,1146,1183,1171,1113,1133,1074,1060,365.38,391.22
45,Tangible Book Value Per Share,3.07,3.07,3.17,3.14,2.98,3.03,2.88,2.84,1.35,1.45
46,Buildings,-,3.82,-,3.82,-,3.82,-,3.82,-,3.82
47,Machinery,-,57.17,-,53.69,-,50.29,-,43.63,-,36.61
48,Leasehold Improvements,-,28.57,-,25.67,-,16.96,-,11.03,-,6.13
