,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,788,870,874,975,1042,1031,1337,1868,2308,-,-
1,Market Cap Growth,-10.73%,-10.73%,-16.13%,-5.43%,-22.07%,-44.80%,-42.07%,-,-,-,-
2,Enterprise Value,-695,-609,-585,-582,-498,-626,-298,268,1672,-,-
3,Last Close Price,2.11,2.33,2.16,2.41,2.40,2.38,2.81,3.78,4.67,-,-
4,PE Ratio,6.09,6.72,6.19,6.93,7.61,7.15,7.91,12.59,18.53,-,-
5,Forward PE,-,5.59,4.91,4.95,5.80,4.82,6.33,9.36,-,-,-
6,PS Ratio,0.45,0.50,0.52,0.63,0.66,0.65,0.82,1.19,1.65,-,-
7,PB Ratio,0.59,0.62,0.61,0.74,0.76,0.76,0.94,1.42,1.79,-,-
8,P/TBV Ratio,0.71,0.71,0.69,0.76,0.79,0.79,0.96,1.45,1.83,-,-
9,P/FCF Ratio,3.71,4.09,6.33,-,4.70,-,10.90,10.29,11.25,-,-
10,P/OCF Ratio,3.79,3.79,5.70,-,4.25,-,9.23,9.59,10.65,-,-
11,PEG Ratio,0.32,0.32,0.32,0.32,0.32,0.26,0.25,-,-,-,-
12,EV/Sales Ratio,-,-,-,-,-,-,-,0.17,1.19,-,-
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,0.90,6.75,-,-
14,EV/EBIT Ratio,-,-,-,-,-,-,-,0.96,7.07,-,-
15,EV/FCF Ratio,-3.27,-,-,-,-,-,-,1.48,8.14,-,-
16,Debt / Equity Ratio,0.05,0.05,0.04,0.05,0.07,0.04,0.05,0.04,0.04,0.13,0.12
17,Debt / FCF Ratio,0.30,0.30,0.42,-,0.41,-,0.58,0.26,0.24,0.30,0.36
18,Return on Capital Employed (ROCE),11.88%,11.88%,12.59%,11.03%,8.80%,13.93%,17.39%,20.55%,17.77%,37.92%,31.84%
19,Earnings Yield,16.42%,14.87%,16.15%,14.44%,13.14%,13.99%,12.64%,7.94%,5.40%,-,-
20,FCF Yield,26.97%,24.42%,15.81%,23.92%,21.29%,2.47%,9.18%,9.71%,8.89%,-,-
21,Buyback Yield / Dilution,-,-,-,-,-,-1.07%,-38.33%,-36.86%,-0.26%,-,
22,Total Shareholder Return,9.01%,-,-,-,-,-,-1.07%,-38.33%,-36.86%,-0.26%,-
