,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,813.69,802.12,712.36,718.64,669.55,692.47,628.01,671.77,508.78,568.51
1,Revenue Growth (YoY),14.23%,11.62%,6.39%,3.78%,6.61%,3.08%,23.43%,18.16%,18.74%,-
2,Cost of Revenue,685.83,673.37,585.87,600.65,539,568.64,489.1,526.13,403.63,462.38
3,Gross Profit,127.87,128.75,126.49,117.99,130.56,123.83,138.91,145.64,105.15,106.14
4,"Selling, General & Admin",37.98,48.1,30.27,47.78,34.79,54.87,27.36,38.15,27.82,30.26
5,Other Operating Expenses,-1,-1.95,-3.69,27.84,21.32,-24.97,-7.16,-9.55,-3.96,-3.14
6,Operating Expenses,40.79,52.94,29.85,74.65,61.77,27.51,25.5,27.7,23.86,28.23
7,Operating Income,87.08,75.81,96.64,43.34,68.79,96.32,113.41,117.94,81.29,77.91
8,Interest Expense,-1.99,-1.37,-1.7,-2.25,-1.34,-1.53,-0.83,-0.87,-1.26,-1.05
9,Interest & Investment Income,7.79,10.69,11.19,9.98,6.27,4.88,4.48,5.64,3.04,6.54
10,Earnings From Equity Investments,-0.57,5.02,-0.43,2.95,0.02,2.65,-0.11,1.01,1,2.36
11,Currency Exchange Gain (Loss),0,-0.21,0.02,34.03,28.08,-10.82,-7.13,-51.48,-,0.01
12,Other Non Operating Income (Expenses),-,-0.3,-,-,-,-,-,-,-,-
13,EBT Excluding Unusual Items,92.3,89.64,105.73,88.04,101.81,91.5,109.83,72.24,84.06,85.77
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,0.11,-,0.44,0.43,-2.43
15,Gain (Loss) on Sale of Assets,-0.08,-0.6,-0.03,2.61,-0,-0.07,0.02,-0.09,-0.02,-0.02
16,Other Unusual Items,-0.03,1.01,-,0.09,-,0.52,-,-,-,-
17,Pretax Income,92.19,90.06,105.7,90.74,101.8,92.05,109.84,72.59,84.48,83.32
18,Income Tax Expense,20.85,24.98,27.24,24.41,32.35,23.74,27.37,18.83,22.09,20.69
19,Earnings From Continuing Operations,71.35,65.08,78.46,66.34,69.46,68.31,82.48,53.76,62.39,62.63
20,Minority Interest in Earnings,-7.88,-8.1,-7.34,-7.17,-7.51,-7.16,-5.9,-7.05,-4.2,-3.1
21,Net Income,63.47,56.99,71.11,59.16,61.95,61.14,76.57,46.71,58.19,59.53
22,Net Income to Common,63.47,56.99,71.11,59.16,61.95,61.14,76.57,46.71,58.19,59.53
23,Net Income Growth,-10.75%,-3.68%,14.79%,-3.24%,-19.10%,30.89%,31.59%,-21.53%,27.38%,-
24,Shares Outstanding (Basic),374,374,374,374,374,374,374,370,270,270
25,Shares Outstanding (Diluted),374,374,374,374,374,374,374,370,270,270
26,Shares Change (YoY),-,-,-,-,-,1.07%,38.33%,36.86%,0.26%,-
27,EPS (Basic),0.17,0.15,0.19,0.16,0.17,0.16,0.21,0.13,0.22,0.22
28,EPS (Diluted),0.17,0.15,0.19,0.16,0.17,0.16,0.21,0.13,0.22,0.22
29,EPS Growth,-10.75%,-3.68%,14.79%,-3.24%,-19.10%,29.50%,-4.87%,-42.67%,27.05%,-
30,Free Cash Flow,33.31,164.49,-39.1,254.93,-58.68,80.43,19.55,131.29,41.55,115.51
31,Free Cash Flow Per Share,0.09,0.44,-0.10,0.68,-0.16,0.22,0.05,0.36,0.15,0.43
32,Operating Margin,10.70%,9.45%,13.57%,6.03%,10.27%,13.91%,18.06%,17.56%,15.98%,13.70%
33,Profit Margin,7.80%,7.10%,9.98%,8.23%,9.25%,8.83%,12.19%,6.95%,11.44%,10.47%
34,Free Cash Flow Margin,4.09%,20.51%,-5.49%,35.47%,-8.76%,11.61%,3.11%,19.54%,8.17%,20.32%
35,EBITDA,104.13,76.63,115.34,40.35,87.33,98.18,125.16,122.48,85.94,83.46
36,D&A For EBITDA,17.05,0.82,18.7,-2.98,18.54,1.87,11.75,4.53,4.66,5.55
37,EBIT,87.08,75.81,96.64,43.34,68.79,96.32,113.41,117.94,81.29,77.91
