,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,785.21,740.42,708.92,693.88,907.55,1084,1189,1109,955.56,1157,Upgrade
1,Other Revenue,-,4.43,-,3.54,-,2.32,-,-,-,-,Upgrade
2,Revenue,785.21,744.85,708.92,697.42,907.55,1087,1189,1109,955.56,1157,Upgrade
3,Revenue Growth (YoY),10.76%,6.80%,-21.89%,-35.82%,-23.67%,-2.04%,24.43%,-4.09%,-14.77%,-4.73%,Upgrade
4,Cost of Revenue,344.19,360.93,331.32,320.36,381.53,447.29,456.3,430.93,378.35,462.12,Upgrade
5,Gross Profit,441.02,383.92,377.6,377.06,526.02,639.4,732.73,678.38,577.21,694.55,Upgrade
6,"Selling, General & Admin",215.46,208.27,204.32,201.12,238.02,272.36,300.31,291.82,262.28,295.61,Upgrade
7,Other Operating Expenses,164.33,155.62,140.26,138.4,157.49,140.66,203.47,185.1,154.12,217.06,Upgrade
8,Operating Expenses,467.34,449.02,429.56,416.63,471.68,489.99,582.74,547.71,491.71,607.89,Upgrade
9,Operating Income,-26.31,-65.1,-51.95,-39.57,54.34,149.41,149.99,130.68,85.5,86.66,Upgrade
10,Interest Expense,-0.13,-0.18,-0.23,-0.2,-0.17,-0.21,-0.25,-0.26,-0.25,-0.28,Upgrade
11,Interest & Investment Income,4.58,4.2,4.17,4.82,7.48,9.31,6.88,6.03,7.55,7.9,Upgrade
12,Currency Exchange Gain (Loss),-1.71,1.02,-3.87,-6.77,-14.59,4.86,0.38,4.53,-0.73,-1.23,Upgrade
13,EBT Excluding Unusual Items,-23.57,-60.07,-51.88,-41.71,47.06,163.38,157,140.99,92.07,93.06,Upgrade
14,Gain (Loss) on Sale of Assets,0.91,6.01,1.83,5.22,4.61,3.75,4.36,2.26,2.06,22.04,Upgrade
15,Asset Writedown,-5.1,-7,-1.5,4.5,2,-5,-8,-12,-4.5,-12.3,Upgrade
16,Other Unusual Items,-,-,-,-0.24,0.24,-,-,-,-,-,Upgrade
17,Pretax Income,-27.76,-61.06,-51.55,-32.23,53.9,162.12,153.37,131.24,89.63,102.8,Upgrade
18,Income Tax Expense,-3.84,-20.14,-20.05,-7.06,12.91,42.32,45.33,17.29,22.5,23.61,Upgrade
19,Earnings From Continuing Operations,-23.92,-40.93,-31.51,-25.17,40.99,119.8,108.04,113.95,67.13,79.19,Upgrade
20,Net Income,-23.92,-40.93,-31.51,-25.17,40.99,119.8,108.04,113.95,67.13,79.19,Upgrade
21,Net Income to Common,-23.92,-40.93,-31.51,-25.17,40.99,119.8,108.04,113.95,67.13,79.19,Upgrade
22,Net Income Growth,-,-,-,-,-62.06%,5.13%,60.95%,43.90%,-4.31%,69.73%,Upgrade
23,Shares Outstanding (Basic),632,632,632,632,632,632,632,632,632,632,Upgrade
24,Shares Outstanding (Diluted),632,632,632,632,632,632,632,632,632,632,Upgrade
25,EPS (Basic),-0.04,-0.06,-0.05,-0.04,0.06,0.19,0.17,0.18,0.11,0.13,Upgrade
26,EPS (Diluted),-0.04,-0.06,-0.05,-0.04,0.06,0.19,0.17,0.18,0.11,0.13,Upgrade
27,EPS Growth,-,-,-,-,-62.06%,5.13%,60.95%,43.90%,-4.31%,69.73%,Upgrade
28,Free Cash Flow,80.02,35.9,-71.62,-12.72,-92.75,-29.67,182.09,111.73,129.91,101.46,Upgrade
29,Free Cash Flow Per Share,0.13,0.06,-0.11,-0.02,-0.15,-0.05,0.29,0.18,0.21,0.16,Upgrade
30,Dividend Per Share,0.050,0.050,0.050,0.060,0.060,0.200,0.150,0.180,0.100,0.110,Upgrade
31,Dividend Growth,0%,-16.67%,-16.67%,-70.00%,-60.00%,11.11%,50.00%,63.64%,-9.09%,-8.33%,Upgrade
32,Operating Margin,-3.35%,-8.74%,-7.33%,-5.67%,5.99%,13.75%,12.61%,11.78%,8.95%,7.49%,Upgrade
33,Profit Margin,-3.05%,-5.49%,-4.44%,-3.61%,4.52%,11.02%,9.09%,10.27%,7.02%,6.85%,Upgrade
34,Free Cash Flow Margin,10.19%,4.82%,-10.10%,-1.82%,-10.22%,-2.73%,15.31%,10.07%,13.59%,8.77%,Upgrade
35,EBITDA,55.83,16.44,29.77,37.87,129.7,223.43,224.16,199.47,154.61,165.58,Upgrade
36,D&A For EBITDA,82.14,81.54,81.72,77.44,75.36,74.02,74.17,68.79,69.11,78.92,Upgrade
37,EBIT,-26.31,-65.1,-51.95,-39.57,54.34,149.41,149.99,130.68,85.5,86.66,Upgrade
