,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,758,758,916,1257,1706,2230,2362,2135,1649,1301,1636,Upgrade
1,Market Cap Growth,-39.70%,-39.70%,-46.30%,-43.63%,-27.81%,4.44%,43.30%,64.08%,0.77%,-29.45%,-24.49%,Upgrade
2,Enterprise Value,285,327,451,725,968,1287,1362,1152,763,474,870,Upgrade
3,Last Close Price,1.20,1.15,1.34,1.78,2.34,2.99,3.01,2.61,1.87,1.41,1.68,Upgrade
4,PE Ratio,-,-,-,-,-,13.87,10.37,9.62,9.10,8.89,10.96,Upgrade
5,Forward PE,-,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,Upgrade
6,PS Ratio,0.50,0.50,0.63,0.89,1.06,1.12,1.04,0.93,0.80,0.62,0.72,Upgrade
7,PB Ratio,0.44,0.44,0.51,0.68,0.86,1.06,1.04,0.96,0.72,0.63,0.77,Upgrade
8,P/TBV Ratio,0.44,0.44,0.51,0.68,0.86,1.06,1.04,0.96,0.72,0.63,0.77,Upgrade
9,P/FCF Ratio,6.54,6.54,-25.64,-,-,-,-,7.27,6.82,5.62,6.55,Upgrade
10,P/OCF Ratio,4.34,4.34,11.86,-,22.19,21.70,6.68,4.69,4.65,4.24,4.92,Upgrade
11,EV/Sales Ratio,0.19,0.21,0.31,0.52,0.60,0.65,0.60,0.50,0.37,0.22,0.38,Upgrade
12,EV/EBITDA Ratio,3.66,4.53,9.77,10.73,5.78,3.65,3.04,2.72,2.16,1.48,2.65,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,6.32,4.55,4.10,3.53,2.75,5.38,Upgrade
14,EV/FCF Ratio,2.46,2.82,-12.64,-,-,-,-,3.92,3.16,2.05,3.49,Upgrade
15,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,Upgrade
16,Debt / FCF Ratio,0.04,0.04,-0.18,-,-,-,-,0.04,0.06,0.05,0.06,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,-,-,9.14%,12.45%,11.97%,8.99%,7.82%,7.23%,Upgrade
18,Earnings Yield,-8.55%,-8.55%,-7.91%,-4.51%,0.93%,7.21%,9.64%,10.40%,10.98%,11.24%,9.13%,Upgrade
19,FCF Yield,15.29%,15.29%,-3.90%,-6.71%,-6.18%,-5.49%,6.45%,13.76%,14.66%,17.78%,15.26%,Upgrade
20,Dividend Yield,8.33%,8.69%,7.46%,6.18%,5.12%,8.68%,11.65%,12.63%,15.00%,14.91%,13.07%,Upgrade
21,Total Shareholder Return,8.33%,8.69%,7.46%,6.18%,5.12%,8.68%,11.65%,12.63%,15.00%,14.91%,13.07%,Upgrade
