,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Aug '19 Aug 31, 2019"
0,Market Capitalization,80,73,74,97,95,155,349,349,434,406,-
1,Market Cap Growth,-24.64%,-24.64%,-22.06%,-37.84%,-72.69%,-55.42%,-19.68%,-14.14%,-,-,-
2,Enterprise Value,-190,-195,-92,-81,-93,7,198,198,265,233,-
3,Last Close Price,0.06,0.05,0.05,0.07,0.07,0.11,0.25,0.25,0.31,0.29,-
4,PE Ratio,4.30,3.93,-,2.24,2.38,-87.43,-,18.78,-21.91,-,-
5,PS Ratio,0.07,0.07,0.08,0.15,0.18,0.27,0.57,0.82,2.08,2.14,-
6,PB Ratio,0.24,0.22,0.24,0.32,0.33,0.61,1.41,1.33,1.73,1.68,-
7,P/TBV Ratio,0.22,0.22,0.24,0.32,0.33,0.61,1.41,1.33,1.73,1.68,-
8,P/FCF Ratio,0.79,0.72,0.88,-,-,4.12,-,162.07,-37.38,-,-
9,P/OCF Ratio,0.69,0.69,0.83,-,-,4.13,-,58.76,-40.27,-,-
10,EV/Sales Ratio,-,-,-,-,-,0.01,0.32,0.47,1.27,1.22,-
11,EV/EBITDA Ratio,-,-,-,-,-,-0.50,-,14.15,-8.83,-,-
12,EV/EBIT Ratio,-,-,-,-,-,-0.39,-,25.09,-7.15,-,-
13,EV/FCF Ratio,-1.87,-,-,-,-,0.18,-,91.99,-22.78,-,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-,-,-,-
15,Debt / FCF Ratio,0.01,0.01,0.02,-,-,0.03,-,-,-,-,-
16,Return on Capital Employed (ROCE),3.37%,3.37%,-,16.52%,14.09%,-6.84%,-,3.02%,-14.72%,-,-
17,Earnings Yield,23.23%,25.47%,20.94%,44.70%,42.10%,-1.14%,-0.51%,5.33%,-4.56%,-1.91%,-
18,FCF Yield,127.19%,139.42%,113.03%,-32.43%,31.54%,24.27%,-2.35%,0.62%,-2.68%,-7.65%,-
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-33.33%,-,-,
20,Total Shareholder Return,-,-,-,-,-,-,-,-33.33%,-,-,
