,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Aug '19 Aug 31, 2019"
0,Cash & Equivalents,27.09,26.57,6.71,9.91,17.03,9.14,26.07,6.86,27.63,-
1,Short-Term Investments,16.13,17.67,22,20.7,16.64,16.87,0.55,20.53,2.12,-
2,Trading Asset Securities,2.07,2.03,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,45.28,46.26,28.71,30.61,33.67,26.01,26.62,27.39,29.75,-
4,Cash Growth,57.70%,51.16%,-14.73%,17.68%,26.50%,-5.05%,-10.52%,-,-,-
5,Accounts Receivable,45.78,25.89,28.22,24.96,13.32,17.5,14.99,12.05,2.98,-
6,Other Receivables,0.15,0.69,0.51,0.37,0.19,0.4,0.2,0.76,0.63,-
7,Receivables,45.93,26.58,28.73,25.33,13.5,17.91,15.19,12.81,3.6,-
8,Inventory,0.43,0.03,0.05,0.07,0.05,0.05,0.05,0.08,-,-
9,Prepaid Expenses,3.15,0.82,0.5,0.47,0.36,0.51,0.43,0.82,2.02,-
10,Other Current Assets,0.65,0.65,0.71,0.71,-,-,1.01,-,-,-
11,Total Current Assets,95.43,74.35,58.69,57.17,47.59,44.48,43.3,41.1,35.37,-
12,"Property, Plant & Equipment",2.95,3.22,2.62,2.75,2.78,2.97,2.92,2.51,2.68,-
13,Long-Term Accounts Receivable,17.64,16.94,17.37,13.15,15.1,13.02,7.94,6.35,7.24,-
14,Other Long-Term Assets,4.27,4.33,4.4,4.47,4.96,4.32,4.57,4.63,4.58,-
15,Total Assets,120.29,98.83,83.07,77.53,70.43,64.79,58.72,54.59,49.87,-
16,Accounts Payable,40.07,28.92,16.62,18.78,9.92,16.61,7.92,8.05,1.75,-
17,Accrued Expenses,0.99,4.67,1.87,1.86,1.44,1.1,1.05,1.56,0.02,-
18,Current Portion of Leases,0.19,0.15,0.03,0.05,0.09,0.09,-,-,-,-
19,Current Income Taxes Payable,1.01,0.71,1.56,1.79,0.75,0.41,0.6,0.19,2.89,-
20,Current Unearned Revenue,11.04,5.7,3.38,4.34,10.11,2.5,1.73,0.93,1.57,-
21,Other Current Liabilities,11.62,6.18,6.99,0.89,2.54,0.93,2.23,0.7,1.11,-
22,Total Current Liabilities,64.93,46.33,30.45,27.71,24.84,21.64,13.53,11.44,7.34,-
23,Long-Term Leases,-,0.09,0.07,0.09,0.1,0.14,-,-,-,-
24,Long-Term Deferred Tax Liabilities,0.07,0.07,0.06,0.06,0.08,0.08,0.03,0.03,0.06,-
25,Total Liabilities,64.99,46.49,30.58,27.86,25.03,21.86,13.56,11.47,7.4,-
26,Common Stock,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,-
27,Additional Paid-In Capital,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,-
28,Retained Earnings,36.83,33.6,33.72,30.93,26.29,24.06,26.6,24.36,23.39,-
29,Comprehensive Income & Other,0.55,0.82,0.83,0.82,1.19,0.94,0.63,0.84,1.15,-
30,Shareholders' Equity,55.3,52.35,52.49,49.68,45.4,42.93,45.16,43.13,42.47,-
31,Total Liabilities & Equity,120.29,98.83,83.07,77.53,70.43,64.79,58.72,54.59,49.87,-
32,Total Debt,0.19,0.25,0.1,0.13,0.2,0.23,-,-,-,-
33,Net Cash (Debt),45.09,46.02,28.61,30.47,33.47,25.78,26.62,27.39,29.75,-
34,Net Cash Growth,57.61%,51.02%,-14.53%,18.20%,25.75%,-5.88%,-10.52%,-,-,-
35,Net Cash Per Share,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-
36,Filing Date Shares Outstanding,1400,1400,1400,1400,1400,1400,1400,1400,1400,1050
37,Total Common Shares Outstanding,1400,1400,1400,1400,1400,1400,1400,1400,1400,1050
38,Working Capital,30.51,28.02,28.23,29.46,22.75,22.84,29.77,29.66,28.03,-
39,Book Value Per Share,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,-
40,Tangible Book Value,55.3,52.35,52.49,49.68,45.4,42.93,45.16,43.13,42.47,-
41,Tangible Book Value Per Share,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,-
42,Buildings,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,-
43,Machinery,3.24,3.2,2.93,2.88,2.65,2.62,2.71,2.25,2.21,-
