,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,2060,2289,1762,2273,3564,3457,5123,5560,7028,5080,5272,Upgrade
1,Market Cap Growth,0.71%,0.71%,-50.54%,-34.26%,-30.44%,-37.82%,-27.11%,9.44%,33.31%,-33.26%,-48.38%,Upgrade
2,Enterprise Value,2686,2895,2200,2419,3436,3495,5160,5430,6875,5026,4864,Upgrade
3,Last Close Price,1.48,1.56,1.16,1.42,2.17,1.99,2.81,2.89,3.47,2.41,2.37,Upgrade
4,PE Ratio,13.85,15.31,10.55,15.69,13.27,7.31,8.95,8.02,9.74,7.19,7.09,Upgrade
5,Forward PE,-,7.13,5.51,7.22,5.99,5.78,6.92,7.42,8.28,7.38,6.13,Upgrade
6,PS Ratio,0.41,0.45,0.38,0.50,0.71,0.61,0.84,0.91,1.31,1.04,0.96,Upgrade
7,PB Ratio,0.69,0.76,0.59,0.76,1.15,1.08,1.49,1.62,2.10,1.58,1.76,Upgrade
8,P/TBV Ratio,0.76,0.76,0.61,0.76,1.18,1.09,1.52,1.62,2.14,1.58,1.81,Upgrade
9,P/FCF Ratio,-,-,-,-,-,4.69,12.30,-,14.00,9.95,7.71,Upgrade
10,P/OCF Ratio,6.20,6.20,3.26,3.64,4.59,3.46,8.86,17.80,11.36,7.93,6.11,Upgrade
11,EV/Sales Ratio,0.53,0.57,0.47,0.53,0.68,0.62,0.85,0.89,1.28,1.03,0.89,Upgrade
12,EV/EBITDA Ratio,5.72,6.45,4.88,5.66,6.36,5.13,6.45,5.89,7.74,5.52,4.76,Upgrade
13,EV/EBIT Ratio,9.92,11.33,8.06,9.13,9.02,6.87,8.22,7.23,9.53,6.67,5.54,Upgrade
14,EV/FCF Ratio,-29.50,-,-,-,-,4.74,12.39,-,13.69,9.84,7.12,Upgrade
15,Debt / Equity Ratio,0.41,0.41,0.50,0.43,0.48,0.55,0.47,0.36,0.24,0.28,0.29,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,2.38,3.88,-,1.62,1.74,1.26,Upgrade
17,Return on Capital Employed (ROCE),7.67%,7.67%,8.23%,8.22%,11.41%,14.87%,17.05%,20.40%,20.12%,21.82%,27.43%,Upgrade
18,Earnings Yield,7.26%,6.53%,9.48%,6.37%,7.54%,13.69%,11.18%,12.47%,10.27%,13.92%,14.10%,Upgrade
19,FCF Yield,-4.42%,-3.98%,-18.60%,-12.90%,7.66%,21.33%,8.13%,3.60%,7.14%,10.05%,12.97%,Upgrade
20,Dividend Yield,8.11%,7.68%,10.32%,7.73%,8.74%,14.59%,12.45%,14.87%,12.66%,16.60%,18.55%,Upgrade
21,Buyback Yield / Dilution,0.53%,0.56%,0.49%,0.43%,0.19%,-,-0.00%,0.00%,2.07%,2.43%,0.37%,Upgrade
22,Total Shareholder Return,8.63%,8.25%,10.81%,8.16%,8.93%,14.59%,12.45%,14.87%,14.73%,19.03%,18.93%,Upgrade
