,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,548.09,893.89,808.78,1187,1554,1545,965.81,946.15,996.71,767.14,Upgrade
1,Short-Term Investments,65.04,1.05,55.79,160.38,292.72,-,227.72,11.32,57.33,161.65,Upgrade
2,Trading Asset Securities,-,-,-,-,40.09,44.02,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,613.13,894.94,864.57,1347,1887,1589,1194,957.48,1054,928.79,Upgrade
4,Cash Growth,-29.08%,-33.58%,-54.19%,-15.21%,58.12%,65.97%,13.23%,3.09%,-0.71%,28.84%,Upgrade
5,Accounts Receivable,989.15,735.68,865.47,827.69,996.04,945.59,1189,863.55,1001,741.99,Upgrade
6,Other Receivables,3.15,41.43,1.22,53.91,2.01,27.6,14.34,52.82,21.44,60.88,Upgrade
7,Receivables,992.3,777.11,866.68,881.6,998.04,973.19,1203,916.37,1023,802.87,Upgrade
8,Inventory,1125,1067,990.1,978.41,1168,1248,1314,1248,1111,1160,Upgrade
9,Prepaid Expenses,-,9.64,-,25,-,9.39,-,5.21,-,8.75,Upgrade
10,Other Current Assets,-,0.89,-,0.71,-,0.42,0.93,15.92,7.72,0.3,Upgrade
11,Total Current Assets,2731,2749,2721,3233,4054,3820,3712,3143,3195,2901,Upgrade
12,"Property, Plant & Equipment",2467,2411,2185,1678,1487,1591,1607,1581,1599,1460,Upgrade
13,Long-Term Investments,251.34,251.54,297.73,316.3,361.08,359.8,345.6,347.93,337.11,324.34,Upgrade
14,Other Intangible Assets,-,48.67,-,45.33,-,44.34,-,52.67,-,68.23,Upgrade
15,Long-Term Deferred Tax Assets,19.49,17.21,19.63,19.63,19.63,19.24,17.86,15.53,17.3,19.58,Upgrade
16,Other Long-Term Assets,94.45,88.14,151.49,236.73,154.11,110.02,50.99,71.74,25.55,39.91,Upgrade
17,Total Assets,5563,5566,5375,5529,6075,5944,5733,5211,5175,4813,Upgrade
18,Accounts Payable,872.83,629.76,730.76,629.09,852.87,592.69,690.69,718.62,792.18,645.69,Upgrade
19,Accrued Expenses,180.13,112.72,196.6,100.87,129.96,101.76,190.72,117.33,156.68,123.5,Upgrade
20,Short-Term Debt,1097,1354,1155,1320,1591,1454,1062,645.44,733.99,737.19,Upgrade
21,Current Portion of Leases,7.55,7.68,8.36,25.81,34.8,27.14,25.66,34.04,6.09,0.77,Upgrade
22,Current Income Taxes Payable,77.88,77.14,59.57,33.66,47.84,50.38,83.48,57.75,28.14,38.89,Upgrade
23,Current Unearned Revenue,-,11.51,-,7.52,-,5.5,-,10.38,-,18.9,Upgrade
24,Other Current Liabilities,-,54.83,0.06,73.74,-,30.51,0.29,41.1,1.94,48.45,Upgrade
25,Total Current Liabilities,2235,2248,2150,2191,2656,2262,2053,1625,1719,1613,Upgrade
26,Long-Term Debt,125.3,126.16,126.17,126.58,126.58,126.22,125.53,125.38,124.99,125.05,Upgrade
27,Long-Term Leases,-,0.13,-,7.5,0.41,7.97,7.97,7.18,25.46,0.37,Upgrade
28,Long-Term Unearned Revenue,-,10.33,-,-,-,-,-,-,-,-,Upgrade
29,Long-Term Deferred Tax Liabilities,49.55,43.52,66.55,73.38,66.12,79.85,71.56,63.22,60.05,50.99,Upgrade
30,Other Long-Term Liabilities,150.83,171.27,29.03,42.32,36.99,37.96,38.48,37.31,27.32,26.31,Upgrade
31,Total Liabilities,2561,2600,2372,2441,2886,2514,2296,1858,1957,1816,Upgrade
32,Common Stock,1.4,1.4,1.4,1.41,1.41,1.41,1.41,1.41,1.41,1.44,Upgrade
33,Additional Paid-In Capital,1274,1279,1285,1296,1303,1303,1303,1303,1303,1399,Upgrade
34,Retained Earnings,1621,1584,1624,1556,1747,1696,1767,1730,1695,1573,Upgrade
35,Treasury Stock,-,-,-,-,-,-,-,-,-,-88.04,Upgrade
36,Comprehensive Income & Other,96.38,89.89,79.78,221.84,130.58,418.51,355.42,303.2,207.53,100.45,Upgrade
37,Total Common Equity,2993,2954,2991,3075,3182,3419,3427,3338,3207,2986,Upgrade
38,Minority Interest,9.62,12.18,12.6,13.71,7.33,11.4,9.58,15.7,10.89,11.13,Upgrade
39,Shareholders' Equity,3002,2966,3003,3089,3189,3431,3437,3354,3218,2997,Upgrade
40,Total Liabilities & Equity,5563,5566,5375,5529,6075,5944,5733,5211,5175,4813,Upgrade
41,Total Debt,1230,1488,1289,1480,1752,1615,1221,812.04,890.54,863.38,Upgrade
42,Net Cash (Debt),-616.61,-593.52,-424.78,-132.67,134.76,-25.87,-27.53,145.44,163.5,65.41,Upgrade
43,Net Cash Growth,-,-,-,-,-,-,-,122.37%,-60.26%,-76.19%,Upgrade
44,Net Cash Per Share,-0.44,-0.42,-0.30,-0.09,0.10,-0.02,-0.02,0.10,0.12,0.05,Upgrade
45,Filing Date Shares Outstanding,1396,1399,1403,1409,1411,1411,1411,1411,1411,1413,Upgrade
46,Total Common Shares Outstanding,1396,1399,1403,1409,1411,1411,1411,1411,1411,1413,Upgrade
47,Working Capital,495.27,501.22,571.17,1042,1398,1558,1659,1518,1476,1287,Upgrade
48,Book Value Per Share,2.14,2.11,2.13,2.18,2.25,2.42,2.43,2.37,2.27,2.11,Upgrade
49,Tangible Book Value,2993,2906,2991,3030,3182,3375,3427,3285,3207,2918,Upgrade
50,Tangible Book Value Per Share,2.14,2.08,2.13,2.15,2.25,2.39,2.43,2.33,2.27,2.06,Upgrade
51,Buildings,-,1274,-,1213,-,1249,-,1209,-,1173,Upgrade
52,Machinery,-,2763,-,2698,-,2658,-,2591,-,2509,Upgrade
53,Construction In Progress,-,1133,-,363.3,-,150.26,-,83.79,-,46.49,Upgrade
54,Leasehold Improvements,-,549.91,-,525.36,-,482.18,-,466.43,-,432.97,Upgrade
