,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,7203,7823,6522,7247,5684,5878,4135,4493,3679,4826,Upgrade
1,Revenue Growth (YoY),10.44%,7.95%,14.76%,23.28%,37.45%,30.84%,12.39%,-6.90%,9.60%,32.06%,Upgrade
2,Cost of Revenue,3889,4571,3725,4342,3297,3437,2406,2784,2190,2773,Upgrade
3,Gross Profit,3314,3253,2797,2905,2387,2442,1729,1709,1489,2053,Upgrade
4,"Selling, General & Admin",2493,2762,2147,2442,1702,1824,1257,1396,1192,1707,Upgrade
5,Other Operating Expenses,-245.24,-84.11,-285.19,-50.52,-201.92,-48.04,-167.08,-46.15,-161.55,-60.18,Upgrade
6,Operating Expenses,2247,2678,1861,2391,1500,1776,1090,1350,1030,1647,Upgrade
7,Operating Income,1067,574.68,935.76,513.66,886.4,665.91,639.69,359.35,459.18,406.43,Upgrade
8,Interest Expense,-77.23,-99.91,-84.53,-71.82,-36.32,-39.02,-38.18,-62.16,-77.42,-74.72,Upgrade
9,Interest & Investment Income,40.35,48.19,62.63,40.58,49.14,55.78,54.84,50.2,50.69,59.63,Upgrade
10,Earnings From Equity Investments,16.17,9.54,5.2,-1,-11.11,-38.53,-7.63,-11.66,-5.34,-0.94,Upgrade
11,Other Non Operating Income (Expenses),-2.9,0.18,-2.54,-2.78,-5.77,-4.25,-3.09,-1.7,-2.55,-3.37,Upgrade
12,EBT Excluding Unusual Items,1043,532.68,916.51,478.65,882.34,639.89,645.63,334.04,424.56,387.03,Upgrade
13,Merger & Restructuring Charges,-2.06,-,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-0.94,0.94,-,-,-,-,3.05,-,53.18,Upgrade
15,Asset Writedown,-,-,-,-,-,-13.7,-,6.58,-6.58,-,Upgrade
16,Other Unusual Items,4.97,-,-,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,1046,531.74,917.45,478.65,882.34,641.19,645.63,343.67,417.97,440.21,Upgrade
18,Income Tax Expense,294.14,169.89,246.25,155.44,293.27,173.48,223.95,91.04,165.58,171.54,Upgrade
19,Earnings From Continuing Operations,752.07,361.85,671.2,323.21,589.06,467.71,421.68,252.63,252.39,268.67,Upgrade
20,Minority Interest in Earnings,-,2.74,-5.78,8.05,1.37,14.09,4.86,12.48,-4.47,-4.03,Upgrade
21,Net Income,752.07,364.59,665.42,331.26,590.43,481.8,426.54,265.11,247.92,264.64,Upgrade
22,Net Income to Common,752.07,364.59,665.42,331.26,590.43,481.8,426.54,265.11,247.92,264.64,Upgrade
23,Net Income Growth,13.02%,10.06%,12.70%,-31.24%,38.42%,81.74%,72.05%,0.18%,-46.45%,-5.94%,Upgrade
24,Shares Outstanding (Basic),2535,2530,2524,2519,2516,2502,2496,2470,2455,2443,Upgrade
25,Shares Outstanding (Diluted),2631,2638,2634,2584,2578,2583,2532,2495,2477,2483,Upgrade
26,Shares Change (YoY),-0.11%,2.10%,2.19%,0.03%,1.79%,3.51%,2.24%,0.50%,5.93%,12.30%,Upgrade
27,EPS (Basic),0.30,0.14,0.26,0.13,0.23,0.19,0.17,0.11,0.10,0.11,Upgrade
28,EPS (Diluted),0.29,0.14,0.26,0.13,0.23,0.19,0.17,0.11,0.10,0.11,Upgrade
29,EPS Growth,13.45%,5.52%,14.30%,-29.51%,33.63%,75.50%,68.23%,-0.35%,-49.44%,-16.18%,Upgrade
30,Free Cash Flow,706.5,786.76,79.65,671.08,-473.4,-276.7,563.67,-97.51,210.99,282.34,Upgrade
31,Free Cash Flow Per Share,0.27,0.30,0.03,0.26,-0.18,-0.11,0.22,-0.04,0.09,0.11,Upgrade
32,Dividend Per Share,0.142,0.073,0.126,0.062,0.113,0.110,0.097,0.058,0.059,0.064,Upgrade
33,Dividend Growth,12.70%,17.74%,11.50%,-43.64%,16.49%,89.66%,64.41%,-9.38%,-46.36%,-24.39%,Upgrade
34,Operating Margin,14.81%,7.35%,14.35%,7.09%,15.60%,11.33%,15.47%,8.00%,12.48%,8.42%,Upgrade
35,Profit Margin,10.44%,4.66%,10.20%,4.57%,10.39%,8.20%,10.32%,5.90%,6.74%,5.48%,Upgrade
36,Free Cash Flow Margin,9.81%,10.06%,1.22%,9.26%,-8.33%,-4.71%,13.63%,-2.17%,5.73%,5.85%,Upgrade
37,EBITDA,1140,671.84,1001,590.6,943.2,700.31,691.84,399.68,499.62,460.04,Upgrade
38,D&A For EBITDA,72.66,97.16,65.7,76.94,56.8,34.39,52.15,40.33,40.44,53.61,Upgrade
39,EBIT,1067,574.68,935.76,513.66,886.4,665.91,639.69,359.35,459.18,406.43,Upgrade
40,Advertising Expenses,960.16,-,858.94,-,580.86,-,436.57,-,396.21,-,Upgrade
