,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,31.89,25.66,32.19,27.33,45.43,32.12,47.47,62.43,18.32,38.42
1,Revenue Growth (YoY),-0.94%,-6.11%,-29.14%,-14.92%,-4.30%,-48.55%,159.12%,62.49%,-73.51%,-62.76%
2,Cost of Revenue,4.94,8.38,2.69,11.41,8.03,7.53,3.1,9.42,1.32,13.57
3,Gross Profit,26.95,17.28,29.5,15.92,37.4,24.6,44.37,53.02,17.01,24.85
4,"Selling, General & Admin",27.58,39.79,27.51,31.86,27.33,27.32,29.65,32.5,24.12,32.72
5,Other Operating Expenses,-0.48,-1.15,-0.23,-0.27,-0.59,-1.09,-0.28,0.98,-1.25,-13.43
6,Operating Expenses,27.1,45.42,27.28,33.95,26.75,27.42,29.37,37.18,22.88,19.29
7,Operating Income,-0.14,-28.14,2.22,-18.03,10.65,-2.82,15,15.84,-5.87,5.56
8,Interest Expense,-0.52,-0.8,-0.24,-0.46,-0.58,-0.97,-0.84,-0.75,-0.54,-1.14
9,Interest & Investment Income,0.22,0.1,0.13,0.15,0.03,-,1.38,0.61,0.95,1.81
10,Earnings From Equity Investments,-0.11,-0.24,0.58,0.32,0.55,0.45,0.26,-0.74,0.12,-0.45
11,Currency Exchange Gain (Loss),-0.11,-1.64,-,0.21,-0.28,0.34,-,-0.11,-0.01,-0.16
12,Other Non Operating Income (Expenses),-,-,-,-0.02,-,-0.01,-,-0.01,-,-
13,EBT Excluding Unusual Items,-0.66,-30.73,2.69,-17.83,10.38,-3.01,15.81,14.83,-5.36,5.63
14,Impairment of Goodwill,-,-,-,-,-,-,-,-0.43,-,-
15,Gain (Loss) on Sale of Investments,-,1.65,-,-1.65,-,-0.55,-,0.13,-,-4.03
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,0.02
17,Asset Writedown,-,-,-,-,-,-0.25,-,-,-,-
18,Other Unusual Items,-,-,-,0.62,-,0.03,-,2.53,-,-
19,Pretax Income,-0.66,-29.08,2.69,-18.86,10.38,-3.78,15.81,17.06,-5.36,1.62
20,Income Tax Expense,0.44,-0.46,1,-2.78,2.58,-0.42,3.81,3.17,-,-0.64
21,Earnings From Continuing Operations,-1.1,-28.62,1.69,-16.08,7.8,-3.36,12,13.89,-5.36,2.25
22,Minority Interest in Earnings,-0.05,0.13,-0.09,0.18,-0.18,0.21,-0.41,-0.36,0.19,0.09
23,Net Income,-1.15,-28.49,1.6,-15.91,7.62,-3.15,11.58,13.53,-5.17,2.34
24,Net Income to Common,-1.15,-28.49,1.6,-15.91,7.62,-3.15,11.58,13.53,-5.17,2.34
25,Net Income Growth,-,-,-79.02%,-,-34.20%,-,-,478.12%,-,-89.52%
26,Shares Outstanding (Basic),500,500,500,500,500,500,500,500,500,500
27,Shares Outstanding (Diluted),500,500,500,500,500,500,500,500,500,500
28,Shares Change (YoY),-,-,-,-,-,-,-,-,-,1.60%
29,EPS (Basic),-0.00,-0.06,0.00,-0.03,0.02,-0.01,0.02,0.03,-0.01,0.00
30,EPS (Diluted),-0.00,-0.06,0.00,-0.03,0.02,-0.01,0.02,0.03,-0.01,0.00
31,EPS Growth,-,-,-79.02%,-,-34.20%,-,-,478.12%,-,-89.69%
32,Free Cash Flow,8.21,-40.75,29.84,-26.46,9.22,-50.38,26.5,20.74,38.64,-85.84
33,Free Cash Flow Per Share,0.02,-0.08,0.06,-0.05,0.02,-0.10,0.05,0.04,0.08,-0.17
34,Operating Margin,-0.45%,-109.67%,6.89%,-65.97%,23.45%,-8.79%,31.60%,25.37%,-32.05%,14.47%
35,Profit Margin,-3.60%,-111.03%,4.97%,-58.21%,16.78%,-9.80%,24.40%,21.67%,-28.19%,6.09%
36,Free Cash Flow Margin,25.73%,-158.83%,92.67%,-96.83%,20.28%,-156.84%,55.82%,33.22%,210.91%,-223.41%
37,EBITDA,1.46,-27.53,3.33,-18.28,11.56,-3.37,16.65,16.75,-4.24,7.17
38,D&A For EBITDA,1.6,0.61,1.11,-0.25,0.91,-0.55,1.65,0.91,1.64,1.61
39,EBIT,-0.14,-28.14,2.22,-18.03,10.65,-2.82,15,15.84,-5.87,5.56
