,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,55.61,48.74,79.13,67.28,82.23,108.7,182.92,153.63,138.79,82.58
1,Short-Term Investments,18.16,20.31,22,24.3,21.95,17.82,13.49,12.76,14.36,11.6
2,Trading Asset Securities,-,-,-,-,-,-,-,5.9,-,-
3,Cash & Short-Term Investments,73.77,69.05,101.12,91.58,104.18,126.52,196.41,172.29,153.16,94.18
4,Cash Growth,-27.05%,-24.60%,-2.93%,-27.61%,-46.96%,-26.57%,28.24%,82.94%,-15.43%,-62.53%
5,Accounts Receivable,14.99,7.42,14.29,11.68,22.63,20.48,211.15,19.79,122.55,130.4
6,Other Receivables,107.37,87.72,91.8,119.98,171.66,181.95,3.71,174.17,3.34,16.24
7,Receivables,189.36,158.16,148.07,183.36,250.96,250.27,300.24,261.26,211.8,232.9
8,Inventory,137.27,134.43,160.77,165.83,144.87,169.21,111.22,118.68,58.12,133.55
9,Other Current Assets,6.5,6.5,4,4,4,4,9.9,5.41,43.32,5.44
10,Total Current Assets,406.9,368.14,413.95,444.77,504.01,550,617.77,557.63,466.39,466.07
11,"Property, Plant & Equipment",15.6,18.32,8.55,9.35,10.18,14.56,18.97,22.17,26.82,31.04
12,Long-Term Investments,4.91,5.01,6.71,6.7,8.26,8.59,3.02,2.53,8.33,8.56
13,Goodwill,-,-,-,-,-,-,-,-,-,0.43
14,Other Intangible Assets,1.85,2.25,2.79,3.79,3.99,5.48,7.09,7.55,1.96,0.53
15,Long-Term Deferred Tax Assets,1.4,1.34,1.16,1.36,1.11,1.36,0.71,0.71,1.29,1.27
16,Other Long-Term Assets,1.61,1.59,2.81,0.03,1.08,1.08,4.04,4.06,4.25,4.19
17,Total Assets,432.27,396.64,435.97,466,528.62,581.08,651.58,594.65,509.03,512.09
18,Accounts Payable,127.72,-,122.86,-,187.14,-,-,-,-,-
19,Short-Term Debt,-,-,0.43,2.96,0.43,7.28,-,11.54,-,-
20,Current Portion of Long-Term Debt,15.31,14.6,11.77,15.64,14.26,13.85,35.63,15.35,22.21,38.93
21,Current Portion of Leases,4.18,4.13,0.4,2.6,4.94,6.59,6.47,6.49,6.9,6.85
22,Current Income Taxes Payable,0.93,0.73,1.26,0.67,3.15,3.67,4.25,2.65,8.71,8.68
23,Other Current Liabilities,8.31,101.56,9.78,146.6,12.83,220.85,256.37,214.94,143.53,153.19
24,Total Current Liabilities,156.45,121.02,146.51,168.46,222.74,252.25,302.72,250.97,181.35,207.65
25,Long-Term Debt,25.41,27,27.63,30.74,29.72,38.81,43.02,42.98,36.61,0.19
26,Long-Term Leases,4.54,6.52,1.15,1.51,0.67,2.46,6.33,9.1,12.82,16.13
27,Long-Term Deferred Tax Liabilities,2.05,1.96,1.96,2.21,2.53,2.53,3.42,3.58,2.6,2.6
28,Other Long-Term Liabilities,1.2,1.2,-,-,0.96,1.02,2.97,1.56,0.32,1.45
29,Total Liabilities,189.66,157.69,177.24,202.91,256.62,297.06,358.46,308.19,233.7,228.02
30,Common Stock,169.73,169.73,169.73,169.73,169.73,169.73,169.73,169.73,169.73,169.73
31,Retained Earnings,121.8,122.95,151.44,149.84,165.75,163.13,166.27,159.69,146.16,156.33
32,Comprehensive Income & Other,-52.43,-57.04,-65.91,-60.25,-67.11,-52.92,-47.48,-47.18,-44.59,-46.15
33,Total Common Equity,239.1,235.64,255.26,259.32,268.36,279.94,288.52,282.24,271.3,279.91
34,Minority Interest,3.5,3.31,3.47,3.77,3.63,4.08,4.61,4.22,4.04,4.16
35,Shareholders' Equity,242.6,238.95,258.73,263.09,272,284.02,293.13,286.47,275.34,284.07
36,Total Liabilities & Equity,432.27,396.64,435.97,466,528.62,581.08,651.58,594.65,509.03,512.09
37,Total Debt,49.44,52.25,41.38,53.44,50.01,68.99,91.45,85.47,78.54,62.09
38,Net Cash (Debt),24.33,16.8,59.74,38.14,54.17,57.53,104.96,86.83,74.62,32.09
39,Net Cash Growth,-59.28%,-55.94%,10.29%,-33.70%,-48.39%,-33.74%,40.66%,170.58%,-37.72%,-85.11%
40,Net Cash Per Share,0.05,0.03,0.12,0.08,0.11,0.12,0.21,0.17,0.15,0.06
41,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,500
42,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,500,500
43,Working Capital,250.44,247.12,267.45,276.32,281.27,297.76,315.04,306.66,285.04,258.42
44,Book Value Per Share,0.48,0.47,0.51,0.52,0.54,0.56,0.58,0.56,0.54,0.56
45,Tangible Book Value,237.25,233.39,252.47,255.53,264.37,274.46,281.44,274.69,269.34,278.95
46,Tangible Book Value Per Share,0.47,0.47,0.50,0.51,0.53,0.55,0.56,0.55,0.54,0.56
47,Land,-,0.37,-,0.43,-,0.46,-,0.51,-,0.52
48,Buildings,-,4.45,-,5.01,-,5.47,-,5.93,-,6.09
49,Machinery,-,6.62,-,5.32,-,4.86,-,5.43,-,5.04
50,Leasehold Improvements,-,10.05,-,9.34,-,9.74,-,9.8,-,9.4
