,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest and Dividend Income,67.11,55.47,209.11,317.57,265.52,200.58,613.09,433.64,429.15,297.27
1,Total Interest Expense,29.52,51.65,40.32,80.72,58.64,251.6,300.5,449.26,171.26,52.29
2,Net Interest Income,37.59,3.82,168.79,236.84,206.88,-51.02,312.6,-15.61,257.89,244.97
3,Brokerage Commission,-,-,-,-,-,341.28,488.45,581.07,571.35,560.71
4,Gain on Sale of Investments (Rev),241.81,0.67,212.07,4.35,35.87,221.28,-94.22,127.17,109.32,169.2
5,Other Revenue,298.08,342.01,450.38,455.16,561.63,-,-,-,-,-
6,Revenue Before Loan Losses,577.49,346.5,831.24,696.35,804.38,511.54,706.82,692.62,938.56,974.88
7,Provision for Loan Losses,51.1,103.87,61.13,-762.55,1208,303.8,346.43,1075,-,-276.23
8,Revenue,526.39,242.63,770.1,1459,-403.39,207.74,360.38,-382.45,938.56,1251
9,Revenue Growth (YoY),-31.65%,-83.37%,-,602.27%,-,-,-61.60%,-,89.27%,107.17%
10,Salaries & Employee Benefits,-,-,-,-,-,69.37,74.67,60.27,78.99,124.74
11,Cost of Services Provided,132.81,105.1,163.97,135.78,147.67,63.96,30.71,76.77,4.2,68.86
12,Other Operating Expenses,-4.45,-1.65,0.55,0.75,5.25,3.71,-2.78,-58.51,0.34,-18.62
13,Total Operating Expenses,131.3,102,172.81,131.97,159.09,146.81,109.32,85.42,90.23,180.39
14,Operating Income,395.1,140.63,597.29,1327,-562.48,60.94,251.07,-467.86,848.33,1071
15,Other Non-Operating Income (Expenses),-5.33,-2.66,-128.48,3.1,-4.73,-114.03,-26.68,9.14,-25.09,10.85
16,EBT Excluding Unusual Items,389.77,137.97,468.8,1330,-567.21,188.6,464.01,-230,963.39,1143
17,Asset Writedown,-2.08,-0.03,-0.89,-0.03,-0.05,-,-,-0.51,-,-11.02
18,Legal Settlements,-,-2.74,-,-,-,-,-,-,-,-
19,Gain (Loss) on Sale of Investments,-95.61,-117.37,-192.01,-41.67,-128.61,-188.78,1.31,313.42,-313.33,-685.73
20,Other Unusual Items,-38.63,-3.62,-,-1.41,-,-,-,-,-,-
21,Pretax Income,253.33,14.23,275.92,1287,-695.87,-0.18,465.32,82.91,650.06,446.69
22,Income Tax Expense,82.82,30.67,100.84,532.4,-221.59,-67.76,64.38,-30.64,135.79,111.07
23,Net Income,170.51,-16.44,175.08,754.7,-474.27,67.58,400.94,113.55,514.27,335.62
24,Net Income to Common,170.51,-16.44,175.08,754.7,-474.27,67.58,400.94,113.55,514.27,335.62
25,Net Income Growth,-2.61%,-,-,1016.80%,-,-40.49%,-22.04%,-66.17%,56.65%,-24.72%
26,Shares Outstanding (Basic),4659,4659,4659,4659,4659,4659,4659,4659,4659,4659
27,Shares Outstanding (Diluted),4659,4659,4659,4659,4659,4659,4659,4659,4659,4659
28,EPS (Basic),0.04,-0.00,0.04,0.16,-0.10,0.01,0.09,0.02,0.11,0.07
29,EPS (Diluted),0.04,-0.01,0.04,0.16,-0.10,0.01,0.09,0.02,0.11,0.07
30,EPS Growth,-2.61%,-,-,1003.07%,-,-40.48%,-22.04%,-66.17%,56.65%,-24.72%
31,Free Cash Flow,565.58,-464.6,-893.76,515.24,-4268,-454.11,-1299,703.65,-478.42,856.24
32,Free Cash Flow Per Share,0.12,-0.10,-0.19,0.11,-0.92,-0.10,-0.28,0.15,-0.10,0.18
33,Operating Margin,75.06%,57.96%,77.56%,90.95%,-,29.33%,69.67%,-,90.39%,85.58%
34,Profit Margin,32.39%,-6.78%,22.73%,51.73%,-,32.53%,111.25%,-,54.79%,26.83%
35,Free Cash Flow Margin,107.44%,-191.49%,-116.06%,35.32%,-,-218.60%,-360.55%,-,-50.97%,68.44%
36,Revenue as Reported,587.75,354.3,836.16,703.01,805.7,768.4,1010,1169,1137,1029
