,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,581.23,283.9,249.95,2241,186.1,1587,1376,969.54,398.93,964.42
1,Short-Term Investments,247.03,395.05,499.59,357.26,1335,697.61,595,107.15,149.8,11.03
2,Trading Asset Securities,3947,4506,4898,4083,2491,1737,1461,1557,1256,611.46
3,Accounts Receivable,2024,2202,2023,1024,6677,9387,13723,12748,8223,7803
4,Other Receivables,229.5,226.03,220.55,220.86,190.85,200.15,162.12,165.88,191.37,214.06
5,"Property, Plant & Equipment",75.84,90.16,185.33,197.36,195.4,133.91,119.74,122.82,125.55,127.57
6,Other Intangible Assets,35.78,40.98,26.12,29.1,25.23,24.32,12.41,13.67,5.14,5.83
7,Investments in Debt & Equity Securities,4674,4507,3767,3833,3061,2315,442.46,729.81,1837,992.34
8,Other Current Assets,149.08,111.46,103,755.97,2248,115.84,281.3,357.75,264.33,302.52
9,Long-Term Deferred Tax Assets,581.83,597.41,604.7,558.39,936.72,617.71,439.66,315.76,240.56,230.11
10,Other Long-Term Assets,1135,1188,1101,1128,1117,2247,3463,3597,3377,3310
11,Total Assets,13700,14169,13704,14458,18463,19063,22076,20684,16068,14572
12,Accounts Payable,4.08,17.56,-,19.02,-,-,-,-,-,-
13,Accrued Expenses,134.36,168.63,159.37,114.21,376.22,373.87,429.97,423.32,90.16,420.36
14,Short-Term Debt,550.94,974.78,703.88,2005,2005,1604,1600,100,300,320
15,Current Portion of Leases,-,-,-,-,13.5,4.32,0.26,0.57,0.82,0.71
16,Other Current Liabilities,313.7,384.61,332.39,304.49,3011,5702,8751,8529,1691,1091
17,Long-Term Leases,26.93,39.06,51.69,60.36,52.44,7.09,0.12,0.12,0.14,0.35
18,Long-Term Unearned Revenue,257.11,284.31,283.34,277.53,-,-,-,-,-,-
19,Other Long-Term Liabilities,1156,1204,1043,526.86,223.75,589.39,577.03,1442,3798,2697
20,Total Liabilities,2443,3080,2595,3524,8289,8411,11492,10509,5999,4762
21,Common Stock,4659,4659,4659,4659,4659,4659,4659,4659,4659,4659
22,Additional Paid-In Capital,122.83,122.83,122.83,122.83,122.8,122.8,122.8,122.8,122.8,122.8
23,Retained Earnings,5693,5523,5562,5387,5375,5849,5782,5381,5267,5009
24,Comprehensive Income & Other,782.4,785.14,765.39,765.25,17.13,20.33,21.14,12.75,20.61,19.62
25,Shareholders' Equity,11257,11089,11109,10934,10174,10651,10584,10175,10069,9810
26,Total Liabilities & Equity,13700,14169,13704,14458,18463,19063,22076,20684,16068,14572
27,Total Debt,577.87,1014,755.57,2066,2071,1616,1600,100.7,300.95,321.05
28,Net Cash (Debt),4197,4172,4892,4615,1941,2405,1832,2533,1504,1266
29,Net Cash Growth,-14.20%,-9.61%,152.00%,91.87%,5.97%,-5.04%,21.82%,100.10%,-5.88%,7.70%
30,Net Cash Per Share,0.90,0.90,1.05,0.99,0.42,0.52,0.39,0.54,0.32,0.27
31,Filing Date Shares Outstanding,4659,4659,4659,4659,4659,4659,4659,4659,4659,4659
32,Total Common Shares Outstanding,4659,4659,4659,4659,4659,4659,4659,4659,4659,4659
33,Working Capital,6175,6173,6777,6022,5115,5909,6684,6838,8283,7841
34,Book Value Per Share,2.42,2.38,2.38,2.35,2.18,2.29,2.27,2.18,2.16,2.11
35,Tangible Book Value,11221,11048,11083,10905,10149,10627,10572,10161,10064,9805
36,Tangible Book Value Per Share,2.41,2.37,2.38,2.34,2.18,2.28,2.27,2.18,2.16,2.10
