,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2303788,1566925,1135875,1272763,1130050,905788,937825,859188,742688,888313,1131506,1202863,1333925,1309169,1208688,1127138,1106750,1060150,1019375,888313,664050,Upgrade
1,Market Cap Growth,72.99%,72.99%,21.12%,48.14%,52.16%,1.97%,-17.12%,-28.57%,-44.32%,-32.15%,-6.39%,6.72%,20.53%,23.49%,18.57%,26.89%,66.67%,10.98%,-5.41%,0.66%,-8.80%,Upgrade
2,Enterprise Value,2089707,1472827,1204426,1344993,1233287,1082113,1140539,1071661,919078,1069719,1327715,1422642,1487163,1472096,1388864,1247869,1227482,1221072,1232454,1110099,794320,Upgrade
3,Last Close Price,79100.00,53800.00,39000.00,42716.75,37927.00,30400.25,31475.50,28836.25,24926.25,29813.75,36789.13,38245.40,42412.58,41625.45,36903.65,34413.77,33791.30,32368.51,30277.82,26123.72,19528.55,Upgrade
4,PE Ratio,10.41,7.08,7.64,14.46,14.05,13.40,38.74,35.90,15.70,17.83,21.68,16.68,28.61,20.20,15.53,20.75,16.31,16.32,11.60,10.21,6.66,Upgrade
5,PS Ratio,3.10,2.11,1.69,2.04,1.88,1.61,1.77,1.78,1.46,1.70,2.29,2.61,3.05,3.14,2.92,2.67,2.70,2.93,3.10,2.81,2.11,Upgrade
6,PB Ratio,1.23,0.83,0.66,0.74,0.67,0.55,0.58,0.55,0.47,0.56,0.71,0.76,0.85,0.84,0.77,0.72,0.71,0.68,0.66,0.57,0.42,Upgrade
7,P/TBV Ratio,0.83,0.83,0.66,0.74,0.67,0.55,0.58,0.55,0.47,0.56,0.71,0.76,0.85,0.84,0.77,0.73,0.71,0.68,0.66,0.57,0.42,Upgrade
8,P/FCF Ratio,8.58,5.84,5.74,-,9.82,15.33,23.68,34.28,-,135.46,180.04,-1628.06,-,-86.51,-45.52,-,-,-32.92,-52.81,-,-,Upgrade
9,P/OCF Ratio,5.46,5.46,5.15,-,8.42,11.51,16.31,16.10,-,26.67,30.05,35.52,-,61.34,76.29,39.13,-,64.13,-3554.17,-41.84,-,Upgrade
10,EV/Sales Ratio,2.81,1.98,1.79,2.16,2.05,1.92,2.15,2.22,1.80,2.04,2.69,3.09,3.40,3.53,3.35,2.96,2.99,3.38,3.75,3.51,2.52,Upgrade
11,EV/EBITDA Ratio,8.22,5.54,6.44,9.62,9.71,10.03,12.64,11.88,8.55,10.14,12.20,13.00,15.59,16.08,17.49,19.24,19.73,19.29,22.85,20.05,13.19,Upgrade
12,EV/EBIT Ratio,10.42,6.94,8.85,15.30,16.28,17.56,26.51,-,13.08,16.05,18.09,18.33,24.08,23.80,26.84,33.41,34.99,33.97,47.13,-,25.45,Upgrade
13,EV/FCF Ratio,7.79,5.49,6.09,-,10.72,18.31,28.80,42.76,-,163.12,211.26,-1925.53,-,-97.28,-52.30,-,-,-37.92,-63.85,-,-,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.06,0.08,0.10,0.13,0.15,0.14,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,Upgrade
15,Debt / EBITDA Ratio,0.17,0.08,0.37,1.91,1.28,0.83,2.26,9.43,4.57,1.39,2.41,2.79,6.05,1.36,2.47,7.47,9.91,1.87,5.57,10.84,8.76,Upgrade
16,Debt / FCF Ratio,0.17,0.17,0.55,-,1.42,3.55,6.00,8.63,-,38.47,40.28,-346.85,-,-17.57,-10.01,-,-,-8.51,-14.24,-,-,Upgrade
17,Asset Turnover,0.54,0.43,0.18,0.29,0.43,0.35,0.14,0.22,0.36,0.25,0.20,0.25,0.31,0.19,-,-,0.31,0.20,0.13,0.11,Upgrade,
