,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,260095,203451,72685,90927,106304,61341,13458,21678,75881,71712,60057,40704,112635,102889,88489,-,153140,113895,61975,57638,Upgrade
1,Cash & Short-Term Investments,260095,203451,72685,90927,106304,61341,13458,21678,75881,71712,60057,40704,112635,102889,88489,153140,153140,113895,61975,57638,Upgrade
2,Cash Growth,144.67%,231.67%,440.10%,319.44%,40.09%,-14.46%,-77.59%,-46.74%,-32.63%,-30.30%,-32.13%,-73.42%,-26.45%,-9.66%,42.78%,165.69%,6.29%,49.55%,-20.18%,-50.22%,Upgrade
3,Accounts Receivable,157.89,3839,5554,2757,6107,4782,2860,7474,9109,13907,2200,6100,252.6,3022,79.29,-,122.22,1326,246.64,267.08,Upgrade
4,Other Receivables,1386,13723,11664,3659,5746,16969,18553,10998,10945,7587,7227,15100,7097,13916,6271,-,733.92,7061,3626,2061,Upgrade
5,Receivables,1544,17563,17218,6416,11853,21750,21413,18472,20054,21494,9427,21199,7350,16938,6350,-,856.14,8386,3872,2328,Upgrade
6,Inventory,92162,55472,53533,46099,49826,59475,71603,40267,63666,80671,57497,87281,69900,73648,54053,-,48766,48112,48876,62736,Upgrade
7,Prepaid Expenses,1578,48.32,10406,233.63,1307,-,9326,1200,89.98,-,6710,-,136.51,-,-,-,-,-,9584,-,Upgrade
8,Other Current Assets,232176,223587,240333,232216,224200,222013,213202,271784,217735,235983,211326,208841,206536,205005,208454,-,214322,210492,212423,219098,Upgrade
9,Total Current Assets,587555,500121,394174,375892,393489,364580,329001,353401,377425,409860,345018,358026,396556,398480,357346,-,417084,380885,336731,341800,Upgrade
10,"Property, Plant & Equipment",1454137,1431437,1478029,1451606,1438179,1448311,1429168,1421939,1430897,1455832,1428115,1393891,1399901,1395117,1401500,-,1345626,1336343,1324145,1331773,Upgrade
11,Long-Term Investments,150551,151735,155717,160423,162068,164565,167107,168790,168716,168500,168373,170985,170232,169134,170190,-,169294,171481,171908,171403,Upgrade
12,Other Intangible Assets,-,-,-,-,-,-,1289,1289,1310,1310,1320,1331,1341,1352,1362,-,1383,1394,1404,1414,Upgrade
13,Other Long-Term Assets,1831,1496,6975,1130,2526,5519,11098,5429,4816,5035,6540,6120,6189,8760,6727,-,49588,53890,53201,54370,Upgrade
14,Total Assets,2194074,2084790,2034894,1989051,1996262,1982975,1937664,1950849,1983163,2040536,1949366,1930352,1974220,1972843,1937124,-,1982975,1943993,1887388,1900761,Upgrade
15,Accounts Payable,2351,11847,12958,12427,19805,14359,39849,11082,11164,10336,9048,19645,12986,8633,6676,-,6500,6808,6664,8184,Upgrade
16,Accrued Expenses,119224,95476,69255,56289,96005,87424,66500,35101,97273,126196,89953,55619,87559,113895,97221,-,69964,69578,42847,17654,Upgrade
17,Short-Term Debt,-,-,-,33788,-,17900,-,18800,11200,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Current Portion of Long-Term Debt,9805,23224,29423,-,40891,40043,37896,21882,37623,38020,37100,35756,32936,24319,15634,-,-,-,-,-,Upgrade
19,Current Income Taxes Payable,7227,10918,1155,751.06,2988,3563,214.95,171.44,4297,7095,4891,2346,4438,3804,7293,-,9237,4409,7898,4473,Upgrade
20,Current Unearned Revenue,158.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Other Current Liabilities,141001,140586,101609,66810,17213,34704,55634,94564,39766,55967,10893,24577,42864,4290,1290,-,61825,42197,5501,24054,Upgrade
22,Total Current Liabilities,279767,282052,214400,170064,176902,197993,200094,181600,201323,237614,151885,137943,180783,154940,128114,-,147527,122992,62911,54365,Upgrade
23,Long-Term Debt,36210,86129,111813,129370,168650,179724,178276,193470,203448,215098,219166,224728,232937,241497,253031,-,273872,274817,275053,279425,Upgrade
24,Long-Term Deferred Tax Liabilities,1317,1044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Other Long-Term Liabilities,-,-,247.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Total Liabilities,317293,369225,326461,299434,345551,377717,378369,375070,404771,452713,371051,362671,413720,396437,381145,-,421399,397809,337964,333790,Upgrade
27,Common Stock,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,-,300000,300000,300000,300000,Upgrade
28,Retained Earnings,1460056,1340096,1293122,1303696,1288313,1241038,1228057,1248445,1246333,1244483,1258654,1265488,1260438,1275132,1244047,-,1245371,1226689,1227953,1227959,Upgrade
29,Treasury Stock,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-43778,-,-43778,-43778,-43778,-43778,Upgrade
30,Comprehensive Income & Other,160503,119246,159090,129699,106176,107997,75015,71111,75837,87119,63440,45972,43840,45051,55710,-,59984,63274,65249,82790,Upgrade
31,Shareholders' Equity,1876781,1715565,1708434,1689617,1650711,1605258,1559294,1575779,1578392,1587824,1578315,1567681,1560500,1576405,1555979,1561577,1561577,1546184,1549424,1566971,Upgrade
32,Total Liabilities & Equity,2194074,2084790,2034894,1989051,1996262,1982975,1937664,1950849,1983163,2040536,1949366,1930352,1974220,1972843,1937124,-,1982975,1943993,1887388,1900761,Upgrade
33,Total Debt,46014,109353,141236,163157,209541,237667,216172,234152,252271,253118,256266,260484,265873,265816,268665,273872,273872,274817,275053,279425,Upgrade
34,Net Cash (Debt),214081,94098,-68551,-72231,-103237,-176326,-202714,-212473,-176391,-181407,-196208,-219780,-153238,-162927,-180176,-120732,-120732,-160922,-213079,-221787,Upgrade
35,Net Cash Per Share,7350.39,3230.92,-2354.42,-2479.22,-3545.38,-6059.35,-6977.41,-7261.72,-6056.28,-6228.18,-6735.02,-7530.25,-5261.74,-5592.38,-6162.05,-4145.27,-4144.09,-5531.90,-7320.38,-7610.45,Upgrade
36,Filing Date Shares Outstanding,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,Upgrade
37,Total Common Shares Outstanding,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,Upgrade
38,Working Capital,307788,218069,179774,205828,216588,166587,128908,171801,176102,172245,193134,220082,215774,243540,229232,-,269557,257893,273820,287434,Upgrade
39,Book Value Per Share,64438.82,58903.52,58658.66,58012.61,56676.76,55116.14,53538.00,54103.99,54193.72,54517.55,54191.08,53825.97,53579.41,54125.50,53424.18,53616.37,53616.37,53087.88,53199.11,53801.57,Upgrade
40,Tangible Book Value,1876781,1715565,1708434,1689617,1650711,1605258,1558006,1574490,1577082,1586514,1576995,1566351,1559159,1575054,1554617,1560194,1560194,1544791,1548020,1565556,Upgrade
41,Tangible Book Value Per Share,64438.82,58903.52,58658.66,58012.61,56676.76,55116.14,53493.75,54059.74,54148.75,54472.58,54145.76,53780.28,53533.37,54079.10,53377.42,53568.89,53568.89,53040.03,53150.90,53753.00,Upgrade
42,Buildings,149739,147441,149051,147404,146022,145870,143917,143686,143943,142090,140735,139430,139295,134484,135042,-,134941,134803,134551,132756,Upgrade
43,Machinery,151298,149375,149901,149512,149186,147118,152558,152499,152565,152736,152373,152113,152076,150493,150425,-,148729,146055,148486,148756,Upgrade
44,Construction In Progress,492940,484285,485053,502524,518363,517616,501519,489790,668486,677552,652036,620518,919415,912176,907601,-,1039055,1021929,1002869,1000739,Upgrade
