,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,857.78,896.78,1007,772.61,920.82,854.23,909.42,714.3,827.14,651.31,858.26,614.46,1971,1952,2147,2157,2319,1843,1348,2092,Upgrade
1,Other Revenue,-,-,-,76.68,-,-,-,78.56,-38.74,38.74,-,220.59,-149.44,149.44,-,269.32,-132.49,132.49,-,419.39,Upgrade
2,Revenue,857.78,896.78,1007,849.29,920.82,854.23,909.42,792.86,788.4,690.06,858.26,835.05,1821,2102,2147,2426,2187,1975,1348,2512,Upgrade
3,Revenue Growth (YoY),-6.85%,4.98%,10.73%,7.12%,16.80%,23.79%,5.96%,-5.05%,-56.71%,-67.17%,-60.02%,-65.58%,-16.71%,6.41%,59.22%,-3.40%,0.37%,-17.69%,-40.66%,4.91%,Upgrade
4,Cost of Revenue,752.38,767.06,829.75,703.83,793.66,724.19,733.52,680.42,658.86,569.48,676.12,677.7,1571,1837,1796,2145,1950,1732,1094,2255,Upgrade
5,Gross Profit,105.4,129.73,177.27,145.47,127.16,130.04,175.9,112.45,129.53,120.57,182.14,157.36,250.6,264.62,350.74,281.24,236.73,243.63,254.35,256.4,Upgrade
6,"Selling, General & Admin",95.73,98.65,100.65,117.78,105.24,94.87,103.71,111.87,117.39,93.61,103.24,119.9,218.75,200.2,207.79,232.04,200.35,166.93,169.6,239.55,Upgrade
7,Research & Development,1.33,1.53,1.19,1.75,1.35,1.31,2.52,1.68,1.22,2.98,-,3.4,-,-,-,-,-,-,-,-,Upgrade
8,Other Operating Expenses,4.4,5.01,8.14,5.23,4.05,1.21,3.59,9.84,0.61,2.92,6.54,9.48,10.89,12.55,13.56,27.3,11.21,3.25,4.69,28.42,Upgrade
9,Operating Expenses,101.45,105.25,109.93,143.08,108.03,97.43,109.77,118.14,121.41,103.49,109.79,132.79,230.03,212.63,221.53,258.1,212.38,169.57,175.17,267.02,Upgrade
10,Operating Income,3.95,24.47,67.34,2.38,19.13,32.61,66.13,-5.69,8.13,17.09,72.35,24.57,20.57,51.99,129.21,23.15,24.35,74.06,79.18,-10.62,Upgrade
11,Interest Expense,-23.38,-4.37,-10.98,-,-23.33,-3.8,-9.33,-,-16.08,-0.48,-8.66,-5.57,-14.12,-8.58,-8.2,-14.72,-4.48,-1.29,-10.08,-10.74,Upgrade
12,Interest & Investment Income,-,92.83,1.91,61.58,-,87.82,2.11,37.18,24.96,120.14,10.19,179.86,437.05,3.51,18.88,205,8.23,5.9,2.11,1.38,Upgrade
13,Currency Exchange Gain (Loss),-1.24,1.24,-,1.24,-,-,-,-3.9,-0.08,0.08,-,0.52,0.11,-0.11,-,-0.5,-,-,-,0.01,Upgrade
