,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,34292,44646,41212,28192,25271,24861,27731,26911,23630,21734,23989,23374,28449,32806,21119,22656,23630,22195,24809,26142,18658,Upgrade
1,Market Cap Growth,79.59%,79.59%,48.61%,4.76%,6.94%,14.39%,15.60%,15.13%,-16.94%,-33.75%,13.59%,3.17%,20.39%,47.81%,-14.88%,-13.33%,26.65%,26.61%,30.81%,20.85%,8.33%,Upgrade
2,Enterprise Value,28364,38133,34995,24168,21247,21390,24497,23069,19789,16417,17720,19050,24124,27797,16931,18516,19490,18031,19735,20842,13358,Upgrade
3,Last Close Price,6.69,8.64,7.91,5.41,4.85,4.77,5.28,5.12,4.50,4.14,4.57,4.42,5.38,6.20,3.99,4.25,4.43,4.17,4.66,4.86,3.47,Upgrade
4,PE Ratio,30.33,38.78,44.39,30.66,27.90,36.00,41.11,39.69,38.17,31.69,35.53,39.87,52.29,88.74,57.15,75.37,96.89,68.32,73.90,72.86,45.15,Upgrade
5,Forward PE,27.88,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.31,26.37,27.51,25.97,26.85,32.40,23.16,Upgrade
6,PS Ratio,1.56,1.99,1.85,1.31,1.17,1.26,1.41,1.36,1.26,1.40,1.56,1.55,1.98,1.77,1.20,1.36,1.48,1.45,1.67,1.72,1.21,Upgrade
7,PB Ratio,1.57,1.80,1.66,1.14,1.03,1.03,1.13,1.16,1.02,0.97,1.07,1.04,1.28,1.56,1.01,1.08,1.13,1.07,1.20,1.26,0.90,Upgrade
8,P/TBV Ratio,2.24,2.24,2.06,1.42,1.28,1.27,1.40,1.38,1.22,1.13,1.25,1.22,1.51,1.78,1.15,1.24,1.30,1.23,1.38,1.45,1.04,Upgrade
9,P/FCF Ratio,13.37,17.21,11.92,-,42.43,72.00,-,-,175.66,-,-,8.96,19.96,-,52.64,-,-94.74,-,-,33.29,-,Upgrade
10,P/OCF Ratio,12.15,12.05,9.51,8.31,20.28,25.52,-,-,42.41,-,-,8.49,17.82,-,31.47,-,521.59,-,-,25.85,-,Upgrade
11,EV/Sales Ratio,1.29,1.70,1.57,1.13,0.98,1.08,1.24,1.17,1.05,1.05,1.15,1.26,1.68,1.50,0.96,1.11,1.22,1.18,1.32,1.37,0.86,Upgrade
