,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Dec '24 Dec 12, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,501,338,388,576,551,651,601,595,420,312,501,Upgrade
1,Market Cap Growth,-36.47%,-41.30%,-29.55%,-11.54%,-8.33%,9.47%,43.28%,90.76%,-16.25%,-45.87%,-10.11%,Upgrade
2,Enterprise Value,808,653,726,861,1005,983,968,977,827,705,1035,Upgrade
3,Last Close Price,0.40,0.27,0.31,0.46,0.44,0.47,0.43,0.42,0.28,0.21,0.34,Upgrade
4,PE Ratio,-,-,-,-,-,16.52,-,2.82,5.63,-,-,Upgrade
5,PS Ratio,0.38,0.26,0.32,1.17,-,0.85,-,0.30,0.25,0.19,0.25,Upgrade
6,PB Ratio,0.68,0.46,0.51,0.76,0.68,0.73,0.63,0.71,0.56,0.51,0.79,Upgrade
7,P/TBV Ratio,0.47,0.47,0.53,0.78,0.70,0.75,0.64,0.73,0.58,0.53,0.82,Upgrade
8,P/FCF Ratio,48.05,-,-3.64,-,-,-,-,8.93,4.30,2.47,6.30,Upgrade
9,P/OCF Ratio,15.33,-,-4.40,-,-,28.68,-,7.70,3.68,2.24,5.65,Upgrade
10,EV/Sales Ratio,0.61,0.49,0.60,1.75,-,1.29,-,0.50,0.49,0.43,0.51,Upgrade
11,EV/EBITDA Ratio,20.27,17.28,54.67,82.96,-,10.37,-,2.92,4.50,8.88,7.53,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,16.73,-,3.74,7.26,-,15.59,Upgrade
13,EV/FCF Ratio,77.52,-,-6.82,-,-,-,-,14.66,8.46,5.57,13.02,Upgrade
14,Debt / Equity Ratio,0.68,0.68,0.69,0.69,0.72,0.78,0.71,0.81,0.81,0.91,0.86,Upgrade
15,Debt / FCF Ratio,47.93,-,-4.92,-,-,-,-,10.13,6.19,4.37,6.89,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,5.69%,-,27.40%,13.54%,-,9.07%,Upgrade
17,Earnings Yield,-4.28%,-6.34%,-7.53%,-1.80%,-,6.05%,-,35.51%,17.76%,-16.69%,-0.31%,Upgrade
18,FCF Yield,2.08%,3.08%,-27.44%,-25.73%,-,-12.81%,-,11.20%,23.28%,40.53%,15.87%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,-,3.60%,-,-,4.47%,Upgrade
20,Total Shareholder Return,-,-,-,-,-,-,3.60%,-,-,4.47%,Upgrade,
