,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Operating Revenue,305.34,266.62,269.55,295.97,299.71,210.74,223.8,263.12,260.29,164.93,221.8,212.6,186.63,168.27,197.96,187.56,158.56,112.87,140.19,193.86,Upgrade
1,Other Revenue,-18.65,18.65,-,35.54,-21.36,21.36,-,26.31,-7.67,7.67,-,21.73,-10.06,10.06,-,18.7,-11.41,11.41,-,10.99,Upgrade
2,Revenue,286.69,285.27,269.55,331.51,278.35,232.1,223.8,289.43,252.62,172.6,221.8,234.33,176.57,178.33,197.96,206.26,147.15,124.28,140.19,204.85,Upgrade
3,Revenue Growth (YoY),3.00%,22.91%,20.44%,14.54%,10.18%,34.48%,0.90%,23.51%,43.07%,-3.21%,12.04%,13.61%,19.99%,43.49%,41.21%,0.69%,5.68%,-12.58%,-10.26%,21.40%,Upgrade
4,Cost of Revenue,198.81,207.73,179.28,237.06,186.85,177.97,156.81,214.67,180.33,126.18,149.55,165.83,114.03,115.8,119.09,146.24,84.65,89.46,79.7,135.56,Upgrade
5,Gross Profit,87.88,77.54,90.27,94.45,91.49,54.13,66.98,74.76,72.3,46.42,72.25,68.5,62.54,62.53,78.86,60.02,62.5,34.82,60.49,69.28,Upgrade
6,"Selling, General & Admin",30.27,23.12,22.08,27.51,24.57,20.84,22.32,26.81,22.76,14.98,24.95,25.19,21.46,17.89,17.51,7.84,32.48,12.54,16.36,26.37,Upgrade
7,Research & Development,12.73,12.03,11.28,12.76,10.65,10.15,10.22,9.97,8.69,8.59,9.13,8.98,9.66,10.1,8.53,7.88,6.85,7,6,7.73,Upgrade
8,Other Operating Expenses,-0.4,1.18,-1.17,-2.48,-0,-0.83,1.1,2.66,-2.74,-1.4,1.3,-0.51,0.42,-1.04,-2.36,3.84,-1.65,0.03,-1.68,4.64,Upgrade
9,Operating Expenses,42.21,39.23,28.76,41.65,35.71,32.54,29.47,43.86,31.13,24.69,28.25,38.81,29.56,29.66,19.46,21.18,38.51,15.39,23.09,41,Upgrade
10,Operating Income,45.67,38.31,61.52,52.79,55.79,21.59,37.52,30.9,41.16,21.72,44,29.7,32.98,32.87,59.41,38.84,23.99,19.43,37.4,28.28,Upgrade
11,Interest Expense,-,-0.02,-,-2.41,-,-0.02,-,-2.52,-,-0.1,-,-0.99,-0.06,-0.05,-,-0.49,-0.01,-,-,-0.76,Upgrade
12,Interest & Investment Income,0.13,0.56,0.64,1.16,0.37,0.5,0.28,0.42,0.5,1.38,0.69,1.6,0.21,1.29,1.23,1.51,0.35,1.25,2.33,3.15,Upgrade
13,Currency Exchange Gain (Loss),0.39,-0.39,-,-0.05,0.09,-0.09,-,-2.05,1.4,-1.4,-,0.2,-0.18,0.18,-,0.36,0.08,-0.08,-,0.05,Upgrade
14,Other Non Operating Income (Expenses),0.51,-0.02,-0.75,2.01,-0.52,-0.83,-0.86,3.99,-2.87,-0.3,-0.9,4.27,-2.42,0.38,0.14,-0.56,-0.12,-0.61,-0.24,-0.07,Upgrade
15,EBT Excluding Unusual Items,46.7,38.44,61.4,53.5,55.74,21.14,36.94,30.74,40.19,21.31,43.79,34.77,30.54,34.68,60.77,39.65,24.28,19.99,39.48,30.64,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,0.1,-0.4,0.4,0.4,0.4,0.51,0.64,0.64,0.48,1.01,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-,-,0.06,-,-,-,-,-,-0.04,0.04,-,-1.18,-0.23,0.23,-,-3.23,0.09,-0.09,-,-0.56,Upgrade
18,Asset Writedown,-3.51,4.11,-4.13,5.42,-6.23,3.3,-3.35,0.77,-2.08,2.5,-2.51,5.35,-5.45,3.12,-3.13,1.6,-2.6,2.72,-3.84,2.85,Upgrade
19,Other Unusual Items,-0.74,0.74,-,3.08,-0.32,0.32,-,4.81,-0.45,0.45,-,1.01,0.87,-0.87,-,3.07,-,-,-,7.19,Upgrade
20,Pretax Income,42.45,43.29,57.43,61.6,49.58,25.17,33.99,36.83,38.26,24.94,41.76,40.95,25.73,37.15,57.64,41.1,21.77,22.62,35.64,40.12,Upgrade
21,Income Tax Expense,4.66,3.83,5.49,7.52,6.4,1.76,3.62,1.64,4.86,3.47,5.61,5.29,2.4,3.21,8.74,5.19,2.67,2.8,3.91,4.9,Upgrade
22,Net Income,37.79,39.46,51.95,54.07,43.19,23.41,30.37,35.18,33.4,21.47,36.14,35.66,23.33,33.94,48.9,35.9,19.09,19.83,31.74,35.22,Upgrade
23,Net Income to Common,37.79,39.46,51.95,54.07,43.19,23.41,30.37,35.18,33.4,21.47,36.14,35.66,23.33,33.94,48.9,35.9,19.09,19.83,31.74,35.22,Upgrade
24,Net Income Growth,-12.50%,68.58%,71.03%,53.68%,29.30%,9.04%,-15.97%,-1.33%,43.16%,-36.75%,-26.09%,-0.68%,22.19%,71.19%,54.09%,1.93%,13.65%,13.19%,13.95%,310.40%,Upgrade
25,Shares Outstanding (Basic),270,264,273,271,270,262,276,271,254,271,278,274,282,263,272,278,272,278,264,271,Upgrade
26,Shares Outstanding (Diluted),270,264,273,271,270,262,276,271,254,271,278,274,282,263,272,278,272,278,264,271,Upgrade
27,Shares Change (YoY),-0.17%,0.99%,-0.98%,-0.06%,6.25%,-3.31%,-0.69%,-1.22%,-9.88%,2.99%,2.34%,-1.21%,3.58%,-5.57%,2.72%,2.36%,0.82%,9.04%,-5.04%,-1.38%,Upgrade
28,EPS (Basic),0.14,0.15,0.19,0.20,0.16,0.09,0.11,0.13,0.13,0.08,0.13,0.13,0.08,0.13,0.18,0.13,0.07,0.07,0.12,0.13,Upgrade
29,EPS (Diluted),0.14,0.15,0.19,0.20,0.16,0.09,0.11,0.13,0.13,0.08,0.13,0.13,0.08,0.13,0.18,0.13,0.07,0.07,0.12,0.13,Upgrade
30,EPS Growth,-12.35%,66.92%,72.73%,53.78%,21.70%,12.77%,-15.38%,-0.12%,58.86%,-38.59%,-27.78%,0.53%,17.97%,81.29%,50.00%,-0.42%,12.73%,3.80%,20.00%,316.14%,Upgrade
31,Free Cash Flow,1.83,12.87,-41.71,73.32,-15.72,72.27,8.21,308.36,-107.28,-64.01,-118.06,-207.26,129.21,12.93,-25.99,69.15,-40.19,44.78,-26.84,-85.52,Upgrade
32,Free Cash Flow Per Share,0.01,0.05,-0.15,0.27,-0.06,0.28,0.03,1.14,-0.42,-0.24,-0.42,-0.76,0.46,0.05,-0.10,0.25,-0.15,0.16,-0.10,-0.32,Upgrade
33,Dividend Per Share,-,-,-,0.320,-,-,-,0.320,-,-,-,0.500,-,-,-,0.350,-,-,-,0.500,Upgrade
34,Dividend Growth,-,-,-,0%,-,-,-,-36.00%,-,-,-,42.86%,-,-,-,-30.00%,-,-,-,66.67%,Upgrade
35,Gross Margin,30.65%,27.18%,33.49%,28.49%,32.87%,23.32%,29.93%,25.83%,28.62%,26.89%,32.57%,29.23%,35.42%,35.06%,39.84%,29.10%,42.47%,28.02%,43.15%,33.82%,Upgrade
36,Operating Margin,15.93%,13.43%,22.82%,15.92%,20.04%,9.30%,16.76%,10.67%,16.30%,12.59%,19.84%,12.67%,18.68%,18.44%,30.01%,18.83%,16.30%,15.63%,26.68%,13.80%,Upgrade
37,Profit Margin,13.18%,13.83%,19.27%,16.31%,15.52%,10.08%,13.57%,12.16%,13.22%,12.44%,16.30%,15.22%,13.21%,19.03%,24.70%,17.41%,12.97%,15.95%,22.64%,17.20%,Upgrade
38,Free Cash Flow Margin,0.64%,4.51%,-15.47%,22.12%,-5.65%,31.14%,3.67%,106.54%,-42.47%,-37.08%,-53.23%,-88.45%,73.18%,7.25%,-13.13%,33.52%,-27.31%,36.03%,-19.15%,-41.75%,Upgrade
39,EBITDA,58.05,51.74,73.9,65.18,67.41,33.57,49.15,42.52,52.09,33.33,54.92,40.62,42.48,43.53,68.9,48.34,32.79,28.98,46.2,37.08,Upgrade
40,EBITDA Margin,20.25%,18.14%,27.42%,19.66%,24.22%,14.46%,21.96%,14.69%,20.62%,19.31%,24.76%,17.33%,24.06%,24.41%,34.81%,23.43%,22.28%,23.32%,32.96%,18.10%,Upgrade
41,D&A For EBITDA,12.39,13.43,12.39,12.39,11.63,11.97,11.63,11.63,10.92,11.6,10.92,10.92,9.49,10.66,9.49,9.49,8.8,9.55,8.8,8.8,Upgrade
42,EBIT,45.67,38.31,61.52,52.79,55.79,21.59,37.52,30.9,41.16,21.72,44,29.7,32.98,32.87,59.41,38.84,23.99,19.43,37.4,28.28,Upgrade
43,EBIT Margin,15.93%,13.43%,22.82%,15.92%,20.04%,9.30%,16.76%,10.67%,16.30%,12.59%,19.84%,12.67%,18.68%,18.44%,30.01%,18.83%,16.30%,15.63%,26.68%,13.80%,Upgrade
