,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Nov '24 Nov 25, 2024","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,20,20,53,56,81,125,168,185,185,166,225,Upgrade
1,Market Cap Growth,-64.78%,-64.78%,-34.48%,-55.06%,-51.67%,-32.58%,-9.11%,11.71%,-17.75%,-27.82%,4.23%,Upgrade
2,Enterprise Value,98,98,118,112,128,159,187,181,168,128,159,Upgrade
3,Last Close Price,0.01,0.01,0.04,0.04,0.06,0.09,0.12,0.13,0.13,0.12,0.16,Upgrade
4,PS Ratio,0.51,0.59,2.34,2.70,4.42,5.09,5.84,8.37,10.13,10.48,24.92,Upgrade
5,PB Ratio,0.03,0.04,0.10,0.08,0.12,0.18,0.23,0.24,0.23,0.20,0.26,Upgrade
6,EV/Sales Ratio,2.92,2.92,5.20,5.39,6.96,6.49,6.48,8.21,9.20,8.12,17.64,Upgrade
7,Debt / Equity Ratio,0.27,0.27,0.27,0.19,0.19,0.20,0.21,0.21,0.22,0.22,0.22,Upgrade
8,Earnings Yield,-749.45%,-749.45%,-244.38%,-59.36%,-45.80%,-39.17%,-48.67%,-28.16%,-24.07%,-76.93%,-57.17%,Upgrade
9,FCF Yield,-,-40.69%,-48.10%,-40.05%,-30.35%,-30.06%,-30.87%,-31.59%,-34.31%,-24.59%,Upgrade,
10,Buyback Yield / Dilution,-1.74%,-0.65%,21.48%,-13.67%,-27.34%,0.04%,0.14%,12.37%,1.91%,-11.24%,21.58%,Upgrade
11,Total Shareholder Return,-1.74%,-0.65%,21.48%,-13.67%,-27.34%,0.04%,0.14%,12.37%,1.91%,-11.24%,21.58%,Upgrade
