,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,8.62,12.98,12.17,5.53,6.81,6.61,5.92,6.82,8.5,9.65
1,Cash & Short-Term Investments,8.62,12.98,12.17,5.53,6.81,6.61,5.92,6.82,8.5,9.65
2,Cash Growth,-29.14%,134.84%,78.61%,-16.44%,15.16%,-3.02%,-30.39%,-29.34%,-30.22%,22.84%
3,Accounts Receivable,16.41,16.65,14.04,12.13,12.6,6.98,9.03,6.7,7.71,7.89
4,Other Receivables,2.25,2.45,0.75,1.43,1.82,0.74,0.4,0.46,0.73,0.6
5,Receivables,18.66,19.1,14.79,13.56,14.42,7.72,9.43,7.16,8.45,8.48
6,Inventory,41.46,36.73,38.73,46.86,35.26,43.48,41.79,33.97,32.7,26.11
7,Prepaid Expenses,15.38,9.9,11.94,19.28,19.25,13.32,22.06,19.82,14.32,22.69
8,Total Current Assets,84.12,78.7,77.61,85.23,75.74,71.14,79.19,67.76,63.97,66.93
9,"Property, Plant & Equipment",32.51,33.58,32.47,32.73,28.26,21.58,19.75,20.8,21.82,22.79
10,Long-Term Investments,3.38,3.46,3.28,3.03,2.85,0.5,-,-,-,-
11,Long-Term Accounts Receivable,32.83,37.91,41.47,35.58,27.94,21.33,22.13,21.76,22.11,21.09
12,Long-Term Deferred Tax Assets,0.25,0.3,0.33,0.37,0.19,0.23,0.25,0.25,0.17,0.16
13,Other Long-Term Assets,-,-,-,0.03,-,-,-,-,-,-
14,Total Assets,153.09,153.94,155.17,156.96,134.98,114.77,121.32,110.57,108.05,110.96
15,Accounts Payable,1.19,0.92,1.43,2.51,2.23,1.24,1.61,2.42,1.3,3.69
16,Accrued Expenses,2.62,2.15,2.19,2.86,2.49,2.79,0.68,1.77,1.73,1.13
17,Short-Term Debt,3.69,2.55,-,11.1,5.33,3.12,12.65,4.33,5.01,12.23
18,Current Portion of Long-Term Debt,9.96,10.47,10.76,10.96,10.48,7.37,7.04,7.65,7.31,6.76
19,Current Portion of Leases,6.45,7.09,6.87,20.29,12.69,9.14,6.65,7.59,9.04,8.86
20,Current Income Taxes Payable,1.7,2.21,2.17,1.65,2.06,2.66,1.35,1.72,1.84,1.55
21,Current Unearned Revenue,5.52,3.34,3.12,8.34,5.49,3.7,7.82,5.63,4.77,4.8
22,Other Current Liabilities,2.21,1.76,3.04,2.39,4.13,1.09,1.67,1.17,2.48,1.64
23,Total Current Liabilities,33.33,30.48,29.57,60.1,44.9,31.13,39.45,32.27,33.48,40.65
24,Long-Term Debt,30.26,35.75,39.33,31.95,25.79,21.59,22.78,24.91,23.86,20.74
25,Long-Term Leases,14.91,15.72,15.78,0.83,2.68,3.08,4,4.55,4.89,5.43
26,Long-Term Deferred Tax Liabilities,-,-,0.23,0.23,-,0.13,-,-,-,-
27,Total Liabilities,78.5,81.94,84.92,93.11,73.38,55.92,66.23,61.72,62.23,66.81
28,Common Stock,1.84,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
29,Additional Paid-In Capital,13.51,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86
30,Retained Earnings,54.21,53.26,51.9,45.5,43.23,40.48,36.74,30.49,27.43,27.24
31,Comprehensive Income & Other,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.97,3.49
32,Total Common Equity,74.5,71.61,70.25,63.85,61.58,58.83,55.09,48.84,45.82,44.15
33,Minority Interest,0.09,0.39,-,-,0.02,0.02,-,-,-,-
34,Shareholders' Equity,74.59,72,70.25,63.85,61.6,58.85,55.09,48.84,45.82,44.15
35,Total Liabilities & Equity,153.09,153.94,155.17,156.96,134.98,114.77,121.32,110.57,108.05,110.96
36,Total Debt,65.27,71.58,72.74,75.14,56.97,44.3,53.11,49.03,50.12,54.01
37,Net Cash (Debt),-56.65,-58.6,-60.58,-69.61,-50.16,-37.69,-47.2,-42.21,-41.62,-44.36
38,Net Cash Per Share,-0.65,-0.65,-0.67,-0.70,-0.51,-0.35,-0.52,-0.47,-0.46,-0.49
39,Filing Date Shares Outstanding,108,90,90,90,90,90,90,90,90,90
40,Total Common Shares Outstanding,108,90,90,90,90,90,90,90,90,90
41,Working Capital,50.79,48.22,48.04,25.13,30.84,40.01,39.74,35.5,30.49,26.28
42,Book Value Per Share,0.69,0.80,0.78,0.71,0.68,0.65,0.61,0.54,0.51,0.49
43,Tangible Book Value,74.5,71.61,70.25,63.85,61.58,58.83,55.09,48.84,45.82,44.15
44,Tangible Book Value Per Share,0.69,0.80,0.78,0.71,0.68,0.65,0.61,0.54,0.51,0.49
45,Machinery,33.9,36.88,35.21,36.78,30.27,22.07,18.72,18.27,17.93,17.49
46,Construction In Progress,0.26,1.07,0.42,0.36,-,-,-,-,-,-
47,Leasehold Improvements,3.69,3.69,-,3.69,-,-,-,-,-,-
