,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,227.93,90.88,109.12,42.2,31.34,-,162.2,292.87,16.78,19.76,Upgrade
1,Other Revenue,1.96,6.11,5.74,6.75,6.47,-,10.92,6.8,6.93,11.1,Upgrade
2,Revenue,229.89,96.99,114.87,48.95,37.81,-,173.13,299.67,23.71,30.85,Upgrade
3,Revenue Growth (YoY),100.13%,98.12%,203.82%,-,-78.16%,-,630.15%,871.35%,-27.67%,-95.86%,Upgrade
4,Cost of Revenue,231.95,85.76,79.12,33.27,6.29,-,85.44,267.45,3.72,26.64,Upgrade
5,Gross Profit,-2.07,11.23,35.75,15.68,31.52,-,87.68,32.22,19.99,4.21,Upgrade
6,"Selling, General & Admin",53.67,61.51,45.45,67.15,53.24,-,61.46,54.99,23.29,36.79,Upgrade
7,Operating Expenses,53.67,61.51,45.45,67.15,53.24,-,61.46,54.99,23.29,36.79,Upgrade
8,Operating Income,-55.74,-50.28,-9.7,-51.47,-21.72,-,26.23,-22.77,-3.3,-32.58,Upgrade
9,Interest Expense,-39.14,-67.93,-43.31,-47.85,-19.83,-,-15.24,-10.16,-8.87,-12.34,Upgrade
10,Interest & Investment Income,-,8.93,-,6.07,-,-,-,2,-,4.48,Upgrade
11,Earnings From Equity Investments,-18.42,-0.03,-0.01,0.11,-0,-,-1.25,-34.41,-19.4,-55.18,Upgrade
12,Other Non Operating Income (Expenses),9.61,-3.49,3.16,5.11,20.16,-,10.12,-0.11,4.22,-0.58,Upgrade
13,EBT Excluding Unusual Items,-103.69,-112.8,-49.86,-88.02,-21.38,-,19.86,-65.44,-27.35,-96.21,Upgrade
14,Gain (Loss) on Sale of Investments,-32.16,-21.97,17.93,1.32,-69.46,-,-709.03,170.58,-14.28,-9.92,Upgrade
15,Gain (Loss) on Sale of Assets,-118.98,-51.92,-,11.83,-,-,-,12.06,-31.33,-29.15,Upgrade
16,Asset Writedown,-0.53,-29.09,-6,107.76,74.55,-,38.38,-26.8,-58.84,-194.46,Upgrade
17,Other Unusual Items,278.15,-,-,1.26,-,-,1676,1.9,58.47,200.46,Upgrade
18,Pretax Income,22.79,-215.79,-37.93,34.15,-16.3,-,1025,92.29,-73.33,-129.28,Upgrade
19,Income Tax Expense,-1.53,21.98,-0.07,-9.32,1.83,-,5.09,-3.63,0.66,-2.11,Upgrade
20,Earnings From Continuing Operations,24.32,-237.77,-37.86,43.47,-18.13,-,1020,95.92,-73.99,-127.17,Upgrade
21,Earnings From Discontinued Operations,-733.82,10.62,-32.76,-7.36,9.73,-,-,-,-,-,Upgrade
22,Net Income to Company,-709.5,-227.15,-70.62,36.11,-8.4,-,1020,95.92,-73.99,-127.17,Upgrade
23,Minority Interest in Earnings,0.01,44.46,0.07,2.27,-16.71,-,-21.54,0.27,0.11,0.18,Upgrade
24,Net Income,-709.48,-182.69,-70.54,38.38,-25.1,-,998.73,96.19,-73.88,-126.99,Upgrade
25,Net Income to Common,-709.48,-182.69,-70.54,38.38,-25.1,-,998.73,96.19,-73.88,-126.99,Upgrade
26,Shares Outstanding (Basic),74,71,74,74,74,-,82,90,91,91,Upgrade
27,Shares Outstanding (Diluted),74,71,74,74,74,-,82,90,91,91,Upgrade
28,Shares Change (YoY),-,-4.25%,-,-,-9.79%,-,-10.19%,-1.06%,-,0.01%,Upgrade
29,EPS (Basic),-9.59,-2.58,-0.95,0.52,-0.34,-,12.18,1.06,-0.81,-1.39,Upgrade
30,EPS (Diluted),-9.59,-3.32,-0.95,0.52,-0.34,-,12.18,1.06,-0.81,-1.39,Upgrade
31,Free Cash Flow,203.44,-141.86,-195.85,-107.51,-28.61,-,-97.53,298.74,-41.47,-3.81,Upgrade
32,Free Cash Flow Per Share,2.75,-2.00,-2.65,-1.45,-0.39,-,-1.19,3.31,-0.45,-0.04,Upgrade
33,Operating Margin,-24.25%,-51.84%,-8.45%,-105.13%,-57.44%,-,15.15%,-7.60%,-13.93%,-105.62%,Upgrade
34,Profit Margin,-308.62%,-188.36%,-61.41%,78.41%,-66.40%,-,576.89%,32.10%,-311.59%,-411.62%,Upgrade
35,Free Cash Flow Margin,88.50%,-146.26%,-170.50%,-219.61%,-75.66%,-,-56.34%,99.69%,-174.89%,-12.36%,Upgrade
36,EBITDA,-52.66,-46.91,-6.68,-48.03,-18.13,-,29.2,-20.33,-1.08,-30.31,Upgrade
37,D&A For EBITDA,3.08,3.37,3.02,3.44,3.58,5.2,2.97,2.44,2.23,2.27,Upgrade
38,EBIT,-55.74,-50.28,-9.7,-51.47,-21.72,-,26.23,-22.77,-3.3,-32.58,Upgrade
39,Revenue as Reported,229.89,96.99,114.87,48.95,37.81,-,173.13,299.67,23.71,30.85,Upgrade
