,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,604205,812257,605005,1444299,549251,810516,867669,1212855,729567,598716,772968,1054455,843727,354334,846378,756607,727964,402979,638193,524457,Upgrade
1,Revenue Growth (YoY),10.01%,0.21%,-30.27%,19.08%,-24.72%,35.38%,12.25%,15.02%,-13.53%,68.97%,-8.67%,39.37%,15.90%,-12.07%,32.62%,44.26%,-13.06%,-16.31%,-30.91%,-13.54%,Upgrade
2,Cost of Revenue,415150,687455,430373,1294479,357936,698679,741921,1084872,581856,531974,669648,914092,757832,295183,732514,642847,597742,327797,537511,419421,Upgrade
3,Gross Profit,189055,124802,174632,149820,191315,111837,125748,127983,147711,66743,103320,140362,85895,59152,113864,113760,130222,75182,100682,105036,Upgrade
4,"Selling, General & Admin",156967,84281,105319,86509,132930,73974,84731,78169,105712,58253,68830,101624,73341,56766,75643,81604,85197,65085,101243,82800,Upgrade
5,Operating Expenses,156967,84281,105319,86509,132930,73974,84731,78169,105712,58253,68830,101624,73341,56766,75643,81604,85197,65085,101243,82800,Upgrade
6,Operating Income,32088,40521,69313,63310,58385,37864,41017,49814,41999,8490,34490,38738,12555,2385,38221,32156,45025,10096,-560.93,22236,Upgrade
7,Interest Expense,-4984,-4032,-2574,-3526,-3367,-2536,-3051,-8480,-7845,-2682,-3077,-5219,-3396,-3478,-2379,-2117,-1634,-4553,-13088,-17178,Upgrade
8,Interest & Investment Income,11491,3551,10367,6272,10348,893.25,3066,13.25,767.58,4474,2905,4861,1380,6800,336.23,15.43,13.17,1098,543.99,19.2,Upgrade
9,Currency Exchange Gain (Loss),13.54,-,-,-,13.78,-,-,-,3.99,-,-,-,-1,-,-,-,1.18,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-22746,745.42,7102,-207,-1325,-380.37,-309.42,167.91,-3208,1751,-315.48,607.13,-820.86,1486,486.8,292.03,668.48,-524.16,-2691,-56.54,Upgrade
11,EBT Excluding Unusual Items,15863,40786,84207,65849,64055,35840,40723,41515,31718,12033,34002,38988,9717,7194,36665,30346,44074,6117,-15796,5021,Upgrade
12,Gain (Loss) on Sale of Assets,9481,-,-,-,4183,-,-,-,2401,-,-,-,1397,-,-,-,447.85,-,-,-,Upgrade
13,Pretax Income,25344,40786,84207,65849,68238,35840,40723,41515,34142,12033,34002,38988,11114,7194,36665,30346,44522,6117,-15796,5021,Upgrade
14,Income Tax Expense,9136,8107,16901,13368,13916,7168,8390,8303,7771,2407,7034,8246,2628,1222,8376,6069,10835,-,-,-,Upgrade
15,Net Income,16207,32679,67306,52481,54322,28672,32332,33212,26371,9626,26969,30742,8486,5972,28289,24277,33687,6117,-15796,5021,Upgrade
16,Preferred Dividends & Other Adjustments,16867,-,-,-,15779,-,-,-,9230,-,-,-,5362,-,-,-,1592,-,-,-,Upgrade
17,Net Income to Common,-660.08,32679,67306,52481,38543,28672,32332,33212,17140,9626,26969,30742,3124,5972,28289,24277,32095,6117,-15796,5021,Upgrade
18,Net Income Growth,-70.16%,13.97%,108.17%,58.02%,105.99%,197.86%,19.89%,8.03%,210.75%,61.19%,-4.67%,26.63%,-74.81%,-2.37%,-,383.54%,-,274.09%,-,25.94%,Upgrade
19,Shares Outstanding (Basic),126,113,150,113,125,113,125,113,124,113,113,113,123,113,123,113,123,113,113,113,Upgrade
20,Shares Outstanding (Diluted),126,113,150,113,125,113,125,113,124,113,113,113,123,113,123,113,123,113,113,113,Upgrade
21,Shares Change (YoY),0.16%,-,20.07%,-,1.47%,-,11.04%,-,0.75%,-,-8.18%,-,0.12%,-,8.90%,0.01%,8.55%,-10.27%,0.01%,-0.01%,Upgrade
22,EPS (Basic),-5.26,289.56,447.29,465.03,307.37,254.06,258.00,294.28,138.70,85.30,238.96,272.40,25.47,52.92,230.16,215.11,261.98,54.20,-139.95,44.49,Upgrade
23,EPS (Diluted),-5.26,289.56,447.29,465.03,307.37,254.06,258.00,294.28,138.70,85.30,238.96,272.40,25.47,52.92,230.16,215.11,261.98,54.20,-139.95,44.49,Upgrade
24,EPS Growth,-,13.97%,73.37%,58.02%,121.61%,197.86%,7.97%,8.03%,444.54%,61.19%,3.82%,26.63%,-90.28%,-2.37%,-,383.49%,-,316.92%,-,25.95%,Upgrade
25,Free Cash Flow,-404272,43298,131214,85901,-14361,175736,272235,326019,-305534,17203,45654,59235,-138057,-115540,-56062,222698,63807,263498,404052,166752,Upgrade
26,Free Cash Flow Per Share,-3218.92,383.65,871.99,761.15,-114.52,1557.17,2172.34,2888.80,-2472.40,152.43,404.53,524.87,-1125.59,-1023.78,-456.13,1973.29,520.84,2334.81,3579.92,1477.69,Upgrade
27,Dividend Per Share,-,-,-,-,1000.000,-,-,-,-,-,-,-,600.000,-,-,-,-,-,-,-,Upgrade
28,Gross Margin,31.29%,15.36%,28.86%,10.37%,34.83%,13.80%,14.49%,10.55%,20.25%,11.15%,13.37%,13.31%,10.18%,16.69%,13.45%,15.04%,17.89%,18.66%,15.78%,20.03%,Upgrade
29,Operating Margin,5.31%,4.99%,11.46%,4.38%,10.63%,4.67%,4.73%,4.11%,5.76%,1.42%,4.46%,3.67%,1.49%,0.67%,4.52%,4.25%,6.19%,2.51%,-0.09%,4.24%,Upgrade
30,Profit Margin,-0.11%,4.02%,11.12%,3.63%,7.02%,3.54%,3.73%,2.74%,2.35%,1.61%,3.49%,2.92%,0.37%,1.69%,3.34%,3.21%,4.41%,1.52%,-2.48%,0.96%,Upgrade
31,Free Cash Flow Margin,-66.91%,5.33%,21.69%,5.95%,-2.61%,21.68%,31.38%,26.88%,-41.88%,2.87%,5.91%,5.62%,-16.36%,-32.61%,-6.62%,29.43%,8.77%,65.39%,63.31%,31.80%,Upgrade
32,EBITDA,49720,55460,83989,78366,73879,53006,55828,64380,56847,23108,49181,53144,24939,15854,52158,48112,60683,26534,12226,37360,Upgrade
33,EBITDA Margin,8.23%,6.83%,13.88%,5.43%,13.45%,6.54%,6.43%,5.31%,7.79%,3.86%,6.36%,5.04%,2.96%,4.47%,6.16%,6.36%,8.34%,6.58%,1.92%,7.12%,Upgrade
34,D&A For EBITDA,17632,14938,14675,15055,15494,15142,14811,14566,14847,14618,14692,14406,12385,13469,13937,15957,15658,16438,12787,15124,Upgrade
35,EBIT,32088,40521,69313,63310,58385,37864,41017,49814,41999,8490,34490,38738,12555,2385,38221,32156,45025,10096,-560.93,22236,Upgrade
36,EBIT Margin,5.31%,4.99%,11.46%,4.38%,10.63%,4.67%,4.73%,4.11%,5.76%,1.42%,4.46%,3.67%,1.49%,0.67%,4.52%,4.25%,6.19%,2.51%,-0.09%,4.24%,Upgrade
37,Effective Tax Rate,36.05%,19.88%,20.07%,20.30%,20.39%,20.00%,20.60%,20.00%,22.76%,20.00%,20.69%,21.15%,23.64%,16.98%,22.84%,20.00%,24.34%,-,-,-,Upgrade
38,Revenue as Reported,604205,812257,605005,1444299,549251,810516,867669,1212855,729567,598716,772968,1054455,843727,354334,846378,756607,727964,402979,638193,524457,Upgrade
