,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,16737,20173,14476,20261,21171,20831,18012,23718,18946,23512,15257,21388,21895,27519,16628,18411,20980,18955,8949,18024,Upgrade
1,Other Revenue,-24.99,24.99,-,62.78,-30.42,30.42,-,44.5,-33.45,33.45,-,77.53,-34.44,34.44,-,22.82,-14.4,14.4,-,29.87,Upgrade
2,Revenue,16712,20198,14476,20323,21141,20861,18012,23762,18913,23545,15257,21466,21860,27554,16628,18434,20966,18970,8949,18054,Upgrade
3,Revenue Growth (YoY),-20.95%,-3.18%,-19.63%,-14.47%,11.78%,-11.40%,18.06%,10.70%,-13.48%,-14.55%,-8.25%,16.45%,4.27%,45.25%,85.80%,2.10%,23.69%,22.11%,-23.57%,7.04%,Upgrade
4,Cost of Revenue,16037,19862,14056,19674,20586,20199,17501,23150,18236,22721,14635,21018,21153,26708,16017,18175,20492,18298,8602,17712,Upgrade
5,Gross Profit,675.1,336.43,419.93,649.36,554.85,661.85,510.92,612.13,676.55,824.47,622.07,447.36,707.41,845.61,610.6,259.01,473.94,671.73,347.34,342.38,Upgrade
6,"Selling, General & Admin",316.82,263.09,235.54,365.32,397.47,250.03,283.09,382.54,305.42,265.11,300.67,301.89,334.25,301.46,327.05,175.81,358.21,307.84,258.12,295.58,Upgrade
7,Research & Development,5.87,3.41,3.72,4.05,2.77,2.85,1.28,18.01,1.16,0.5,-,-,-,-,-,-,-,-,-,-0.22,Upgrade
8,Other Operating Expenses,-187.74,87.96,-27.43,90.6,4.78,17.38,11.53,45.01,4.26,19.58,14.2,69.04,8.01,14.37,15,36.63,14.84,12.1,-0,41.53,Upgrade
9,Operating Expenses,87.32,281.64,259.17,432.89,398.43,259.71,304.34,457.07,323.4,328.81,327.01,307.83,334.01,341.04,362.62,282.16,350.46,357.12,273.31,357.65,Upgrade
10,Operating Income,587.78,54.79,160.77,216.47,156.42,402.14,206.58,155.05,353.15,495.66,295.06,139.53,373.4,504.56,247.98,-23.16,123.48,314.61,74.03,-15.28,Upgrade
11,Interest Expense,-55.36,-85.12,-45.71,-123.47,-78.08,-93.19,-74.05,-123.5,-31.8,-103.92,-58.63,-116.86,-28.52,-102.05,-67.91,-64.1,-42.82,-56.98,-55.75,-78.44,Upgrade
12,Interest & Investment Income,6.59,6.22,6.69,6.63,12.83,10.22,19.92,7.34,7.33,9.73,8.19,24.31,14.6,7.33,8.47,10.47,9.84,11.24,6.44,24.47,Upgrade
13,Currency Exchange Gain (Loss),5.85,-5.85,-,-4.04,-5.95,5.95,-,-191.74,45.55,-45.55,-,108.98,-30.16,30.16,-,319.36,7.58,-7.58,-,-8.51,Upgrade
14,Other Non Operating Income (Expenses),37.28,-43.36,-37.06,77.49,-43.42,-37.02,-9.01,177.95,-172.29,-36.67,-8.4,33.08,-58.39,6.12,-23.33,-123.62,79.81,65.79,-47.02,138.94,Upgrade
15,EBT Excluding Unusual Items,582.14,-73.32,84.68,173.07,41.8,288.09,143.45,25.1,201.94,319.24,236.23,189.04,270.94,446.13,165.22,118.95,177.89,327.08,-22.3,61.18,Upgrade
16,Gain (Loss) on Sale of Investments,-39.42,-71.62,-25.47,73.38,-65.36,-59.26,-73.03,-75.7,-60.73,-13.09,-39.61,-65.72,-112.99,-73.36,-40.73,-3.09,-56.07,-44.6,-32.6,-48.27,Upgrade
