,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Cash & Equivalents,1268034,1140757,1268704,802447,920200,828021,1042310,795984,913655,945347,581185,950131,823562,911176,1041963,979359,548070,662877,571430,657367,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,300000,300000,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,1268034,1140757,1268704,802447,920200,828021,1042310,795984,1213655,1245347,581185,950131,823562,911176,1041963,979359,548070,662877,571430,657367,Upgrade
3,Cash Growth,37.80%,37.77%,21.72%,0.81%,-24.18%,-33.51%,79.34%,-16.22%,47.37%,36.67%,-44.22%,-2.98%,50.27%,37.46%,82.34%,48.98%,-1.52%,23.10%,15.49%,14.17%,Upgrade
4,Accounts Receivable,4819771,5091091,5327322,4890518,4401057,4879911,4956495,4191339,3376520,3707251,3657663,3080055,2596654,2457983,2341263,1930260,1294065,1172849,1128542,969733,Upgrade
5,Other Receivables,188280,134430,115138,24972,121519,18008,96763,24988,132415,10594,72743,8693,80529,11417,68473,11998,120734,65332,178741,116193,Upgrade
6,Receivables,5008052,5225521,5442461,4915490,4522576,4897918,5053257,4216327,3508935,3717844,3730406,3088748,2677183,2469400,2409736,1942258,1414799,1238181,1307283,1085926,Upgrade
7,Inventory,1740762,1323619,1428351,1267255,1451540,1023322,1109963,961904,1224006,613040,979495,692993,964019,805763,727683,656755,812589,807840,801368,833957,Upgrade
8,Prepaid Expenses,5102,6355,2964,2696,2639,2509,2411,1972,1995,1304,1826,1070,861.2,1158,1629,997.08,723.07,1166,-,435.39,Upgrade
9,Other Current Assets,175869,266701,230071,323013,236998,302186,170684,310821,293793,326163,86595,244612,133785,196206,62060,151692,81371,131408,97158,186382,Upgrade
10,Total Current Assets,8197818,7962952,8372549,7310900,7133954,7053955,7378625,6287008,6242385,5903698,5379507,4977554,4599410,4383702,4243071,3731062,2857552,2841473,2777239,2764066,Upgrade
11,"Property, Plant & Equipment",369630,372784,373392,348475,348621,340288,340377,350614,306905,311503,322885,339895,316488,332118,212291,226880,232884,230976,222756,236804,Upgrade
12,Other Intangible Assets,85155,87533,87533,86017,86643,86402,73718,73386,74459,74886,74840,70048,67325,66493,64766,64049,56440,56873,55825,55845,Upgrade
13,Other Long-Term Assets,5705,6242,6409,6296,5143,5305,4583,5475,6875,5893,4749,4800,5497,5738,3799,4020,4126,4765,7184,5117,Upgrade
14,Total Assets,8658309,8429511,8839884,7751688,7574361,7485949,7797302,6716483,6630623,6295980,5781981,5392297,4988721,4788052,4523926,4026012,3151002,3134087,3063004,3061832,Upgrade
15,Accounts Payable,1112639,899679,1586658,899213,1001563,1003353,1588111,1018484,1167803,855194,1417693,903456,984890,907253,924736,445237,294156,237039,362831,306281,Upgrade
16,Accrued Expenses,638224,699655,490742,658396,516369,647979,393637,625567,640305,655080,487481,696077,471562,497497,385921,553662,416429,469938,324946,463244,Upgrade
17,Short-Term Debt,3749809,3640976,3489845,3102787,3167631,2987828,2926852,2297652,2365413,2277132,2278094,2293101,2265429,2132506,1925567,1844937,1387458,1440779,1400829,1391659,Upgrade
18,Current Income Taxes Payable,10779,12895,18977,12664,12363,11558,67610,50860,30447,22679,87180,41891,46754,37599,80059,42358,90258,36725,51630,9599,Upgrade
19,Other Current Liabilities,27007,74201,83890,103518,95847,92660,16075,101388,13070,74067,13071,87843,16286,51570,11759,59673,10965,38804,12041,55689,Upgrade
20,Total Current Liabilities,5538458,5327405,5670112,4776578,4793772,4743378,4992284,4093951,4217038,3884152,4283519,4022368,3784922,3626425,3328043,2945866,2199265,2223285,2152277,2226473,Upgrade
21,Long-Term Debt,837.49,837.49,837.49,320.51,837.49,320.51,837.49,320.51,837.49,837.49,837.49,320.51,837.49,837.49,837.49,837.49,837.49,837.49,837.49,837.49,Upgrade
22,Long-Term Leases,-,-,-,516.98,-,516.98,-,516.98,-,-,-,516.98,-,-,-,-,-,-,-,-,Upgrade
23,Other Long-Term Liabilities,-,-,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,-,-,-,Upgrade
24,Total Liabilities,5539295,5328243,5670949,4777416,4794610,4744216,4993121,4094788,4217875,3884990,4284356,4023205,3785759,3627262,3328880,2946704,2200103,2224122,2153115,2227310,Upgrade
25,Common Stock,235474,235474,235474,235474,235474,235474,229474,229474,229474,229474,120750,120750,120750,120750,120750,115000,115000,115000,115000,115000,Upgrade
26,Additional Paid-In Capital,1077593,1077593,1077593,1077593,1077593,1077593,1077593,1077593,1077593,1077593,175057,175057,175057,175057,175057,175057,175057,175057,175057,175057,Upgrade
27,Retained Earnings,1216209,1198464,1394670,1661205,1466684,1428666,1497113,1314627,1105681,1103923,1201818,1073285,907155,864984,899239,789251,660843,619908,619832,544465,Upgrade
28,Comprehensive Income & Other,589737,589737,461197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Shareholders' Equity,3119014,3101268,3168934,2974272,2779751,2741733,2804181,2621695,2412748,2410990,1497625,1369091,1202961,1160790,1195046,1079308,950899,909964,909889,834522,Upgrade
30,Total Liabilities & Equity,8658309,8429511,8839884,7751688,7574361,7485949,7797302,6716483,6630623,6295980,5781981,5392297,4988721,4788052,4523926,4026012,3151002,3134087,3063004,3061832,Upgrade
31,Total Debt,3750647,3641813,3490682,3103624,3168468,2988665,2927689,2298490,2366250,2277970,2278931,2293938,2266267,2133343,1926405,1845774,1388296,1441617,1401667,1392497,Upgrade
32,Net Cash (Debt),-2482612,-2501057,-2221978,-2301177,-2248268,-2160645,-1885379,-1502506,-1152595,-1032623,-1697746,-1343807,-1442705,-1222168,-884442,-866415,-840226,-778739,-830237,-735130,Upgrade
33,Net Cash Per Share,-105443.17,-106222.17,-94364.10,-97727.37,-95488.95,-91748.16,-82157.10,-65477.23,-50235.07,-57772.07,-140605.48,-111288.40,-119463.11,-104992.26,-73245.64,-75340.46,-73063.15,-67716.51,-72194.44,-63924.38,Upgrade
34,Filing Date Shares Outstanding,23.55,23.55,23.55,23.55,23.55,23.55,22.95,22.95,22.95,22.95,12.08,12.08,12.08,12.08,12.08,11.5,11.5,11.5,11.5,11.5,Upgrade
35,Total Common Shares Outstanding,23.55,23.55,23.55,23.55,23.55,23.55,22.95,22.95,22.95,22.95,12.08,12.08,12.08,12.08,12.08,11.5,11.5,11.5,11.5,11.5,Upgrade
36,Working Capital,2659360,2635547,2702437,2534322,2340182,2310577,2386341,2193057,2025347,2019546,1095988,955186,814489,757278,915028,785196,658287,618188,624961,537593,Upgrade
