,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,128,128,128,128,128,128,128,128,128,128,154,Upgrade
1,Market Cap Growth,0%,0%,0%,0%,0%,0%,0%,0%,-16.67%,-28.57%,-33.33%,Upgrade
2,Enterprise Value,-119,-48,-173,-9,-188,-27,-146,-95,-233,-240,-254,Upgrade
3,Last Close Price,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
4,PE Ratio,40.49,40.43,-,11.99,22.24,-3.05,-,6.67,-13.05,-,6.44,Upgrade
5,PS Ratio,11.52,11.51,13.43,7.83,10.53,-3.83,-4.79,14.65,-35.14,4.78,4.80,Upgrade
6,PB Ratio,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.19,0.20,0.19,0.22,Upgrade
7,P/TBV Ratio,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.19,0.20,0.19,0.22,Upgrade
8,P/FCF Ratio,0.70,0.70,4.48,-,-,-,-,-,-,4.45,-,Upgrade
9,P/OCF Ratio,0.69,0.69,4.47,-,-,-,-,-,-,4.45,-,Upgrade
10,EV/FCF Ratio,-0.65,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
12,Debt / FCF Ratio,0.01,0.01,0.08,-,-,-,-,-,-,0.09,-,Upgrade
13,Return on Capital Employed (ROCE),0.58%,0.50%,-,1.79%,1.01%,-6.76%,-,0.51%,-,-,3.42%,Upgrade
14,Earnings Yield,2.47%,2.47%,1.71%,8.34%,4.50%,-32.79%,-26.50%,15.00%,-7.67%,-14.64%,15.54%,Upgrade
15,FCF Yield,143.88%,143.88%,22.31%,-11.17%,-12.01%,-12.64%,-15.12%,-56.44%,-1.38%,22.49%,-111.19%,Upgrade
