,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,51206,56021,47548,76283,88736,87745,111425,119006,124636,158311,184342,120221,158050,150044,91610,55805,58006,29365,33899,27252,44579,Upgrade
1,Market Cap Growth,-36.15%,-36.15%,-57.33%,-35.90%,-28.80%,-44.57%,-39.56%,-1.01%,-21.14%,5.51%,101.23%,115.43%,172.47%,410.97%,170.24%,104.77%,30.12%,-5.46%,17.42%,-32.13%,33.13%,Upgrade
2,Enterprise Value,65995,69630,54440,81154,90672,91301,111305,119824,130958,177794,206588,144317,182146,182244,124151,88144,90345,62683,66240,60949,78276,Upgrade
3,Last Close Price,32.09,35.20,29.91,46.16,53.69,52.86,67.27,69.61,72.81,92.55,115.04,75.03,98.63,93.64,57.17,34.83,36.20,18.33,21.16,17.01,27.82,Upgrade
4,PE Ratio,-,-,-,-,-,5.40,5.50,4.64,5.17,9.03,14.96,21.26,76.03,-747.69,-87.13,-,-,-,-,-,-,Upgrade
5,Forward PE,174.21,-,27.79,11.28,19.54,12.79,8.20,6.66,6.19,9.04,16.81,26.02,89.20,105.10,129.67,-,-,-,252.75,56.65,43.99,Upgrade
6,PS Ratio,3.06,3.26,2.15,2.41,2.19,1.78,2.19,2.55,3.08,5.57,9.40,10.00,20.62,32.02,24.68,17.58,17.91,8.46,8.21,6.09,9.21,Upgrade
7,PB Ratio,1.21,1.11,0.95,1.44,1.64,1.70,2.03,2.13,2.35,3.38,6.38,5.34,8.71,8.93,12.78,7.73,7.80,3.67,3.92,3.45,5.00,Upgrade
8,P/TBV Ratio,1.45,1.45,1.19,1.74,1.88,1.83,2.39,2.44,2.80,4.25,9.46,9.31,17.09,15.48,65.15,44.65,38.25,12.88,12.25,9.67,12.99,Upgrade
9,P/FCF Ratio,33.35,35.51,-,4.80,4.86,3.50,4.96,6.21,6.71,14.30,25.47,26.88,145.56,238.39,167.19,171.54,-,1053.02,-,-,-32.29,Upgrade
10,P/OCF Ratio,8.18,8.18,-,3.65,3.91,3.07,4.40,5.56,6.14,12.72,21.94,21.56,75.46,106.32,69.72,53.73,83.29,17.95,21.90,14.25,18.93,Upgrade
11,EV/Sales Ratio,3.84,4.06,2.46,2.56,2.24,1.86,2.18,2.57,3.24,6.25,10.54,12.01,23.77,38.90,33.45,27.76,27.89,18.06,16.04,13.63,16.17,Upgrade
12,EV/EBITDA Ratio,6.67,7.17,3.58,3.30,2.69,2.16,2.54,2.99,3.84,7.56,13.49,16.91,40.12,86.11,86.23,78.78,74.22,44.59,35.06,27.78,31.47,Upgrade
13,EV/EBIT Ratio,7.38,7.78,3.76,3.40,2.74,2.20,2.58,3.03,3.90,7.71,13.89,17.69,43.59,102.91,113.16,114.04,103.37,58.85,42.28,32.25,35.57,Upgrade
14,EV/FCF Ratio,41.83,44.14,-,5.10,4.97,3.64,4.95,6.26,7.05,16.06,28.54,32.26,167.76,289.55,226.58,270.96,-,2247.81,-,-,-56.70,Upgrade
15,Debt / Equity Ratio,0.29,0.29,0.28,0.21,0.22,0.21,0.19,0.16,0.16,0.15,0.63,0.84,1.20,1.29,4.29,4.36,4.13,3.94,3.80,4.02,3.81,Upgrade
16,Debt / EBITDA Ratio,1.48,1.87,1.88,2.16,0.62,0.37,0.23,0.22,0.16,0.20,0.60,1.07,2.07,6.79,9.78,19.91,48.49,63.69,18.62,16.08,24.48,Upgrade
17,Debt / FCF Ratio,9.31,9.31,-,0.71,0.64,0.44,0.47,0.47,0.47,0.65,2.50,4.20,20.09,34.52,56.12,96.80,-,1129.40,-,-,-24.60,Upgrade
18,Asset Turnover,0.21,0.22,0.14,0.38,0.45,0.70,0.63,0.94,0.71,0.72,0.46,0.35,0.14,0.14,0.09,0.08,0.05,0.08,0.09,0.09,Upgrade,
19,Inventory Turnover,2.51,2.52,2.79,1.74,2.89,1.55,2.59,1.76,4.60,2.89,4.52,3.12,5.06,3.03,3.25,2.31,2.57,1.80,2.14,1.97,2.40,Upgrade
20,Quick Ratio,1.90,1.90,2.27,2.27,2.18,1.62,2.29,2.73,3.12,1.29,0.86,0.49,0.40,0.37,0.07,0.07,0.07,0.10,0.13,0.12,0.24,Upgrade
21,Current Ratio,2.80,2.80,3.44,3.25,2.95,2.17,2.76,3.27,3.44,1.47,0.98,0.61,0.47,0.51,0.10,0.11,0.11,0.16,0.19,0.17,0.29,Upgrade
22,Return on Equity (ROE),10.12%,10.05%,-6.21%,24.87%,44.14%,58.08%,62.15%,92.47%,79.68%,125.58%,77.45%,43.31%,15.03%,23.82%,-9.93%,-28.80%,-12.60%,3.30%,-18.00%,-232.43%,Upgrade,
