,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1541,1733,2170,2738,5642,14718,22159,33532,31164,25875,Upgrade
1,Cash & Short-Term Investments,1541,1733,2170,2738,5642,14718,22159,33532,31164,25875,Upgrade
2,Cash Growth,-28.97%,-36.72%,-61.54%,-81.39%,-74.54%,-56.11%,-28.89%,29.59%,40.26%,10.70%,Upgrade
3,Accounts Receivable,1010,1167,6022,2180,10427,6653,19125,7981,15515,7699,Upgrade
4,Other Receivables,3766,4282,-,4243,-,7366,-,7460,-,8911,Upgrade
5,Receivables,4775,5448,6022,6422,10427,14020,19125,15441,15515,16610,Upgrade
6,Inventory,60532,62905,72608,79111,89064,89814,99180,79079,62781,61461,Upgrade
7,Prepaid Expenses,2615,2607,3067,2633,3113,2245,-,1811,1635,1237,Upgrade
8,Restricted Cash,1636673,2005,3034,3749,3785,5469,4197,3687,2878,2258,Upgrade
9,Other Current Assets,-1616933,19272,22375,23455,28833,29808,39813,32513,35998,33815,Upgrade
10,Total Current Assets,89203,93971,109275,118108,140865,156074,184474,166063,149971,141256,Upgrade
11,"Property, Plant & Equipment",9196,9270,8830,8920,10654,10408,9131,8271,5602,4723,Upgrade
12,Long-Term Investments,12030,13075,15425,16479,24194,24210,12999,12577,10509,10541,Upgrade
13,Goodwill,60.47,60.47,60.47,60.47,60.47,60.47,78.32,78.32,78.41,88.53,Upgrade
14,Other Intangible Assets,154.98,169.21,175.92,178.65,175.07,179.01,172.83,165.95,145.98,142.93,Upgrade
15,Long-Term Deferred Tax Assets,1633,1769,2188,2462,2768,2453,2159,1925,1974,1679,Upgrade
16,Other Long-Term Assets,2790,2792,2435,3699,5169,5008,2449,2422,2900,2667,Upgrade
17,Total Assets,115067,121107,138390,149907,183885,198393,211463,191502,171181,161098,Upgrade
18,Accounts Payable,7782,8202,11272,12886,10978,18385,22289,20608,16277,14471,Upgrade
19,Accrued Expenses,12078,15447,11917,15449,9285,15797,9595,11082,9714,7697,Upgrade
20,Short-Term Debt,499.24,24299,506.28,24645,469.38,-,-,-,-,-,Upgrade
21,Current Portion of Long-Term Debt,31734,9056,24823,16262,16419,11830,11681,19030,25367,19454,Upgrade
22,Current Portion of Leases,36.84,13.25,10.87,11.07,19.11,28.42,25.97,115.88,49.98,51.96,Upgrade
23,Current Income Taxes Payable,10997,6933,11842,7335,12243,7190,9724,5145,7460,3478,Upgrade
24,Current Unearned Revenue,10564,14013,21838,25991,38225,32350,38313,26108,18943,21662,Upgrade
25,Other Current Liabilities,13549,8580,13907,10055,16527,23408,30402,26020,21964,21188,Upgrade
26,Total Current Liabilities,87241,86543,96117,112634,104166,108989,122030,108109,99775,88002,Upgrade
27,Long-Term Debt,15449,19211,23344,13208,33636,42375,44064,43440,34576,34663,Upgrade
28,Long-Term Leases,2977,2964,2446,2440,2396,2400,2417,2210,1530,1174,Upgrade
