,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,2927,3531,2616,3459,2688,3312,2631,3142,2218,2627
1,Revenue Growth (YoY),11.88%,2.11%,-2.69%,4.43%,2.19%,5.41%,18.60%,19.61%,33.97%,56.59%
2,Cost of Revenue,2049,2389,1818,2370,1923,2249,1770,1932,1338,1609
3,Gross Profit,877.51,1143,798.59,1089,765.11,1063,860.97,1210,879.76,1017
4,"Selling, General & Admin",492.47,484.26,380.59,433.68,440.71,483.58,461.01,479.38,364.62,371.12
5,Other Operating Expenses,-34.34,-45.43,-50.79,-54.72,-44.52,-41.35,-84.15,-73.76,-27.2,-36.15
6,Operating Expenses,458.13,438.83,329.8,378.96,396.19,442.23,376.86,405.63,337.42,334.98
7,Operating Income,419.38,703.88,468.79,709.82,368.92,620.75,484.11,804.72,542.35,682.33
8,Interest Expense,-2.44,-2,-2.34,-2.7,-3.16,-3.3,-2.18,-1.23,-0.77,-0.17
9,Interest & Investment Income,48,42.8,30.84,15.07,15.23,17.34,11.27,26.19,12.36,18.77
10,Currency Exchange Gain (Loss),-17.98,-9.69,28.56,20.87,15.59,-7.37,-11.44,-59.47,19.61,4.45
11,EBT Excluding Unusual Items,446.96,734.99,525.85,743.06,396.58,627.42,481.77,770.21,573.55,705.37
12,Gain (Loss) on Sale of Investments,12.72,1.48,6.54,2.36,7.43,20.72,43.33,-2.08,12.51,3.63
13,Gain (Loss) on Sale of Assets,-0.11,0.72,-5.46,-4.66,-2.63,-2.84,-0.23,-1.67,-0.33,-0.88
14,Pretax Income,459.56,737.19,526.93,740.76,401.38,645.29,524.87,766.46,585.73,708.12
15,Income Tax Expense,125.42,207.12,149.97,220.8,105.37,180.13,132.48,229.41,139.91,205.5
16,Earnings From Continuing Operations,334.14,530.07,376.96,519.97,296.02,465.17,392.39,537.04,445.82,502.61
17,Minority Interest in Earnings,-25.86,-35.2,-19.14,-41.13,-32.87,-47.8,-43.56,-50.74,-46.9,-54.35
18,Net Income,308.28,494.87,357.83,478.84,263.14,417.37,348.84,486.3,398.92,448.27
19,Net Income to Common,308.28,494.87,357.83,478.84,263.14,417.37,348.84,486.3,398.92,448.27
20,Net Income Growth,-13.85%,3.35%,35.98%,14.73%,-24.57%,-14.18%,-12.55%,8.49%,47.55%,34.53%
21,Shares Outstanding (Basic),970,970,978,980,980,980,981,982,981,970
22,Shares Outstanding (Diluted),970,970,978,980,980,980,981,982,981,970
23,Shares Change (YoY),-0.80%,-1.05%,-0.24%,0.06%,-0.06%,-0.22%,-,1.22%,0.47%,-0.46%
24,EPS (Basic),0.32,0.51,0.37,0.49,0.27,0.43,0.36,0.50,0.41,0.46
25,EPS (Diluted),0.32,0.51,0.37,0.49,0.27,0.43,0.36,0.50,0.41,0.46
26,EPS Growth,-13.15%,4.35%,36.32%,14.66%,-24.52%,-13.98%,-12.56%,7.17%,46.86%,34.95%
27,Free Cash Flow,79.02,595.34,64.31,751.71,106.57,306.23,-108.77,536.99,335.77,481.09
28,Free Cash Flow Per Share,0.08,0.61,0.07,0.77,0.11,0.31,-0.11,0.55,0.34,0.50
29,Dividend Per Share,0.282,-,-,-,-,-,-,-,-,-
30,Operating Margin,14.33%,19.93%,17.92%,20.52%,13.72%,18.74%,18.40%,25.61%,24.45%,25.98%
31,Profit Margin,10.53%,14.01%,13.68%,13.85%,9.79%,12.60%,13.26%,15.48%,17.98%,17.07%
32,Free Cash Flow Margin,2.70%,16.86%,2.46%,21.73%,3.96%,9.25%,-4.13%,17.09%,15.14%,18.32%
33,EBITDA,499.19,779.02,539.69,771.97,424.86,665.35,521.63,837.69,570.35,706.63
34,D&A For EBITDA,79.81,75.14,70.9,62.15,55.94,44.6,37.51,32.97,28.01,24.31
35,EBIT,419.38,703.88,468.79,709.82,368.92,620.75,484.11,804.72,542.35,682.33
